自動車メーカー,車種,型式,年式,グレード,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,アッパーマウント(F/R),バネレート(F/R),減衰力調整(F/R),オーバーホール(F/R),最大車高調整幅(F/R),推奨車高調整幅(F/R),参考車高(F/R),内径(F/R),自由長(F/R),車高調整機構(F/R),仕様,備考,注意事項,定価,SET価格
トヨタ,マークX,GRX120/GRX121,2004/11～2009/10,250G/300G,FR/2500・3000,86400,,241843,198-61J-CB-qq-e-f1-455,198-61J-CB-qq-e-d-455,4996338054692,198 61J CB,CUSCO,STREET A,,9k(10・11)/6k(8)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-75～-20/-62～-20,-60～-20/-50～-20,-45/-50,65/専用形状,250/専用形状,全長固定式/全長固定式,赤,取付時リヤ左側のインナーフェンダーカバー(燃料管のカバー)取り外しが必要<br>e-con2対応(00B 60J 1212)<br>オプションをご希望の場合、事前にお問合せください,,120000,96600
トヨタ,マークX,GRX130,2009/10～,2.5Sパッケージ,FR/2500<br>2013/12～の車両は取付不可,86400,,241608,198-61J-CB-qq-e-f1-459,198-61J-CB-qq-e-d-459,4996338054692,198 61J CB,CUSCO,STREET A,,9k(10・11)/6k(8)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-70～-15/-62～-20,-55～-15/-50～-20,-40/-40,65/専用形状,250/専用形状,全長固定式/全長固定式,赤,取付時リヤ左側のインナーフェンダーカバー(燃料管のカバー)取り外しが必要<br>e-con2対応(00B 60J 1212)<br>オプションをご希望の場合、事前にお問合せください,,120000,96600
トヨタ,ラクティス,NSP120,2010/11～2016/9,G/X,FF/1300,86400,,241310,901-62J-CB-qq-e-f1-176,901-62J-CB-qq-e-d-176,4996338037008,901 62J CB,CUSCO,STREET A,,5k(6)/3.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-115～-40/-40～-15,-65～-40/-40～-15,-50/-40,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,120000,96600
日産,エルグランド,E51/NE51,2002/5～2010/8,XL/X/VG/V/ハイウェイスター,FR・4WD/3500<br>E51:2WD車マイナー前<br>NE51:4WD車,95760,,241957,841-62J-CB-qq-e-f1-482,841-62J-CB-qq-e-d-482,4996338077981,841 62J CB,CUSCO,STREET A,,7k(8)/8k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,E51:-55～0 NE51:-65～-10/-85～-40,E51:-55～-25 NE51:-65～-35/-85～-40,E51:-40 NE51:-50/-75,73/専用形状,250/専用形状,全長調整式/ネジスペーサー,青,リヤはショックアブソーバー本体を車両から取り外さないと減衰力調整ができません<br>e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,133000,105500
日産,エルグランド,ME51,2004/12～2010/8,ハイウェイスター/ライダーS,FR/2500<br>2WD車 マイナー後,95760,,241784,841-62J-CB-qq-e-f1-485,841-62J-CB-qq-e-d-485,4996338077981,841 62J CB,CUSCO,STREET A,,7k(8)/8k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-55～0/-65～-40,-50～-20/-65～-40,-40/-55,73/専用形状,250/専用形状,全長調整式/ネジスペーサー,青,リヤはショックアブソーバー本体を車両から取り外さないと減衰力調整ができません<br>e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,133000,105500
日産,キューブ,Z12,2008/11～,ライダー/15S/15X/15G,FF/1500,88560,,241862,267-62J-CB-qq-e-f1-503,267-62J-CB-qq-e-d-503,4996338054739,267 62J CB,CUSCO,STREET A,,4.5k/5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-55～-35/-52～-20,-55～-35/-50～-20,-45/-40,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
日産,セレナ,C25/CC25,2005/5～2010/11,G/S/RS/RX/ライダー/ハイウェイスター,FF/2000<br>2WD車,88560,,241864,269-62J-CB-qq-e-f1-554,269-62J-CB-qq-e-d-554,4996338054746,269 62J CB,CUSCO,STREET A,,6k/6.5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-60～-15/-50～-20,-45～-15/-50～-20,-35/-30,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2対応(00B 60J 1012)<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
日産,セレナ,FC26,2010/11～2016/8,ハイウェイスター,FF/2000,88560,,241381,269-62J-CB-qq-e-f1-558,269-62J-CB-qq-e-d-558,4996338054746,269 62J CB,CUSCO,STREET A,,6k/6.5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-65～-20/-60～-30,-50～-20/-60～-30,-40/-40,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2対応(00B 60J 1012)<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
日産,セレナ,GFC27,2016/8～,ハイウェイスター/ハイウェイスターG<br>同一車線自動運転技術「プロパイロット」装着車は適合未確認,FF/2000,88560,,241143,269-62J-CB-qq-e-f1-562,269-62J-CB-qq-e-d-562,4996338054746,269 62J CB,CUSCO,STREET A,,6k/6.5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-55～-10/-60～-30,-40～-10/-60～-30,-30/-40,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
日産,ティーダ,C11/JC11,2004/9～2012/8,G/M/S,FF/1500・1800,88560,,241142,267-62J-CB-qq-e-f1-100,267-62J-CB-qq-e-d-100,4996338054739,267 62J CB,CUSCO,STREET A,,4.5k/5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-55～-35/-50～-20,-55～-35/-50～-20,-45/-40,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
日産,ピノ,HC24S,2007/1～2010/2,S/E,FF/660,82080,,241729,631-62J-CBF-qq-e-f1-494,631-62J-CBF-qq-e-d-494,4996338076199,631 62J CBF,CUSCO,STREET A,,3.5k(4・5)/2.2k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/14,対応/非対応,-60～0/-40～-10,-45～-15/-40～-10,-40/-35,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,114000,92600
日産,マーチ,K13,2010/7～,12S/12X/12G,FF/1200<br>K13改マーチニスモS(HR15DEエンジン)は適合不可,88560,,241852,206-62J-CB-qq-e-f1-602,206-62J-CB-qq-e-d-602,4996338054715,206 62J CB,CUSCO,STREET A,,5k(6)/4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-100～-35/-52～-25,-65～-35/-50～-25,-50/-40,65/専用形状,230/専用形状,全長固定式/ネジスペーサー,青,e-con2対応(00B 60J 1012)<br>e-con2取付時、内装の加工が必要<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
日産,モコ,MG21S,2002/4～2006/2,B/C/Q/T,FF・4WD/660・660T,79200,,241229,613-62J-CBF-qq-e-f1-427,613-62J-CBF-qq-e-d-427,4996338073150,613 62J CBF,CUSCO,STREET A,,3.5k(4・5)/2.2k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/14,対応/非対応,-75～-5/-50～-20,-50～-20/-50～-20,-35/-45,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,110000,89800
日産,モコ,MG22S,2006/2～2009/5,S/E/G,FF・4WD/660,82080,,241914,631-62J-CBF-qq-e-f1-495,631-62J-CBF-qq-e-d-495,4996338076199,631 62J CBF,CUSCO,STREET A,,3.5k(4・5)/2.2k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/14,対応/非対応,-65～-5/-45～-15,-50～-20/-45～-15,-45/-40,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,114000,92600
ホンダ,CR-Z,ZF1/ZF2,2010/2～2017/1,α,FF/1500,88560,,241636,309-62J-CB-qq-e-f1-617,309-62J-CB-qq-e-d-617,4996338054753,309 62J CB,CUSCO,STREET A,,6k(7・8)/4k(3.5・5・6)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-70～-30/-53～-19,-50～-30/-40～-20,-40/-40,65/65,200/200,全長固定式/ネジスペーサー,青,e-con2対応(00B 60J 1212)<br>e-con2取付時フロントカウルトップの加工が必要<br>e-con2とセンターロック・ピロボールアッパーマウントの同時装着不可<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
ホンダ,アコード,CU2,2008/12～2013/3,,FF/2400,79200,,241160,354-61J-CB-qq-e-f1-653,354-61J-CB-qq-e-d-653,4996338054777,354 61J CB,CUSCO,STREET A,,12k(11・14・16)/5k(4・6・7)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-145～-15/-75～-10,-40～-15/-40～-10,-25/-25,65/65,200/250,全長固定式/全長固定式,赤,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,110000,89800
ホンダ,アコードツアラー,CW2,2008/12～2013/3,24E/24TL/24iL/スポーツスタイル,FF/2400,79200,,241649,354-61J-CB-qq-e-f1-656,354-61J-CB-qq-e-d-656,4996338054777,354 61J CB,CUSCO,STREET A,,12k(11・14・16)/5k(4・6・7)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-147～-15/-77～-10,-40～-15/-40～-10,-25/-25,65/65,200/250,全長固定式/全長固定式,赤,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,110000,89800
ホンダ,インサイト,ZE2,2009/2～2014/3,G/L/LS,FF/1300,88560,,241166,376-62J-CB-qq-e-f1-663,376-62J-CB-qq-e-d-663,4996338054821,376 62J CB,CUSCO,STREET A,,4.5k/4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-75～-30/-75～-30,-45～-30/-70～-30,-40/-40,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
ホンダ,エリシオン/エリシオンプレステージ,RR1/RR2/RR3/RR4/RR5/RR6,2004/5～2012/5,2.4X/2.4M/2.4G/3.0VX/3.0VZ/3.0VG/2.4プレステージ/3.5プレスエージ,FF・4WD/2400・3000・3500<br>RR1/RR3/RR5:2WD車<br>RR2/RR4/RR6:4WD車<br>AFS付車可 ,93600,,241655,362-62J-CB-qq-e-f1-672,362-62J-CB-qq-e-d-672,4996338054791,362 62J CB,CUSCO,STREET A,,10k(9・11)/12k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-123～-30/-70～-40,-70～-30/-70～-40,-50/-50,65/専用形状,250/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,130000,103400
ホンダ,オデッセイ/オデッセイアブソルート,RB1/RB2,2003/10～2008/10,S/M/L/アブソルート,FF・4WD/2400<br>RB1:2WD車<br>RB2:4WD車<br>AFS付車可,74880,,241888,394-62J-CB-qq-e-f1-704,394-62J-CB-qq-e-d-704,4996338054913,394 62J CB,CUSCO,STREET A,,10k(9・11)/14k(12)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,RB1アブソルート:-85～0/-90～0<br>RB2アブソルート:-100～0/-105～0,RB1アブソルート:-75～-40/-80～-45<br>RB2アブソルート:-90～-55/-95～-60,RB1アブソルート:-45/-55<br>RB2アブソルート:-55/-60,65/65,250/180,全長固定式/全長固定式,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,104000,85800
ホンダ,オデッセイアブソルート,RB3/RB4,2008/10～2013/11,,FF・4WD/2400<br>RB3:2WD車<br>RB4:4WD車,74880,,241179,394-62J-CB-qq-e-f1-708,394-62J-CB-qq-e-d-708,4996338054913,394 62J CB,CUSCO,STREET A,,10k(9・11)/14k(12)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,RB3:-75～0/-85～0<br>RB4:-95～0/-115～0,RB3:-65～-30/-75～-40<br>RB4:-85～-50/-105～-70,RB3:-45/-50<br>RB4:-60/-70,65/65,250/180,全長固定式/全長固定式,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,104000,85800
ホンダ,ステップワゴン,RK2,2009/10～2015/4,G,4WD/2000<br>4WD車,88560,,241422,393-62J-CB-qq-e-f1-763,393-62J-CB-qq-e-d-763,4996338098870,393 62J CB,CUSCO,STREET A,,7k(6・8)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-80～-35/-66～-18,-55～-35/-60～-25,-45/-50,73/専用形状,250/専用形状,全長固定式/ネジスペーサー,青,e-con2対応(00B 60J 1212)<br>e-con2取付時、内装(カバー)の加工もしくは取外しが必要<br>リヤ側はe-con2のモニターとサードシートクッションとのクリアランスがほぼありませんのでサードシートの出し入れには注意<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
ホンダ,ステップワゴン,RK1,2009/10～2015/4,G/L/Li,FF/2000<br>2WD車,88560,,241418,392-62J-CB-qq-e-f1-759,392-62J-CB-qq-e-d-759,4996338054906,392 62J CB,CUSCO,STREET A,,7k(6・8)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-80～-35/-70～-35,-65～-35/-70～-35,-45/-45,73/専用形状,250/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
ホンダ,ステップワゴンスパーダ,RK5,2009/10～2015/4,G/L/Li,FF/2000<br>2WD車,88560,,241419,392-62J-CB-qq-e-f1-767,392-62J-CB-qq-e-d-767,4996338054906,392 62J CB,CUSCO,STREET A,,7k(6・8)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-80～-35/-70～-35,-65～-35/-70～-35,-45/-45,73/専用形状,250/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
ホンダ,フィット,GD2/GD4,2001/6～2003/9,Y/W/A/1.5T,4WD/1300・1500<br>前期,88560,,241168,383-62J-CB-qq-e-f1-780,383-62J-CB-qq-e-d-780,4996338054845,383 62J CB,CUSCO,STREET A,,5k(6・7)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-50～-30/-85～-35,-50～-30/-55～-35,-50/-35,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
ホンダ,フィット,GD1/GD3,2001/6～2003/9,Y/W/A/1.5T,FF/1300・1500<br>GD1前期:車体番号～GD1-2099999<br>GD3前期:車体番号～GD3-1699999,88560,,241877,368-62J-CB-qq-e-f1-778,368-62J-CB-qq-e-d-778,4996338054814,368 62J CB,CUSCO,STREET A,,5k(6)/6k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-55～-30/-50～-25,-50～-30/-50～-25,-50/-40,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
ホンダ,フィット,GE7/GE9,2007/10～2013/9,G/L/RS,4WD/1300,88560,,241413,387-62J-CB-qq-e-f1-793,387-62J-CB-qq-e-d-793,4996338054869,387 62J CB,CUSCO,STREET A,,5k(6)/5K<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-65～-40/-80～-40,-50～-40/-70～-40,-45/-55,65/専用形状,230/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
ホンダ,フィット,GE6/GE8,2007/10～2013/9,G/L/X/RS(GE8),FF/1300・1500,88560,,241169,386-62J-CB-qq-e-f1-788,386-62J-CB-qq-e-d-788,4996338054852,386 62J CB,CUSCO,STREET A,,4.5k/2.9k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-70～-25/-57～-30,-40～-25/-55～-30,-35/-45,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
ホンダ,フィット,GK3/GK5,2013/9～,F/L/S/RS,FF/1300・1500,88560,,241429,3A2-62J-CB-qq-e-f1-805,3A2-62J-CB-qq-e-d-805,4996338070036,3A2 62J CB,CUSCO,STREET A,,4.5k/2.9k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,GK3:-70～-25/-65～-25<br>GK5:-60～-15/-45～-5,GK3:-40～-25/-50～-25<br>GK5:-30～-15/-30～-5,GK3:-35/-40<br>GK5:-25/-20,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
ホンダ,フィットシャトル/フィットシャトルハイブリッド,GG7/GP2,2011/6～,,FF/1300・1500,88560,,241407,382-62J-CB-qq-e-f1-820,382-62J-CB-qq-e-d-820,4996338054838,382 62J CB,CUSCO,STREET A,,5k(6)/4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-62～-35/-65～-20,-45～-35/-55～-20,-40/-40,65/専用形状,230/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
ホンダ,フィットハイブリッド,GP1,2010/10～2013/9,,FF/1300,88560,,241409,386-62J-CB-qq-e-f1-797,386-62J-CB-qq-e-d-797,4996338054852,386 62J CB,CUSCO,STREET A,,4.5k/2.9k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-75～-30/-70～-40,-45～-30/-65～-40,-40/-55,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
ホンダ,フィットハイブリッド,GP6,2013/12～,Fパッケージ/Lパッケージ/Sパッケージ,4WD/1500,87840,,241189,3A3-62P-CBF-qq-e-f1-285,3A3-62P-CBF-qq-e-d-285,4996338071682,3A3 62P CBF,CUSCO,STREET A,,4.5k/5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-70～0/-90～-35,-50～-10/-60～-35,-40/-50,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
ホンダ,フィットハイブリッド,GP5,2013/9～,F/L/S,FF/1500,88560,,241667,3A2-62J-CB-qq-e-f1-808,3A2-62J-CB-qq-e-d-808,4996338070036,3A2 62J CB,CUSCO,STREET A,,4.5k/2.9k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-70～-25/-65～-25,-40～-25/-50～-25,-35/-40,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
ホンダ,フリード,GB3,2008/5～2016/9,フレックス/G,FF/1500,88560,,241414,388-62J-CB-qq-e-f1-826,388-62J-CB-qq-e-d-826,4996338054876,388 62J CB,CUSCO,STREET A,,6k(7・8)/4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-90～-40/-57～-30,-60～-40/-55～-30,-50/-45,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
ホンダ,フリードスパイクハイブリッド,GP3,2011/10～2016/9,,FF/1500,88560,,241173,388-62J-CB-qq-e-f1-829,388-62J-CB-qq-e-d-829,4996338054876,388 62J CB,CUSCO,STREET A,,6k(7・8)/4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-85～-35/-62～-35,-55～-35/-60～-35,-45/-50,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
マツダ,AZワゴン,MD22S,2002/4～2002/8,FM/FZ/RR,FF・4WD/660・660T<br>4型後期,82080,,241724,629-62J-CBF-qq-e-f1-840,629-62J-CBF-qq-e-d-840,4996338076120,629 62J CBF,CUSCO,STREET A,,3.5k(4・5)/2k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/14,対応/非対応,-80～-5/-45～-15,-55～-25/-45～-15,-40/-40,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,114000,92600
マツダ,AZワゴン,MJ21S,2003/10～2004/12,FX/FA/FS/FT/RR,FF・4WD/660・660T<br>1～2型,82080,,241725,630-62J-CBF-qq-e-f1-484,630-62J-CBF-qq-e-d-484,4996338076151,630 62J CBF,CUSCO,STREET A,,3.5k(4・5)/2.2k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/14,対応/非対応,-60～0/-50～-20,-50～-20/-50～-20,-40/-45,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,114000,92600
マツダ,AZワゴン/AZワゴンカスタムスタイル,MJ21S/MJ22S,2004/12～2007/2<br>2007/2～2008/9,FA/FX/FX-S/FT/RR/FX-S/FX/FA/FT-S/カスタムスタイル/RR,FF・4WD/660・660T<br>MJ21S:3～4型,82080,,241728,631-62J-CBF-qq-e-f1-488,631-62J-CBF-qq-e-d-488,4996338076199,631 62J CBF,CUSCO,STREET A,,3.5k(4・5)/2.2k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/14,対応/非対応,-65～-5/-45～-15,-50～-20/-45～-15,-45/-40,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,114000,92600
マツダ,アクセラ,BL5FP/BLFFP,2009/6～2013/11,15C/20C,FF/1500・2000,88560,,241901,471-62J-CBF-qq-e-f1-358,471-62J-CBF-qq-e-d-358,4996338073099,471 62J CBF,CUSCO,STREET A,,6k/4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/14,対応/非対応,-55～-25/-40～-5,-40～-25/-35～-10,-30/-35,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
マツダ,アクセラスポーツ,BK5P/BKEP/BK3P,2003/10～2009/6,15C/15F/20C/20S/23H/23S,FF/1500・2000・2300,88560,,241209,470-62J-CBF-qq-e-f1-356,470-62J-CBF-qq-e-d-356,4996338073068,470 62J CBF,CUSCO,STREET A,,6k/4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/14,対応/非対応,-40～-20/-44～-5,-40～-20/-40～-5,-30/-30,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
マツダ,アクセラスポーツ,BL5FW/BLFFW,2009/6～2013/11,,FF/1500・2000,88560,,241210,471-62J-CBF-qq-e-f1-359,471-62J-CBF-qq-e-d-359,4996338073099,471 62J CBF,CUSCO,STREET A,,6k/4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/14,対応/非対応,-55～-25/-40～-5,-40～-25/-35～-10,-30/-35,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,123000,98700
マツダ,キャロル,HB24S,2004/9～2009/12,G/GII/X,FF/660,82080,,241483,631-62J-CBF-qq-e-f1-492,631-62J-CBF-qq-e-d-492,4996338076199,631 62J CBF,CUSCO,STREET A,,3.5k(4・5)/2.2k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/14,対応/非対応,-70～-10/-40～-10,-55～-25/-40～-10,-45/-40,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,114000,92600
マツダ,スピアーノ,HF21S,2002/2～2008/10,,FF・4WD/660・660T,79200,,241228,613-62J-CBF-qq-e-f1-426,613-62J-CBF-qq-e-d-426,4996338073150,613 62J CBF,CUSCO,STREET A,,3.5k(4・5)/2.2k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/14,対応/非対応,-75～-5/-50～-20,-50～-20/-50～-20,-35/-45,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,110000,89800
マツダ,ロードスター,NA6CE/NA8C,1989/9～1998/1,1.6/1.8/Vスペシャル/Sスペシャル,FR/1600・1800,86400,,241671,404-61J-CN-qq-e-f1-905,404-61J-CN-qq-e-d-905,4996338054920,404 61J CN,CUSCO,STREET A,強化ゴム固定式/強化ゴム固定式,5k(6・7・8)/4k(5・6・7)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-125～-20/-70～-15,-50～-20/-45～-15,-40/-35,65/65,200/200,全長固定式/全長固定式,赤,e-con2対応(00B 60J 1010)<br>オプションをご希望の場合、事前にお問合せください,,120000,96600
マツダ,ロードスター,NB6C/NB8C,1998/1～2005/8,1.6/1.8/S/RS/VS,FR/1600・1800,86400,,241439,404-61J-CN-qq-e-f1-911,404-61J-CN-qq-e-d-911,4996338054920,404 61J CN,CUSCO,STREET A,強化ゴム固定式/強化ゴム固定式,5k(6・7・8)/4k(5・6・7)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-125～-20/-70～-15,-50～-20/-45～-15,-40/-35,65/65,200/200,全長固定式/全長固定式,赤,e-con2対応(00B 60J 1010)<br>オプションをご希望の場合、事前にお問合せください,,120000,96600
三菱,ギャランフォルティス,CY4A,2007/8～2015/4,スポーツ,FF・4WD/2000,79200,,241456,542-61J-CB-qq-e-f1-944,542-61J-CB-qq-e-d-944,4996338054975,542 61J CB,CUSCO,STREET A,,6k(7)/5k(6・7)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-65～-25/-100～-30,-45～-25/-50～-30,-35/-40,73/73,230/200,全長固定式/全長固定式,赤,リヤはショックアブソーバー本体を車両から取外さないと減衰力調整ができません<br>e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,110000,89800
