自動車メーカー,車種,主要型式,年式,適合詳細,販売価格,Camp,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,セット内容,減衰力調整法(F/R),ダウン量(F/R),備考,注意事項,定価,セットCAMP,セット価格,,取付特記事項
MERCEDESBENZ,Cクラス,W203,00/06～06,C160/C180/C180K/C200K/C230/C230K/C240/C280/C320/C350/C200CDI/C220CDI/C270CDI/C320CDI<br>セルフレベリング装着車を除く,120800,,290466,1140-3921-qq-e-387k,1140-3921-qq-e-d-387k,1140-3921,KONI,SPORT KIT,1台分,外部/外部,40/40,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,151000,150700,165800
MERCEDESBENZ,Cクラス,W203,01/03～06,C160/C180/C180K/C200K/C230/C230K/C240/C280/C320/C350/C200CDI/C220CDI/C270CDI/C320CDI<br>セルフレベリング装着車を除く,120800,,290467,1140-3922-qq-e-389k,1140-3922-qq-e-d-389k,1140-3922,KONI,SPORT KIT,1台分,外部/外部,40/40,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,151000,150700,165800
MERCEDESBENZ,Cクラス,W203 スポーツクーペ,00/06～08,セルフレベリング装着車を除く,120800,,290465,1140-3921-qq-e-385k,1140-3921-qq-e-d-385k,1140-3921,KONI,SPORT KIT,1台分,外部/外部,40/40,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,151000,150700,165800
MERCEDESBENZ,Cクラス,W204 セダン,07～13,フロント荷重1020Kgまで<br>セルフレベリング装着車を除く,124000,,290422,1140-0761-qq-e-394k,1140-0761-qq-e-d-394k,1140-0761,KONI,SPORT KIT,1台分,外部/-,30/30,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,155000,148500,164000
MERCEDESBENZ,Cクラス,W204 セダン,07～13,フロント荷重1021Kgから<br>セルフレベリング装着車を除く,124000,,290423,1140-0762-qq-e-395k,1140-0762-qq-e-d-395k,1140-0762,KONI,SPORT KIT,1台分,外部/-,30/30,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,155000,148500,164000
MERCEDESBENZ,Cクラス,W204 ワゴン,07～13,フロント荷重1020Kgまで<br>セルフレベリング装着車を除く,124000,,290424,1140-0763-qq-e-396k,1140-0763-qq-e-d-396k,1140-0763,KONI,SPORT KIT,1台分,外部/-,20/20,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,155000,148500,164000
MERCEDESBENZ,Cクラス,W204 ワゴン,07～13,フロント荷重1021Kgから<br>セルフレベリング装着車を除く,124000,,290425,1140-0764-qq-e-397k,1140-0764-qq-e-d-397k,1140-0764,KONI,SPORT KIT,1台分,外部/-,20/20,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,155000,148500,164000
MERCEDESBENZ,Cクラス,W205 セダン,13/12～,ガソリン車<br>セルフレベリング装着車を除く,125600,,290499,1140-8111-qq-e-400k,1140-8111-qq-e-d-400k,1140-8111,KONI,SPORT KIT,1台分,外部/-,45/35,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,157000,154900,170600
MERCEDESBENZ,Cクラス,W205 セダン,13/12～,ディーゼル車<br>セルフレベリング装着車を除く,125600,,290500,1140-8112-qq-e-401k,1140-8112-qq-e-d-401k,1140-8112,KONI,SPORT KIT,1台分,外部/-,45/35,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,157000,154900,170600
MERCEDESBENZ,Cクラス,W205 ワゴン,13/12～,ガソリン車<br>セルフレベリング装着車を除く,127200,,290501,1140-8113-qq-e-402k,1140-8113-qq-e-d-402k,1140-8113,KONI,SPORT KIT,1台分,外部/-,45/35,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,159000,156300,172200
MERCEDESBENZ,Cクラス,W205 ワゴン,13/12～,ディーゼル車<br>セルフレベリング装着車を除く,127200,,290502,1140-8114-qq-e-403k,1140-8114-qq-e-d-403k,1140-8114,KONI,SPORT KIT,1台分,外部/-,45/35,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,159000,156300,172200
MERCEDESBENZ,Eクラス,W210,95/06～02,E200/E200K/E230/E200D/E200CDI/E220D/E220CDI<br>セルフレベリング装着車を除く,103200,,290837,1140-7241-qq-e-430k,出さない,1140-7241,KONI,SPORT KIT,1台分,,35/35,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,129000,出さない,出さない
MERCEDESBENZ,Eクラス,W210,95/06～02,E240/E280/E320/E420/E430/C250D/C250TD/E270CDI/E290TD/E300D/E300TD/E320CDI<br>セルフレベリング装着車を除く,103200,,291307,1140-7242-qq-e-431k,出さない,1140-7242,KONI,SPORT KIT,1台分,,35/35,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,129000,出さない,出さない
MERCEDESBENZ,Eクラス,W211,02/05～09,E200K/E230/E240/E200CDI/E220CDI<br>セルフレベリング装着車を除く,122400,,290457,1140-3241-qq-e-433k,1140-3241-qq-e-d-433k,1140-3241,KONI,SPORT KIT,1台分,外部/外部,45/40,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,153000,152100,167400
MERCEDESBENZ,Eクラス,W211,02/05～09,E200K/E230/E240/E200CDI/E220CDI<br>セルフレベリング装着車を除く,122400,,290459,1140-3243-qq-e-436k,1140-3243-qq-e-d-436k,1140-3243,KONI,SPORT KIT,1台分,外部/外部,40/40,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,153000,152100,167400
MERCEDESBENZ,Eクラス,W211,02/05～09,E280/E320/E350/E250CDI/E270CDI/E280CDI/E320CDI<br>セルフレベリング装着車を除く,122400,,290458,1140-3242-qq-e-434k,1140-3242-qq-e-d-434k,1140-3242,KONI,SPORT KIT,1台分,外部/外部,40/40,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,153000,152100,167400
MERCEDESBENZ,Eクラス,W211,02/05～09,E280/E320/E350/E250CDI/E270CDI/E280CDI/E320CDI<br>セルフレベリング装着車を除く,122400,,290460,1140-3244-qq-e-437k,1140-3244-qq-e-d-437k,1140-3244,KONI,SPORT KIT,1台分,外部/外部,40/40,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,153000,152100,167400
MERCEDESBENZ,SLKクラス,R170,97～04/02,SLK200/230コンプレッサー/320,131200,,291313,1140-7691-qq-e-453k,出さない,1140-7691,KONI,SPORT KIT,1台分,外部/外部,30/30,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,164000,出さない,出さない
MINI,New Mini,R50/R52/R53,02/03～06,One/クーパー/クーパーS(カブリオレを含む)<br>スタビライザーブラケットがショック本体の車両,121600,,290461,1140-3432-qq-e-457k,1140-3432-qq-e-d-457k,1140-3432,KONI,SPORT KIT,1台分,,35～30/30,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>リアダンパーは減衰力を調整する際、車輌から取り外さなければなりません。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,152000,146400,161600
MINI,New Mini,R55,06/10～14/06,クラブマンOne/クーパー/クーパーS/ジョン・クーパー・ワークス,128000,,290427,1140-0902-qq-e-463k,1140-0902-qq-e-d-463k,1140-0902,KONI,SPORT KIT,1台分,,35/35,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>リアダンパーは減衰力を調整する際、車輌から取り外さなければなりません。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,160000,152000,168000
MINI,New Mini,R56/R57,05/11～13/11,One/クーパー/クーパーS/ジョン・クーパー・ワークス(カブリオレ含む),128000,,290426,1140-0901-qq-e-460k,1140-0901-qq-e-d-460k,1140-0901,KONI,SPORT KIT,1台分,,30/30,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>リアダンパーは減衰力を調整する際、車輌から取り外さなければなりません。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,160000,152000,168000
MINI,New Mini,R58,10/12～15/05,クーペ クーパー/クーパーS/クーパーSD/ジョン・クーパー・ワークス,128000,,290803,1140-0901-qq-e-466k,出さない,1140-0901,KONI,SPORT KIT,1台分,,25～30/25～30,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>リアダンパーは減衰力を調整する際、車輌から取り外さなければなりません。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,160000,出さない,出さない
MINI,New Mini,R59,11/01～15/04,ロードスター クーパー/クーパーS/クーパーSD/ジョン・クーパー・ワークス,128000,,291031,1140-0901-qq-e-469k,出さない,1140-0901,KONI,SPORT KIT,1台分,,25～30/25～30,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>リアダンパーは減衰力を調整する際、車輌から取り外さなければなりません。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,160000,出さない,出さない
OPEL,アストラ,XK,98/03～04/04,フロント軸重885Kgまでの車両,100000,,291054,1140-5301-qq-e-473k,出さない,1140-5301,KONI,SPORT KIT,1台分,外部/-,30/30,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,125000,出さない,出さない
OPEL,アストラ,XK,98/03～04/04,フロント軸重886Kg以上の車両,100000,,291305,1140-5302-qq-e-474k,出さない,1140-5302,KONI,SPORT KIT,1台分,外部/-,30/30,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,125000,出さない,出さない
PEUGEOT,106,S10,91/09～96/04,"1.0/1.1/1.3/1.4/1.6/1.4D/1.5D/XSI,Rallye(limited lowrring)含む",82400,,290849,1140-8711-qq-e-479k,出さない,1140-8711,KONI,SPORT KIT,1台分,,25/0,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>リア:高圧ガスタイプ<br>フロントスプリングのみ。(リアはトーションバーのため。),SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,103000,出さない,出さない
PEUGEOT,106,S10,96/05～06,"1.0/1.1/1.3/1.4/1.6/1.4D/1.5D/XSI,Rallye(limited lowrring)含む",82400,,291311,1140-7571-qq-e-480k,出さない,1140-7571,KONI,SPORT KIT,1台分,,45/0,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>リア:高圧ガスタイプ<br>フロントスプリングのみ。(リアはトーションバーのため。),SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,103000,出さない,出さない
PEUGEOT,106,S10,96/05～06,GTI 1.6 16V,82400,,290842,1140-7861-qq-e-481k,出さない,1140-7861,KONI,SPORT KIT,1台分,,30/0,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>リア:高圧ガスタイプ<br>フロントスプリングのみ。(リアはトーションバーのため。),SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,103000,出さない,出さない
PORSCHE,911/912,964,91/01～93/09,ターボ(S)除く,189600,,291316,1140-8131-qq-e-503k,出さない,1140-8131,KONI,SPORT KIT,1台分,外部/外部,40/40,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>フロント/リア:車高調整式ストラット(シェル),SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,237000,出さない,出さない
PORSCHE,911/912,964,91/01～93/09,ターボ(S)用,199200,,290847,1140-8341-qq-e-504k,出さない,1140-8341,KONI,SPORT KIT,1台分,外部/外部,35/35,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>フロント/リア:車高調整式ストラット(シェル),SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,249000,出さない,出さない
PORSCHE,911/912,993,93/10～97/09,ターボ除く,189600,,290546,1140-9531-qq-e-507k,1140-9531-qq-e-d-507k,1140-9531,KONI,SPORT KIT,1台分,外部/外部,35/30,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>フロント:車高調整式ストラット(シェル),SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,237000,225900,249600
PORSCHE,911/912,993,93/10～97/09,ターボ用,199200,,290489,1140-5981-qq-e-508k,1140-5981-qq-e-d-508k,1140-5981,KONI,SPORT KIT,1台分,外部/外部,25/25,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>フロント:車高調整式ストラット(シェル),SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,249000,234300,259200
PORSCHE,911/912,996,97/09～05/08,カレラ2(S) タルガ/カブリオレ,189600,,290485,1140-5132-qq-e-512k,1140-5132-qq-e-d-512k,1140-5132,KONI,SPORT KIT,1台分,外部/外部,30/30,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,237000,225900,249600
PORSCHE,911/912,996,97/09～05/08,カレラ2(S)クーペ,189600,,290484,1140-5131-qq-e-511k,1140-5131-qq-e-d-511k,1140-5131,KONI,SPORT KIT,1台分,外部/外部,30/30,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,237000,225900,249600
PORSCHE,ボクスター,986,96～04,ボクスターS含む<br>電子制御サスペンション車除く<br>セルフレベリング装着車を除く,160000,,290497,1140-7791-qq-e-524k,1140-7791-qq-e-d-524k,1140-7791,KONI,SPORT KIT,1台分,外部/-,,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,200000,200000,220000
RENAULT,メガーヌ,,04～10/09,22.0RS/F1TeamR26,140000,,291282,1140-1901-qq-e-532k,出さない,1140-1901,KONI,SPORT KIT,1台分,外部/外部,25/25,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,175000,出さない,出さない
RENAULT,ルーテシア3,,06～10/08,2.0RS<br>F1 Team含む<br>CUP除く,123200,,291275,1140-1031-qq-e-528k,出さない,1140-1031,KONI,SPORT KIT,1台分,外部/外部,30/40,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,154000,出さない,出さない
RENAULT,ルーテシア3,,10/09～12,2.0RS(フェーズII)<br>F1 Team含む<br>CUP除く<br>フロントスプリングのアッパー部の内径が83mmの車両,123200,,291033,1140-1032-qq-e-530k,出さない,1140-1032,KONI,SPORT KIT,1台分,外部/外部,30/40,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,154000,出さない,出さない
SAAB,9-3,,98/03～02/09,クーペ/カブリオレ含む<br>Viggen&Aeroを含む,110400,,291301,1140-4951-qq-e-536k,出さない,1140-4951,KONI,SPORT KIT,1台分,外部/外部,35/35,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。<br>フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,138000,出さない,出さない
VOLKSWAGEN,ゴルフ1,,76～83,GTI用 フロント軸重661Kg以上でリア軸重571Kg以上の車両,99200,,291306,1140-5404-qq-e-581k,出さない,1140-5404,KONI,SPORT KIT,1台分,外部/-,25/40,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,124000,出さない,出さない
VOLKSWAGEN,ゴルフ1,,76～83,GTI用<br>フロント軸重661Kg以上でリア軸重570Kgまでの車両,99200,,291055,1140-5403-qq-e-580k,出さない,1140-5403,KONI,SPORT KIT,1台分,外部/-,25/40,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,124000,出さない,出さない
VOLKSWAGEN,ゴルフ2,,83/09～91,C/CL/GL/GT/GTI-8V(ディーゼル&ターボディーゼル)含む<br>GTI-16V/G60及びシンクロ4WDを除く,99200,,291056,1140-5412-qq-e-583k,出さない,1140-5412,KONI,SPORT KIT,1台分,外部/-,35/35,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,124000,出さない,出さない
VOLKSWAGEN,ゴルフ2,,86～91,GTi-16V<br>G60及びシンクロ4WDを除く,102400,,291058,1140-6322-qq-e-585k,出さない,1140-6322,KONI,SPORT KIT,1台分,外部/-,30/30,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,128000,出さない,出さない
VOLKSWAGEN,ゴルフ3,HA,91/08～97/09,GTI(8V/16V/TDI)&VR6<br>プラスサスペンション含む<br>ホイールボルトが5本止めの車両<br>ヴァリアント及びシンクロ除く,102400,,291077,1140-8722-qq-e-589k,出さない,1140-8722,KONI,SPORT KIT,1台分,外部/-,30/30,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,128000,出さない,出さない
VOLKSWAGEN,ゴルフ4,1J,00～03,4-Motion 1.8T/1.9TDi/2.3-V5<br>フロントスタビライザーブラケットがスプリングシート付車,120800,,290472,1140-4382-qq-e-606k,1140-4382-qq-e-d-606k,1140-4382,KONI,SPORT KIT,1台分,外部/-,25/25,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,151000,140700,155800
VOLKSWAGEN,ゴルフ4,1J,97/10～03,GTI(1.8T/2.3V5/1.9TDI)<br>4-Motionを除く,99200,,290488,1140-5262-qq-e-597k,1140-5262-qq-e-d-597k,1140-5262,KONI,SPORT KIT,1台分,外部/-,35/35,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,124000,121800,134200
