自動車メーカー,車種,主要型式,年式,適合詳細,販売価格,Camp,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,セット内容,減衰力調整法(F/R),ダウン量(F/R),備考,注意事項,定価,セットCAMP,セット価格,,取付特記事項
VOLKSWAGEN,ゴルフ2,,86～91,GTi-16V<br>G60及びシンクロ4WDを除く,88800,,291445,KONI-SP-qq-e-i-584k,出さない,フロント:8741-1258×2<br>リア:80-2587×2,KONI,SPORT,1台分,外部/STD,,リア:ノーマルの位置から20mm上にスプリングシートを移動できます。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,出さない,出さない,,
VOLKSWAGEN,ゴルフ2,,90～91,GTiG60<br>シンクロ4WDを除く<br>フロント:分解式ストラットのみ適合,76000,,290995,KONI-SP-qq-e-i-586k,出さない,フロント:8641-1198×2<br>リア:80-2587×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。<br>リアノーマルの位置から20mm上にスプリングシートを移動できます。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,95000,出さない,出さない,,
VOLKSWAGEN,ゴルフ3,HA,91/08～97/09,1.4/1.6/1.8GT/1.9D/1.9TD<br>オートマチック車を除く<br>ホイールボルトが4本止めの車両<br>ヴァリアント及びシンクロ除く,88800,,290996,KONI-SP-qq-e-i-587k,出さない,フロント:8741-1258×2<br>リア:80-2542×2,KONI,SPORT,1台分,STD/STD,,リア:ノーマルの位置から20mm上にスプリングシートを移動できます。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,出さない,出さない,,
VOLKSWAGEN,ゴルフ3,HA,91/08～97/09,GTI(8V/16V/TDI)&VR6<br>プラスサスペンション含む<br>ホイールボルトが5本止めの車両<br>ヴァリアント及びシンクロ除く,88800,,291230,KONI-SP-qq-e-i-588k,出さない,フロント:8741-1259×2<br>リア:80-2587×2,KONI,SPORT,1台分,STD/STD,,リア:ノーマルの位置から20mm上にスプリングシートを移動できます。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,出さない,出さない,,
VOLKSWAGEN,ゴルフ3 カブリオレ,HA,93～02,ホイールボルトが4本止めの車両,88800,,291446,KONI-SP-qq-e-i-590k,出さない,フロント:8741-1258×2<br>リア:80-2587×2,KONI,SPORT,1台分,STD/STD,,リア:ノーマルの位置から20mm上にスプリングシートを移動できます。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,出さない,出さない,,
VOLKSWAGEN,ゴルフ4,1J,00～03,4-Motion 1.8T/1.9TDi/2.3-V5<br>フロントスタビライザーブラケットがスプリングシート付車,100000,,290732,KONI-SP-qq-e-i-604k,KONI-SP-qq-e-d-i-604k,フロント:8710-1385×2<br>リア:80-2806×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,125000,122500,135000,,
VOLKSWAGEN,ゴルフ4,1J,97/10～03,4-Motion/バリアントを除く,88800,,290727,KONI-SP-qq-e-i-591k,KONI-SP-qq-e-d-i-591k,フロント:8710-1337×2<br>リア:80-2761×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,112700,123800,,
VOLKSWAGEN,ゴルフ4,1J,97/10～03,GTI(1.8T/2.3V5/1.9TDI)<br>4-Motionを除く,88800,,290728,KONI-SP-qq-e-i-595k,KONI-SP-qq-e-d-i-595k,フロント:8710-1337×2<br>リア:80-2761×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,112700,123800,,
VOLKSWAGEN,ゴルフ4,1J,99/04～99,4-Motion 1.8T/1.9TDi/2.3-V5,98400,,290731,KONI-SP-qq-e-i-601k,KONI-SP-qq-e-d-i-601k,フロント:8710-1337×2<br>リア:80-2806×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,123000,121100,133400,,
VOLKSWAGEN,ゴルフ4,1J,99～03,4-Motion 2.8-V6<br>フロントスタビライザーブラケットがスプリングシート付車,100000,,290733,KONI-SP-qq-e-i-607k,KONI-SP-qq-e-d-i-607k,フロント:8710-1385×2<br>リア:80-2806×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,125000,122500,135000,,
VOLKSWAGEN,ゴルフ4 バリアント,1J,99/04～04,4-Motionを除く,88800,,290729,KONI-SP-qq-e-i-598k,KONI-SP-qq-e-d-i-598k,フロント:8710-1337×2<br>リア:80-2815×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,112700,123800,,
VOLKSWAGEN,ゴルフ4 バリアント,1J,99～04,4-Motion 1.9TDI,100000,,290734,KONI-SP-qq-e-i-610k,KONI-SP-qq-e-d-i-610k,フロント:8710-1385×2<br>リア:80-2806×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,125000,122500,135000,,
VOLKSWAGEN,ゴルフ5,1K,03/10～08,GTI/4-Motion/クロスゴルフを除く<br>純正ストラット径がφ55mmの車両に適合,88800,,290735,KONI-SP-qq-e-i-612k,KONI-SP-qq-e-d-i-612k,フロント:8710-1431×2<br>リア:80-2859×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,112700,123800,,
VOLKSWAGEN,ゴルフ5,1K,04/10～08,4-Motion(R32除く)<br>純正ストラット径がφ55mmの車両に適合,88800,,290737,KONI-SP-qq-e-i-619k,KONI-SP-qq-e-d-i-619k,フロント:8710-1431×2<br>リア:80-2859×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,112700,123800,,
VOLKSWAGEN,ゴルフ5,1K,04～08,GTI/GTスポーツ<br>純正ストラット径がφ55mmの車両に適合,88800,,290736,KONI-SP-qq-e-i-616k,KONI-SP-qq-e-d-i-616k,フロント:8710-1431×2<br>リア:80-2859×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,112700,123800,,
VOLKSWAGEN,ゴルフ5,1K,05～08,R324-Motion 250Hp,90400,,290738,KONI-SP-qq-e-i-621k,KONI-SP-qq-e-d-i-621k,フロント:8741-1488×2<br>リア:8040-1352×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,113000,114100,125400,,
VOLKSWAGEN,ゴルフ5 ヴァリアント,1K,07～09,純正ストラット径がφ55mmの車両に適合,88800,,290740,KONI-SP-qq-e-i-628k,KONI-SP-qq-e-d-i-628k,フロント:8710-1431×2<br>リア:80-2859×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,112700,123800,,
VOLKSWAGEN,ゴルフ5 プラス,1K,05～09,クロスゴルフを除く<br>純正ストラット径がφ55mmの車両に適合,88800,,290739,KONI-SP-qq-e-i-624k,KONI-SP-qq-e-d-i-624k,フロント:8710-1431×2<br>リア:80-2859×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,112700,123800,,
VOLKSWAGEN,ゴルフ6,,08～12,GTI/4-Motion&DDCを除く<br>純正ストラット径がφ55mmの車両に適合,88800,,291231,KONI-SP-qq-e-i-632k,出さない,フロント:8710-1431×2<br>リア:80-2859×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,出さない,出さない,,
VOLKSWAGEN,ゴルフ6,,09/09～12,R 4-Motion<br>DCC(ダイナミックシャーシコントロール)除く<br>セルフレベリング装着車を除く,90400,,290998,KONI-SP-qq-e-i-640k,出さない,フロント:8741-1488×2<br>リア:8040-1352×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,113000,出さない,出さない,,
VOLKSWAGEN,ゴルフ6,,09～12,GTI&GTD<br>DCC(ダイナミックシャーシコントロール)除く,88800,,290997,KONI-SP-qq-e-i-637k,出さない,フロント:8710-1431×2<br>リア:80-2859×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,出さない,出さない,,
VOLKSWAGEN,ゴルフ6 ヴァリアント,,09～13,純正ストラット径がφ55mmの車両に適合,88800,,291232,KONI-SP-qq-e-i-648k,出さない,フロント:8710-1431×2<br>リア:80-2859×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,出さない,出さない,,
VOLKSWAGEN,ゴルフ6 カブリオ,,11～13,純正ストラット径がφ55mm/純正スタンダード及びスポーツサスペンション車に共に適合,97600,,291000,KONI-SP-qq-e-i-652k,出さない,フロント:8710-1431×2<br>リア:8040-1371×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,122000,出さない,出さない,,
VOLKSWAGEN,ゴルフ6 プラス,,09～13,純正ストラット径がφ55mmの車両に適合<br>クロスゴルフを除く,88800,,290999,KONI-SP-qq-e-i-643k,出さない,フロント:8710-1431×2<br>リア:80-2859×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,出さない,出さない,,
VOLKSWAGEN,ゴルフ7,,12/11～,GTI/クラブスポーツ/GTD用<br>4-Motion/DCC及びGTE/Rを除く<br>純正ストラット径がφ55mmの車両に適合<br>リヤサスペンションがマルチリンク車に適合,96000,,290747,KONI-SP-qq-e-i-675k,KONI-SP-qq-e-d-i-675k,フロント:8741-1572×2<br>リア:8240-1297×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,120000,119000,131000,,
VOLKSWAGEN,ゴルフ7,,12/11～,バリアント除く<br>4-Motion/DCC及びGTI/GTD/GTE/Rを除く<br>純正ストラット径がφ50mmの車両に適合<br>リヤサスペンションがトーションビーム車に適合,96000,,290741,KONI-SP-qq-e-i-655k,KONI-SP-qq-e-d-i-655k,フロント:8741-1571×2<br>リア:8240-1296×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,120000,119000,131000,,
VOLKSWAGEN,ゴルフ7,,12/11～,バリアント除く<br>4-Motion/DCC及びGTI/GTD/GTE/Rを除く<br>純正ストラット径がφ50mmの車両に適合<br>リヤサスペンションがマルチリンク車に適合,96000,,290743,KONI-SP-qq-e-i-660k,KONI-SP-qq-e-d-i-660k,フロント:8741-1571×2<br>リア:8240-1297×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,120000,119000,131000,,
VOLKSWAGEN,ゴルフ7,,12/11～,バリアント除く<br>4-Motion/DCC及びGTI/GTD/GTE/Rを除く<br>純正ストラット径がφ55mmの車両に適合<br>リヤサスペンションがトーションビーム車に適合,96000,,290744,KONI-SP-qq-e-i-665k,KONI-SP-qq-e-d-i-665k,フロント:8741-1572×2<br>リア:8240-1296×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,120000,119000,131000,,
VOLKSWAGEN,ゴルフ7,,12/11～,バリアント除く<br>4-Motion/DCC及びGTI/GTD/GTE/Rを除く<br>純正ストラット径がφ55mmの車両に適合<br>リヤサスペンションがマルチリンク車に適合,96000,,290746,KONI-SP-qq-e-i-670k,KONI-SP-qq-e-d-i-670k,フロント:8741-1572×2<br>リア:8240-1297×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,120000,119000,131000,,
VOLKSWAGEN,ゴルフ7,,13/01～,2.0TSI R 4Motion用<br>バリアント/DCC除く<br>純正ストラット径がφ55mmの車両に適合<br>リヤサスペンションがマルチリンク車に適合,96000,,290748,KONI-SP-qq-e-i-679k,KONI-SP-qq-e-d-i-679k,フロント:8741-1572×2<br>リア:8240-1297×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,120000,119000,131000,,
VOLKSWAGEN,ゴルフ7,,14～,1.4TSI GTEプラグインハイブリッド<br>DDC除く<br>純正ストラット径がφ55mmの車両に適合<br>リヤサスペンションがマルチリンク車に適合,96000,,290757,KONI-SP-qq-e-i-704k,KONI-SP-qq-e-d-i-704k,フロント:8741-1572×2<br>リア:8240-1297×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,120000,119000,131000,,
VOLKSWAGEN,ゴルフ7 スポーツバン,,13/01～,純正ストラット径がφ50mmの車両に適合<br>リヤサスペンションがトーションビーム車に適合<br>DCC除く,96000,,290755,KONI-SP-qq-e-i-700k,KONI-SP-qq-e-d-i-700k,フロント:8741-1571×2<br>リア:8240-1296×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,120000,119000,131000,,
VOLKSWAGEN,ゴルフ7 スポーツバン,,13/01～,純正ストラット径がφ50mmの車両に適合<br>リヤサスペンションがマルチリンク車に適合<br>DCC除く,96000,,290756,KONI-SP-qq-e-i-702k,KONI-SP-qq-e-d-i-702k,フロント:8741-1571×2<br>リア:8240-1297×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,120000,119000,131000,,
VOLKSWAGEN,ゴルフ7 バリアント,,13/01～,2.0TSI R 4Motion用<br>DCC除く<br>純正ストラット径がφ55mmの車両に適合<br>リヤサスペンションがマルチリンク車に適合,96000,,290753,KONI-SP-qq-e-i-698k,KONI-SP-qq-e-d-i-698k,フロント:8741-1572×2<br>リア:8240-1297×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,120000,119000,131000,,
VOLKSWAGEN,ゴルフ7 バリアント,,13/05～,4-Motion/DCC/GTD/R/オールトラックを除く<br>純正ストラット径がφ50mmの車両に適合<br>リヤサスペンションがトーションビーム車に適合,96000,,290749,KONI-SP-qq-e-i-682k,KONI-SP-qq-e-d-i-682k,フロント:8741-1571×2<br>リア:8240-1296×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,120000,119000,131000,,
VOLKSWAGEN,ゴルフ7 バリアント,,13/05～,4-Motion/DCC/GTD/R/オールトラックを除く<br>純正ストラット径がφ50mmの車両に適合<br>リヤサスペンションがマルチリンク車に適合,96000,,290750,KONI-SP-qq-e-i-686k,KONI-SP-qq-e-d-i-686k,フロント:8741-1571×2<br>リア:8240-1297×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,120000,119000,131000,,
VOLKSWAGEN,ゴルフ7 バリアント,,13/05～,4-Motion/DCC/GTD/R/オールトラックを除く<br>純正ストラット径がφ55mmの車両に適合<br>リヤサスペンションがトーションビーム車に適合,96000,,290751,KONI-SP-qq-e-i-690k,KONI-SP-qq-e-d-i-690k,フロント:8741-1572×2<br>リア:8240-1296×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,120000,119000,131000,,
VOLKSWAGEN,ゴルフ7 バリアント,,13/05～,GTD含む<br>4-Motion/DCC/R/オールトラックを除く<br>純正ストラット径がφ55mmの車両に適合<br>リヤサスペンションがマルチリンク車に適合,96000,,290752,KONI-SP-qq-e-i-694k,KONI-SP-qq-e-d-i-694k,フロント:8741-1572×2<br>リア:8240-1297×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,120000,119000,131000,,
VOLKSWAGEN,ザ ビートル,,11/10～18,The Beetle 1.2TSI/1.4TSI/2.5/1.6TDI/2.0TDI<br>純正ストラット径がφ55mmの車両に適合/リヤサスがオプション(ON4)のマルチリンクサス装着車,88800,,291439,KONI-SP-qq-e-i-546k,出さない,フロント:8710-1431×2<br>リア:80-2859×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,出さない,出さない,,
VOLKSWAGEN,ザ ビートル,,11/10～18,The Beetle 2.0 TSI,88800,,291440,KONI-SP-qq-e-i-549k,出さない,フロント:8710-1431×2<br>リア:80-2859×2,KONI,SPORT,1台分,外部/STD,35/40,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,出さない,出さない,,
VOLKSWAGEN,ジェッタ1,,79～84/01,ディーゼルを除く,89600,,291235,KONI-SP-qq-e-i-707k,出さない,フロント:8641-1048×2<br>リア:8041-1101×2,KONI,SPORT,1台分,外部/外部,,リア:ノーマルの位置から12mm間隔で上下に2段づつスプリングシートを移動できます。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,112000,出さない,出さない,,
VOLKSWAGEN,ジェッタ1,,79～84/01,ディーゼルを除く,62400,,291236,KONI-SP-qq-e-i-708k,出さない,フロント:86-1919×2<br>リア:80-2307×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,78000,出さない,出さない,,
VOLKSWAGEN,ジェッタ1,,80～84/01,ディーゼル,62400,,291237,KONI-SP-qq-e-i-709k,出さない,フロント:86-1919×2<br>リア:80-2307×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,78000,出さない,出さない,,
VOLKSWAGEN,ジェッタ2,,84/02～92,全車種<br>GT-16V/シンクロ4WDを除く,88800,,291238,KONI-SP-qq-e-i-710k,出さない,フロント:8741-1258×2<br>リア:80-2542×2,KONI,SPORT,1台分,外部/STD,,リア:ノーマルの位置から20mm上にスプリングシートを移動できます。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,出さない,出さない,,
VOLKSWAGEN,ジェッタ5,,05～10,純正ストラット径がφ55mmの車両に適合,88800,,291239,KONI-SP-qq-e-i-712k,出さない,フロント:8710-1431×2<br>リア:80-2859×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,出さない,出さない,,
VOLKSWAGEN,ジェッタ6,,10～17,フロント純正ストラット径がφ55mm/リヤサスペンションがマルチリンクの車両に適合,88800,,291002,KONI-SP-qq-e-i-716k,出さない,フロント:8710-1431×2<br>リア:80-2859×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,出さない,出さない,,
VOLKSWAGEN,ジェッタ6,,13～,ハイブリッド<br>フロント純正ストラット径がφ55mm/リヤサスペンションがマルチリンクの車両に適合,88800,,291447,KONI-SP-qq-e-i-721k,出さない,フロント:8710-1431×2<br>リア:80-2859×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,出さない,出さない,,
VOLKSWAGEN,シャラン,7N,10～19,1.4/2.0TSi 2.0TDi(4モーション含む)<br>DCC除く,90400,,291454,KONI-SP-qq-e-i-772k,出さない,フロント:8741-1488×2<br>リア:8040-1352×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,113000,出さない,出さない,,
VOLKSWAGEN,シロッコ,,08/03～17/11,Scirocco 31.4TSi/2.0TSi/2.0TDi,88800,,291453,KONI-SP-qq-e-i-768k,出さない,フロント:8710-1431×2<br>リア:80-2859×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,出さない,出さない,,
VOLKSWAGEN,シロッコ,,74～92,Scirocco 1&2/GTX-16V(53/53B)含む,89600,,291004,KONI-SP-qq-e-i-767k,出さない,フロント:8641-1048×2<br>リア:8041-1101×2,KONI,SPORT,1台分,外部/外部,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。<br>リア:ノーマルの位置から12mm間隔で上下に2段づつスプリングシートを移動できます。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,112000,出さない,出さない,,
VOLKSWAGEN,ティグアン,,07～16,1.4/2.0TSi 2.0TDi(4-Motion含む)<br>DDC(ダイナミックドライブコントロール)付除く,88800,,291243,KONI-SP-qq-e-i-775k,出さない,フロント:8741-1488×2<br>リア:8040-1395×2,KONI,SPORT,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,111000,出さない,出さない,,
VOLKSWAGEN,ティグアン,,16～,4-Motion含む<br>DCC(ダイナミックシャーシコントロール)付除く,96000,,291455,KONI-SP-qq-e-i-779k,出さない,フロント:8741-1572×2<br>リア:8240-1311×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,120000,出さない,出さない,,
VOLKSWAGEN,トゥーラン,1TB,03～10/08,クロストゥーランを除く<br>フロント:純正ストラット径がφ55mmの車両に適合<br>セルフレベリングシステム付車を除く,90400,,291244,KONI-SP-qq-e-i-781k,出さない,フロント:8741-1488×2<br>リア:8040-1352×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,113000,出さない,出さない,,
VOLKSWAGEN,トゥーラン,1TC,10/09～14,クロストゥーランを除く<br>フロント:純正ストラット径がφ55mmの車両に適合<br>セルフレベリングシステム付車を除く,90400,,291005,KONI-SP-qq-e-i-785k,出さない,フロント:8741-1488×2<br>リア:8040-1352×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,113000,出さない,出さない,,
VOLKSWAGEN,パサート,3C,07/04～14,R36<br>フロント:純正ストラット径がφ55mmの車両に適合<br>セルフレベリングシステム車を除く(バリアント),90400,,291003,KONI-SP-qq-e-i-743k,出さない,フロント:8741-1488×2<br>リア:8040-1352×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,113000,出さない,出さない,,
VOLKSWAGEN,パサート セダン,3B(G),96/10～05,純正スポーツサスペンション車含む<br>シンクロ/4-Motion除く,76800,,291448,KONI-SP-qq-e-i-723k,出さない,フロント:82-2488×2<br>リア:8040-1227×2,KONI,SPORT,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,96000,出さない,出さない,,
VOLKSWAGEN,パサート セダン&バリアント,B8,15～19,4-Motion含む<br>GTEプラグインハイブリド含む<br>DCC車除く<br>セルフレベリングシステム車を除く(バリアント),96000,,291241,KONI-SP-qq-e-i-755k,出さない,フロント:8741-1572×2<br>リア:8240-1311×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,120000,出さない,出さない,,
VOLKSWAGEN,パサート セダン/バリアント,3B(G),00～05,4-Motion<br>セルフレベリングシステム付車を除く,80800,,291449,KONI-SP-qq-e-i-731k,出さない,フロント:82-2488×2<br>リア:82-2465×2,KONI,SPORT,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,101000,出さない,出さない,,
VOLKSWAGEN,パサート セダン/バリアント,3C,05/03～14,4-Motion<br>フロント:純正ストラット径がφ55mmの車両に適合<br>セルフレベリングシステム車を除く(バリアント),90400,,291240,KONI-SP-qq-e-i-739k,出さない,フロント:8741-1488×2<br>リア:8040-1352×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,113000,出さない,出さない,,
VOLKSWAGEN,パサート セダン/バリアント,3C,05/03～14,フロント:純正ストラット径がφ55mmの車両に適合<br>セルフレベリングシステム車を除く(バリアント)<br>4-Motion除く,90400,,291450,KONI-SP-qq-e-i-733k,出さない,フロント:8741-1488×2<br>リア:8040-1352×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,113000,出さない,出さない,,
VOLKSWAGEN,パサート バリアント,3B(G),97/06～05,純正スポーツサスペンション車含む<br>シンクロ/4-Motion除く<br>セルフレベリング車除く,76800,,290758,KONI-SP-qq-e-i-727k,KONI-SP-qq-e-d-i-727k,フロント:82-2488×2<br>リア:8040-1227×2,KONI,SPORT,1台分,STD/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,96000,102200,111800,,
VOLKSWAGEN,パサートCC,3C,08/01～17,4-Motion<br>フロント:純正ストラット径がφ55mmの車両に適合<br>セルフレベリング装着車を除く,90400,,291452,KONI-SP-qq-e-i-751k,出さない,フロント:8741-1488×2<br>リア:8040-1352×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,113000,出さない,出さない,,
VOLKSWAGEN,パサートCC,3C,08/01～17,フロント:純正ストラット径がφ55mmの車両に適合<br>セルフレベリング装着車を除く,90400,,291451,KONI-SP-qq-e-i-747k,出さない,フロント:8741-1488×2<br>リア:8040-1352×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,113000,出さない,出さない,,
