自動車メーカー,車種,主要型式,年式,適合詳細,販売価格,Camp,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,セット内容,減衰力調整法(F/R),ダウン量(F/R),備考,注意事項,定価,セットCAMP,セット価格,,取付特記事項
BMW,3シリーズ,E90 セダン,05～12,Mスポーツ車を含む<br>Xモデルを除く,97600,,290686,KONI-SP-qq-e-i-197k,KONI-SP-qq-e-d-i-197k,フロント:8741-1484L/8741-1484R<br>リア:8240-1236×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,122000,120400,132600,,
BMW,3シリーズ,E90/E91/E92,05～12,セダン/ツーリング/クーペXi/Xd/Xドライブモデル<br>Mスポーツ車を含む,97600,,290691,KONI-SP-qq-e-i-213k,KONI-SP-qq-e-d-i-213k,フロント:8741-1535L/8741-1535R<br>リア:8240-1236×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,122000,120400,132600,,
BMW,3シリーズ,E91 ツーリング,06～12,Mスポーツ車を含む<br>Xモデルを除く,97600,,290688,KONI-SP-qq-e-i-201k,KONI-SP-qq-e-d-i-201k,フロント:8741-1484L/8741-1484R<br>リア:8240-1236×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,122000,120400,132600,,
BMW,3シリーズ,E92 クーペ,06～12,Mスポーツ車を含む<br>Xモデルを除く,97600,,290689,KONI-SP-qq-e-i-205k,KONI-SP-qq-e-d-i-205k,フロント:8741-1484L/8741-1484R<br>リア:8240-1236×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,122000,120400,132600,,
BMW,3シリーズ,E93 カブリオレ,07～12,Mスポーツ車を含む,97600,,290690,KONI-SP-qq-e-i-209k,KONI-SP-qq-e-d-i-209k,フロント:8741-1484L/8741-1484R<br>リア:8240-1236×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,122000,125400,137600,,
BMW,3シリーズ,F30 セダン,2011～,M3を除く<br>Mスポーツ/xドライブ/EDCを除く,107200,,290667,KONI-SP-qq-e-i-146k,KONI-SP-qq-e-d-i-146k,フロント:8741-1569×2<br>リア:8240-1294×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,134000,128800,142200,,
BMW,3シリーズ,F30 セダン,2011～,Mスポーツ用<br>M3を除く<br>xドライブ/EDCを除く,107200,,290668,KONI-SP-qq-e-i-148k,KONI-SP-qq-e-d-i-148k,フロント:8741-1582×2<br>リア:8240-1298×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,134000,128800,142200,,
BMW,3シリーズ,F30 セダン,2011～,Xドライブ専用<br>EDCを除く,107200,,290670,KONI-SP-qq-e-i-152k,KONI-SP-qq-e-d-i-152k,フロント:8741-1591L/8741-1591R<br>リア:8240-1294×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,134000,128800,142200,,
BMW,3シリーズ,F30 セダン,2011～,ハイブリッド330e<br>VDCを除く,107200,,290671,KONI-SP-qq-e-i-154k,KONI-SP-qq-e-d-i-154k,フロント:8741-1582×2<br>リア:8240-1298×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,134000,128800,142200,,
BMW,3シリーズ,F30 ツーリング,2011～,M3を除く<br>Mスポーツ/xドライブ/EDCを除く,107200,,290672,KONI-SP-qq-e-i-156k,KONI-SP-qq-e-d-i-156k,フロント:8741-1569×2<br>リア:8240-1294×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,134000,128800,142200,,
BMW,3シリーズ,F31 ツーリング,2012/02～,Xドライブ専用<br>EDCを除く,107200,,290674,KONI-SP-qq-e-i-160k,KONI-SP-qq-e-d-i-160k,フロント:8741-1591L/8741-1591R<br>リア:8240-1294×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,134000,128800,142200,,
BMW,3シリーズ,F31 ツーリング,2012～,Mスポーツ用<br>M3を除く<br>xドライブ/EDCを除く,107200,,290673,KONI-SP-qq-e-i-158k,KONI-SP-qq-e-d-i-158k,フロント:8741-1582×2<br>リア:8240-1298×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,134000,128800,142200,,
BMW,3シリーズ,F34,2012/02～,GT Xドライブ専用<br>EDCを除く,107200,,291197,KONI-SP-qq-e-i-166k,出さない,フロント:8741-1591L/8741-1591R<br>リア:8240-1298×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,134000,出さない,出さない,,
BMW,3シリーズ,F34,2012～,GT Mスポーツ用<br>xドライブ/EDCを除く,107200,,291413,KONI-SP-qq-e-i-164k,出さない,フロント:8741-1582×2<br>リア:8240-1298×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,134000,出さない,出さない,,
BMW,3シリーズ,F34,2012～,GT<br>Mスポーツ/xドライブ/EDCを除く,107200,,291412,KONI-SP-qq-e-i-162k,出さない,フロント:8741-1569×2<br>リア:8240-1294×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,134000,出さない,出さない,,
BMW,4シリーズ,F32/F36,13～,Xドライブ用<br>EDC車除く,107200,,291414,KONI-SP-qq-e-i-219k,出さない,フロント:8741-1591L/8741-1591R<br>リア:8240-1294×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,134000,出さない,出さない,,
BMW,4シリーズ,F32/F36 クーペ/グランクーペ,12/10～,Mスポーツ含む<br>xドライブ/EDC車除く,107200,,290960,KONI-SP-qq-e-i-215k,出さない,フロント:8741-1582×2<br>リア:8240-1298×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,134000,出さない,出さない,,
BMW,4シリーズ,F33,13～,Xドライブ用<br>EDC車除く,107200,,290693,KONI-SP-qq-e-i-224k,KONI-SP-qq-e-d-i-224k,フロント:8741-1591L/8741-1591R<br>リア:8240-1294×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,134000,128800,142200,,
BMW,4シリーズ,F33 カブリオレ,13/04～,Mスポーツ含む<br>xドライブ/EDC車除く,107200,,290692,KONI-SP-qq-e-i-220k,KONI-SP-qq-e-d-i-220k,フロント:8741-1582×2<br>リア:8240-1307×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,134000,128800,142200,,
BMW,5シリーズ,E34 セダン,90/08～92/08,525i/530i/535i/524td/525tds/530i/540i<br>Mスポーツ/iX/EDCを除く<br>フロントストラットハウジングのトップナット径がM14/トップナットカバーの径がφ72mmの車両に適合,104000,,291419,KONI-SP-qq-e-i-251k,出さない,フロント:8641-1224×2<br>リア:8240-1076×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,130000,出さない,出さない,,
BMW,5シリーズ,E34 セダン,92/09～95,530i/540i<br>Mスポーツ/iX/EDCを除く,104000,,290963,KONI-SP-qq-e-i-252k,出さない,フロント:8641-1224×2<br>リア:8240-1076×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,130000,出さない,出さない,,
BMW,5シリーズ,E39 セダン,95/12～03,4/6気筒 Mスポーツ含む<br>EDC除く<br>セルフレベリングシステム装着車を除く,117600,,290699,KONI-SP-qq-e-i-256k,KONI-SP-qq-e-d-i-256k,フロント:8741-1341×2<br>リア:8240-1156×2,KONI,SPORT,1台分,外部/STD,,リア:ノーマルの位置から15mm上にスプリングシートを移動できます。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,147000,137900,152600,,
BMW,5シリーズ,E39 セダン,95/12～03,4/6気筒<br>Mスポーツ/EDC除く<br>セルフレベリングシステム装着車を除く,117600,,290698,KONI-SP-qq-e-i-253k,KONI-SP-qq-e-d-i-253k,フロント:8741-1341×2<br>リア:8240-1156×2,KONI,SPORT,1台分,外部/STD,,リア:ノーマルの位置から15mm上にスプリングシートを移動できます。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,147000,137900,152600,,
BMW,5シリーズ,E39 セダン,96/04～03,8気筒<br>Mスポーツを含む<br>EDC/セルフレベリングシステム装着車を除く,117600,,290700,KONI-SP-qq-e-i-259k,KONI-SP-qq-e-d-i-259k,フロント:8741-1372×2<br>リア:8240-1156×2,KONI,SPORT,1台分,外部/STD,,リア:ノーマルの位置から15mm上にスプリングシートを移動できます。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,147000,137900,152600,,
BMW,5シリーズ,E39 ツーリング,97/03～04,4/6気筒(Mスポーツを含む)<br>EDC除く<br>セルフレベリングシステム装着車を除く,120800,,290701,KONI-SP-qq-e-i-261k,KONI-SP-qq-e-d-i-261k,フロント:8741-1341×2<br>リア:8240-1157×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,151000,140700,155800,,
BMW,5シリーズ,E39 ツーリング,97/03～04,8気筒(Mスポーツ含む)<br>EDC除く<br>セルフレベリングシステム装着車を除く,120800,,290703,KONI-SP-qq-e-i-266k,KONI-SP-qq-e-d-i-266k,フロント:8741-1372×2<br>リア:8240-1157×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,151000,140700,155800,,
BMW,5シリーズ,E39 ツーリング,97/03～04,8気筒<br>Mスポーツ/EDC除く<br>セルフレベリングシステム装着車を除く,120800,,290702,KONI-SP-qq-e-i-264k,KONI-SP-qq-e-d-i-264k,フロント:8741-1372×2<br>リア:8240-1157×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,151000,140700,155800,,
BMW,5シリーズ,E60 セダン,03/06～09/11,520i/523i/525i/530i/520d<br>Xiモデル及びEDC除く,101600,,290704,KONI-SP-qq-e-i-268k,KONI-SP-qq-e-d-i-268k,フロント:8741-1476×2<br>リア:8240-1219×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,127000,123900,136600,,
BMW,5シリーズ,E60 セダン,03/06～09/11,540i/545i/550i/525d/530d/535d<br>Xiモデル及びEDC除く,101600,,290705,KONI-SP-qq-e-i-272k,KONI-SP-qq-e-d-i-272k,フロント:8741-1476×2<br>リア:8240-1219×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,127000,123900,136600,,
BMW,5シリーズ,E61 ツーリング,03/06～10,520i/523i/525i/530i/520d(Mスポーツ/エアサス含む)<br>XiモデルおよびEDC除く,101600,,290964,KONI-SP-qq-e-i-276k,出さない,フロント:8741-1476×2<br>リア:8240-1233×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,127000,出さない,出さない,,
BMW,5シリーズ,E61 ツーリング,03/06～10,540i/545i/550i/525d/530d/535d(Mスポーツ/エアサス含む)<br>XiモデルおよびEDC除く,101600,,290965,KONI-SP-qq-e-i-279k,出さない,フロント:8741-1476×2<br>リア:8240-1233×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,127000,出さない,出さない,,
BMW,5シリーズ,F10 セダン,09～,2WD 523i/528i/535i/550i(Mスポーツ含む)<br>Xドライブ/EDC付車除く,132800,,290706,KONI-SP-qq-e-i-282k,KONI-SP-qq-e-d-i-282k,フロント:8241-1289L/8241-1289R<br>リア:8241-1290×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,166000,151200,167800,,
BMW,5シリーズ,F11 ツーリング,09～,2WD 523i/528i/535i/550i(Mスポーツ含む)<br>Xドライブ/EDC付車除く,123200,,290707,KONI-SP-qq-e-i-286k,KONI-SP-qq-e-d-i-286k,フロント:8241-1289L/8241-1289R<br>リア:8240-1295×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,154000,142800,158200,,
BMW,E10シリーズ,ツーリング,71～75,1600/1800/2000,73600,,291202,KONI-SP-qq-e-i-293k,出さない,フロント:86-1519×2<br>リア:80-1868×2,KONI,SPORT,1台分,STD/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,92000,出さない,出さない,,
BMW,E10シリーズ,,66～77,1502/1600-2/1602/1802/2002,73600,,291201,KONI-SP-qq-e-i-292k,出さない,フロント:86-1519×2<br>リア:80-1868×2,KONI,SPORT,1台分,STD/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,92000,出さない,出さない,,
BMW,M3,E36,93/03～99,3.0<br>フロント純正ストラットのみ,91200,,291415,KONI-SP-qq-e-i-226k,出さない,フロント:8641-1342×2<br>リア:8240-1115×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,114000,出さない,出さない,,
BMW,M3,E36,93/03～99,3.2<br>フロント純正ストラットのみ,91200,,291198,KONI-SP-qq-e-i-228k,出さない,フロント:8641-1342×2<br>リア:8240-1115×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,114000,出さない,出さない,,
BMW,M3,E46,00～06,,108000,,290694,KONI-SP-qq-e-i-230k,KONI-SP-qq-e-d-i-230k,フロント:8741-1438L/8741-1438R<br>リア:8240-1203×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,135000,129500,143000,,
BMW,M5,E39,98～03,V8,117600,,291420,KONI-SP-qq-e-i-290k,出さない,フロント:8741-1372×2<br>リア:8240-1156×2,KONI,SPORT,1台分,外部/STD,,リア:ノーマルの位置から15mm上にスプリングシートを移動できます。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,147000,出さない,出さない,,
BMW,X1,F48,14/11～,Mスポーツ/Xドライブ含む<br>EDCを除く,88000,,291203,KONI-SP-qq-e-i-294k,出さない,フロント:8741-1592L/8741-1592R<br>リア:8240-1304×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,110000,出さない,出さない,,
BMW,X2,F39,16/10～,Mスポーツ/xドライブ含む<br>EDCを除く,88000,,290966,KONI-SP-qq-e-i-296k,出さない,フロント:8741-1592L/8741-1592R<br>リア:8240-1304×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,110000,出さない,出さない,,
BMW,Z1,,89～91,,76000,,291199,KONI-SP-qq-e-i-232k,出さない,フロント:8641-1021×2<br>リア:80-2522×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,95000,出さない,出さない,,
BMW,Z3 Mクーペ,CN,97～02,フロント純正ストラットのみ適合,86400,,290961,KONI-SP-qq-e-i-241k,出さない,フロント:8641-1342×2<br>リア:8040-1217×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,108000,出さない,出さない,,
BMW,Z3 Mロードスター,CN,96～03,フロント純正ストラットのみ適合,86400,,291417,KONI-SP-qq-e-i-237k,出さない,フロント:8641-1342×2<br>リア:8040-1217×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,108000,出さない,出さない,,
BMW,Z3 クーペ,CN,97～03,2.8/3.0(Mスポーツ車を含む)<br>Mクーペ除く,96000,,291418,KONI-SP-qq-e-i-239k,出さない,フロント:8741-1338L/8741-1338R<br>リア:8040-1217×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,120000,出さない,出さない,,
BMW,Z3 ロードスター,CN,94～03,1.8i/1.9i(Mスポーツ車を含む)<br>Mロードスター除く,96000,,291416,KONI-SP-qq-e-i-233k,出さない,フロント:8741-1338L/8741-1338R<br>リア:8040-1217×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,120000,出さない,出さない,,
BMW,Z3 ロードスター,CN,96～03,2.0i/2.2i/2.8i/3.0i(Mスポーツ車を含む)<br>Mロードスター除く,96000,,291200,KONI-SP-qq-e-i-235k,出さない,フロント:8741-1338L/8741-1338R<br>リア:8040-1217×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,120000,出さない,出さない,,
BMW,Z4 クーペ,E86,06～09,3.0si<br>Mクーペを除く,106400,,290696,KONI-SP-qq-e-i-245k,KONI-SP-qq-e-d-i-245k,フロント:8741-1450L/8741-1450R<br>リア:8240-1208×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,133000,133100,146400,,
BMW,Z4 クーペ,E89,08～,3.5is除く<br>Mパッケージ/VDCを除く,106400,,290697,KONI-SP-qq-e-i-247k,KONI-SP-qq-e-d-i-247k,フロント:8741-1587L/8741-1587R<br>リア:8240-1302×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,133000,133100,146400,,
BMW,Z4 ロードスター,E85,03～08/12,2.0/2.5i/2.5si/3.0si,106400,,290695,KONI-SP-qq-e-i-243k,KONI-SP-qq-e-d-i-243k,フロント:8741-1450L/8741-1450R<br>リア:8240-1208×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,133000,133100,146400,,
CHEVROLET,コルベット,,14～,C7<br>Z06除く<br>電子制御サスペンション車を除く,96000,,290967,KONI-SP-qq-e-i-303k,出さない,フロント:8241-1306×2<br>リア:8241-1307×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,120000,出さない,出さない,,
CITROEN,AX,,86～96,1.0/1.1/1.4/GT&ディーゼル,68800,,291421,KONI-SP-qq-e-i-304k,出さない,フロント:86-2568×2<br>リア:26-1481×2,KONI,SPORT,1台分,STD/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。<br>リア:高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,86000,出さない,出さない,,
CITROEN,AX,,87～92,SPORT,68800,,290969,KONI-SP-qq-e-i-308k,出さない,フロント:86-2568×2<br>リア:26-1481×2,KONI,SPORT,1台分,STD/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。<br>リア:高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,86000,出さない,出さない,,
CITROEN,AX,,91～96,1.4GT-I,68800,,290968,KONI-SP-qq-e-i-306k,出さない,フロント:86-2568×2<br>リア:26-1481×2,KONI,SPORT,1台分,STD/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。<br>リア:高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,86000,出さない,出さない,,
CITROEN,クサラ,,97～04,Xsara Hatchback/CoupHD Suspension/2.0VTS/ブレイクを除く,72800,,291204,KONI-SP-qq-e-i-315k,出さない,フロント:87-2601L/87-2601R<br>リア:26-1486×2,KONI,SPORT,1台分,外部/STD,,リア:高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,91000,出さない,出さない,,
CITROEN,クサラ,,98～04,Xsara 2.0VTSHD Suspensionを除く,72800,,290971,KONI-SP-qq-e-i-317k,出さない,フロント:87-2601L/87-2601R<br>リア:26-1486×2,KONI,SPORT,1台分,外部/STD,,リア:高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,91000,出さない,出さない,,
CITROEN,クサラ,,98～04,Xsara Break,72800,,291422,KONI-SP-qq-e-i-319k,出さない,フロント:87-2601L/87-2601R<br>リア:26-1487×2,KONI,SPORT,1台分,外部/STD,,リア:高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,91000,出さない,出さない,,
CITROEN,サクソ,S,96/04～04,,68800,,290970,KONI-SP-qq-e-i-310k,出さない,フロント:86-2568×2<br>リア:26-1481×2,KONI,SPORT,1台分,STD/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。<br>リア:高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,86000,出さない,出さない,,
FIAT,クーペ フィアット,,95～00,フロント:ボーゲ製純正ストラットのみ適合,86400,,291206,KONI-SP-qq-e-i-326k,出さない,フロント:8641-1320×2<br>リア:8240-1149×2,KONI,SPORT,1台分,外部/STD,,フロント取り付けの際は純正ストラットを分解しカートリッジを挿入する加工が必要です。,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,108000,出さない,出さない,,
FORD,マスタング,,15～,V8/V6/V8エコブースト<br>GT350/GT350R/マグネチックライド車を除く,112000,,291424,KONI-SP-qq-e-i-328k,出さない,フロント:8741-1589×2<br>リア:8241-1293×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,140000,出さない,出さない,,
INFINITI,G35 セダン/クーペ,,03～06,,140800,,291001,KONI-SP-qq-e-i-67k,出さない,フロント:8241-1216L/8241-1216R<br>リア:8241-1217×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,176000,出さない,出さない,,
INFINITI,G37 クーペ,,08～,,134400,,291234,KONI-SP-qq-e-i-68k,出さない,フロント:8241-1282L/8241-1282R<br>リア:8241-1283×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,168000,出さない,出さない,,
MERCEDESBENZ,190シリーズ,W201,83～93,190/190E/190D<br>2.3及び2.5-16Vを除く,89600,,290972,KONI-SP-qq-e-i-364k,出さない,フロント:8741-1092×2<br>リア:26-1198×2,KONI,SPORT,1台分,外部/STD,,リア:高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,112000,出さない,出さない,,
MERCEDESBENZ,Aクラス,W176,13～,160CDi/180(CDi)/200(CDi)/220CDi/250<br>4-Matic/45AMGを除く<br>スポーツサス含む,100800,,290708,KONI-SP-qq-e-i-365k,KONI-SP-qq-e-d-i-365k,フロント:8741-1576L/8741-1576R<br>リア:8040-1421×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,126000,133200,145800,,
MERCEDESBENZ,CLAクラス,C117,13～,160CDi/180(CDi)/200(CDi)/220CDi/250<br>シューティングブレーク含む<br>4-Matic/45AMGを除く<br>スポーツサス含む,100800,,290709,KONI-SP-qq-e-i-370k,KONI-SP-qq-e-d-i-370k,フロント:8741-1576L/8741-1576R<br>リア:8040-1421×2,KONI,SPORT,1台分,外部/STD,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,126000,133200,145800,,
MERCEDESBENZ,CLKクラス,W208 カブリオレ,96～02,CLK200/CLK200K/CLK230K/CLK320/CLK430,79200,,291210,KONI-SP-qq-e-i-411k,出さない,フロント:8041-1315×2<br>リア:8041-1316×2,KONI,SPORT,1台分,外部/外部,,,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,99000,出さない,出さない,,
MERCEDESBENZ,CLKクラス,W208 カブリオレ,96～02,CLK200/CLK200K/CLK230K/CLK320/CLK430,62400,,291211,KONI-SP-qq-e-i-412k,出さない,フロント:26-1575×2<br>リア:26-1576×2,KONI,SPORT,1台分,STD/STD,,高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,78000,出さない,出さない,,
MERCEDESBENZ,CLKクラス,W208 クーペ,96～02,CLK200/CLK200K/CLK230/CLK230K/CLK320/CLK430,62400,,290976,KONI-SP-qq-e-i-405k,出さない,フロント:26-1575×2<br>リア:26-1576×2,KONI,SPORT,1台分,STD/STD,,高圧ガスタイプ,欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,78000,出さない,出さない,,
