自動車メーカー,車種,型式,年式,適合詳細,Fr/Rr,SET価格,Camp価格,商品ID,メーカー品番,メーカー名,商品名,種類,仕様,備考,定価,販売価格,工賃
スバル,R1,RJ1/RJ2,04/11～,,フロント,15000,,98629,371054,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,15000,12000,3000
スバル,R2,RC1/RC2,03/12～,,フロント,15000,,111516,371054,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,15000,12000,3000
スバル,SVX,CXD/CXW,91/9～,,フロント,19000,,85843,321244,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,20000,16000,3000
スバル,SVX,CXD/CXW,91/9～,,リア,17400,,92598,365040,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,18000,14400,3000
スバル,WRX,VAB,14/08～17/06,STI(フロント:4ポット),フロント,19000,,90157,361077,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,20000,16000,3000
スバル,WRX,VAB,14/08～17/06,STI(フロント:4ポット),リア,17400,,93225,325499,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,18000,14400,3000
スバル,WRX,VAG,14/08～,S4 2.0GT/GT-S,フロント,19000,,114843,361075,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,20000,16000,3000
スバル,WRX,VAG,14/08～,S4 2.0GT/GT-S,リア,17400,,97661,365091,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,18000,14400,3000
スバル,WRX,VAG,14/08～,S4 tS フロント:ブレンボ,フロント,19000,,103201,361077,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,20000,16000,3000
スバル,WRX,VAG,14/08～,S4 tS フロント:ブレンボ,リア,17400,,124149,365091,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,18000,14400,3000
スバル,インプレッサ,GC1,92/10～00/08,ABS無,フロント,19000,,92594,361028,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,20000,16000,3000
スバル,インプレッサ,GC1,92/10～96/8,ABS付,フロント,19000,,111989,361028,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,20000,16000,3000
スバル,インプレッサ,GC1,92/10～96/8,ABS付,リア,17400,,105180,365040,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,18000,14400,3000
スバル,インプレッサ,GC1,96/8～00/08,ABS付,フロント,19000,,106061,361078,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,20000,16000,3000
スバル,インプレッサ,GC2,94/6～00/08,ABS無,フロント,19000,,118589,361028,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,20000,16000,3000
スバル,インプレッサ,GC2,94/6～96/8,ABS付,フロント,19000,,105165,361028,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,20000,16000,3000
スバル,インプレッサ,GC2,96/8～00/08,ABS付,フロント,19000,,125626,361078,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,20000,16000,3000
スバル,インプレッサ,GC4,92/10～96/8,ABS付,フロント,19000,,105166,361028,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,20000,16000,3000
スバル,インプレッサ,GC4,92/10～96/8,ABS付,リア,17400,,124756,365040,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,18000,14400,3000
スバル,インプレッサ,GC4,92/10～96/8,ABS無,フロント,19000,,85881,361028,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,20000,16000,3000
スバル,インプレッサ,GC6,92/10～93/8,A型,リア,17400,,105181,365040,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,18000,14400,3000
スバル,インプレッサ,GC6,92/10～93/8,A型 ABS付,フロント,19000,,118591,361028,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,20000,16000,3000
スバル,インプレッサ,GC6,92/10～93/8,A型 ABS無,フロント,19000,,118590,361028,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,20000,16000,3000
スバル,インプレッサ,GC6,93/8～94/9,B型,フロント,19000,,124741,361028,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,20000,16000,3000
スバル,インプレッサ,GC6,93/8～94/9,B型,リア,17400,,85893,365040,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,18000,14400,3000
スバル,インプレッサ,GC6,94/10～96/8,C型,リア,17400,,98626,365040,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,18000,14400,3000
スバル,インプレッサ,GC6,94/10～96/8,C型 ABS付,フロント,19000,,118592,361028,DIXCEL,ブレーキパッド,X,材質:グラファイト・メタリック<br>適正温度:0～700℃,,20000,16000,3000
