日産,ローレル,C35,,ピロ調整/リジット固定,8kg/6kg,25/65|35/60,89600,,69682,ストリートチューニングダンパー forスポーツ,OT-sus-qq-e-h-115k,OVER TECH,単筒式,128000,89600,15000
スバル,BRZ,ZC6,,ピロ調整/リジット固定,7kg/7kg,0/60|20/60,89600,,69714,ストリートチューニングダンパー forスポーツ,OT-sus-qq-e-h-144k,OVER TECH,単筒式,128000,89600,15000
スバル,インプレッサ/インプレッサワゴン,GC8/GF8,,ピロ調整/リジット固定,7kg/5kg,15/65|15/65,89600,,69706,ストリートチューニングダンパー forスポーツ,OT-sus-qq-e-h-137k,OVER TECH,単筒式,128000,89600,18000
スバル,インプレッサ/インプレッサワゴン,GDB,,ピロ調整/リジット固定,8kg/4kg,15/65|25/55,89600,,69707,ストリートチューニングダンパー forスポーツ,OT-sus-qq-e-h-138k,OVER TECH,単筒式,128000,89600,18000
スバル,フォレスター,SF5,,ピロ調整/リジット固定,7kg/6kg,25/65|25/65,89600,,69712,ストリートチューニングダンパー forスポーツ,OT-sus-qq-e-h-142k,OVER TECH,単筒式,128000,89600,18000
スバル,フォレスター,SG5,,ピロ調整/リジット固定,7kg/6kg,25/65|25/65,89600,,69713,ストリートチューニングダンパー forスポーツ,OT-sus-qq-e-h-143k,OVER TECH,単筒式,128000,89600,18000
スバル,レガシィ/レガシィツーリングワゴン,BG5/BD5,,ピロ調整/リジット調整,7kg/4kg,15/65|15/70,89600,,69708,ストリートチューニングダンパー forスポーツ,OT-sus-qq-e-h-139k,OVER TECH,単筒式,128000,89600,18000
スバル,レガシィ/レガシィツーリングワゴン,BH5/BE5,,ピロ調整/リジット固定,7kg/4kg,15/65|25/55,89600,,69710,ストリートチューニングダンパー forスポーツ,OT-sus-qq-e-h-140k,OVER TECH,単筒式,128000,89600,18000
スバル,レガシィ/レガシィツーリングワゴン,BP5,,ピロ調整/リジット固定,7kg/4kg,15/65|25/55,89600,,69711,ストリートチューニングダンパー forスポーツ,OT-sus-qq-e-h-141k,OVER TECH,単筒式,128000,89600,18000
トヨタ,86,ZN6,,ピロ調整/リジット固定,7kg/7kg,0/60|20/60,89600,,69689,ストリートチューニングダンパー forスポーツ,OT-sus-qq-e-h-121k,OVER TECH,単筒式,128000,89600,15000
トヨタ,アルテッツァ,SXE10,,リジット固定/リジット固定,10kg/7kg,25/75|20/75,89600,,69690,ストリートチューニングダンパー forスポーツ,OT-sus-qq-e-h-122k,OVER TECH,単筒式,128000,89600,15000
トヨタ,クレスタ/チェイサー,JZX100,,リジット固定/リジット固定,12kg/10kg,35/80|35/85,89600,,69696,ストリートチューニングダンパー forスポーツ,OT-sus-qq-e-h-128k,OVER TECH,単筒式,128000,89600,15000
トヨタ,スープラ,JZA70,,リジット固定/リジット固定,14kg/10kg,35/80|35/85,89600,,69691,ストリートチューニングダンパー forスポーツ,OT-sus-qq-e-h-123k,OVER TECH,単筒式,128000,89600,15000
トヨタ,スープラ,JZA80,,リジット固定/リジット固定,18kg/10kg,35/80|35/85,89600,,69692,ストリートチューニングダンパー forスポーツ,OT-sus-qq-e-h-124k,OVER TECH,単筒式,128000,89600,15000
トヨタ,ソアラ,JZZ30,,リジット固定/リジット固定,14kg/10kg,35/80|35/85,89600,,69694,ストリートチューニングダンパー forスポーツ,OT-sus-qq-e-h-126k,OVER TECH,単筒式,128000,89600,15000
トヨタ,ソアラ,MZ20/GZ20,,リジット固定/リジット固定,14kg/10kg,35/80|35/85,89600,,69693,ストリートチューニングダンパー forスポーツ,OT-sus-qq-e-h-125k,OVER TECH,単筒式,128000,89600,15000
トヨタ,マークII,JZX90,,リジット固定/リジット固定,12kg/10kg,35/80|35/85,89600,,69695,ストリートチューニングダンパー forスポーツ,OT-sus-qq-e-h-127k,OVER TECH,単筒式,128000,89600,15000
トヨタ,マークII/ヴェロッサ,JZX110,,リジット固定/リジット固定,12kg/10kg,35/80|35/85,89600,,69697,ストリートチューニングダンパー forスポーツ,OT-sus-qq-e-h-129k,OVER TECH,単筒式,128000,89600,15000
