自動車メーカー,車種,型式/モデル,年式,適合詳細,アッパーマウント,販売価格,Camp売価,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,タイプ,アッパーマウント【F|R】,スプリングレート 自由長(mm)/レート(kgf)【F|R】,ダウン量(-mm)【F|R】,全長調整範囲(mm) ダウン量から+/-【F|R】,ショック構成 材質/形式/構成 フロント,ショック構成 材質/形式/構成 リア,備考,定価,SET価格,納期
トヨタ,クラウンマジェスタ,17系/18系,1999/9～2009/3,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,219807,,211923,3AAA-TP11-E00-qq-e-86,3AAA-TP11-E00-qq-e-d-86,3AAA.TP11.E00,Aragosta,全長調整式車高調,E,固定式ピロボール|固定式ピロボール,200/12|250/8,40|25,+35/-40|+25/-55,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,280000,225000,受注生産　2～3週間程度
トヨタ,クラウンマジェスタ,17系/18系,1999/9～2009/3,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,208173,,212915,3AAA-TP11-ER0-qq-e-87,3AAA-TP11-ER0-qq-e-d-87,3AAA.TP11.ER0,Aragosta,全長調整式車高調,E,固定式強化ラバー|固定式強化ラバー,200/12|250/8,40|25,+35/-40|+25/-55,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,265000,213800,受注生産　2～3週間程度
トヨタ,クラウンマジェスタ,20系,2009.3～2013.9,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,398566,,211563,3AAA-TP26-E00-2CUP-qq-e-386,出さない,3AAA.TP26.E00,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,固定式ピロボール|固定式ピロボール,200/12|250/8,40|25,+15/-30|+25/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,490000,出さない,受注生産　1ヶ月程度
トヨタ,クラウンマジェスタ,20系,2009.3～2013.9,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,544978,,212591,3AAA-TP26-E00-4CUP-qq-e-568,出さない,3AAA.TP26.E00,Aragosta,全長調整式車高調 with アラゴスタカップ 4CUP,E,固定式ピロボール|固定式ピロボール,200/12|250/8,40|25,+15/-30|+25/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,670000,出さない,受注生産　1ヶ月程度
トヨタ,クラウンマジェスタ,20系,2009/3～2013/9,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,219807,,211932,3AAA-TP26-E00-qq-e-92,3AAA-TP26-E00-qq-e-d-92,3AAA.TP26.E00,Aragosta,全長調整式車高調,E,固定式ピロボール|固定式ピロボール,200/12|250/8,40|25,+15/-30|+25/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,280000,225000,受注生産　2～3週間程度
トヨタ,クラウンマジェスタ,20系,2009/3～2013/9,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,208173,,212922,3AAA-TP26-ER0-qq-e-91,3AAA-TP26-ER0-qq-e-d-91,3AAA.TP26.ER0,Aragosta,全長調整式車高調,E,固定式強化ラバー|固定式強化ラバー,200/12|250/8,40|25,+15/-30|+25/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,265000,213800,受注生産　2～3週間程度
トヨタ,スープラ,JZA70/GA70/MA70,1986.2～1993.5,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,382298,,211526,3AAA-T4-E1-000-2CUP-qq-e-388,出さない,3AAA.T4.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,固定式ピロボール|固定式ピロボール,225/10|225/6,660|647,+40/-39|+50/-26,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,ダウン量は地上～フェンダーアーチ中央が目安,470000,出さない,受注生産　1ヶ月程度
トヨタ,スープラ,JZA70/GA70/MA70,1986/2～1993/5,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,204295,,211527,3AAA-T4-E1-000-qq-e-97,3AAA-T4-E1-000-qq-e-d-97,3AAA.T4.E1.000,Aragosta,全長調整式車高調,E,固定式ピロボール|固定式ピロボール,225/10|225/6,660|647,+40/-39|+50/-26,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,ダウン量は地上～フェンダーアーチ中央が目安,260000,210000,受注生産　2～3週間程度
トヨタ,スープラ,JZA70/GA70/MA70,1986/2～1993/5,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,192662,,211528,3AAA-T4-E1-R00-qq-e-98,3AAA-T4-E1-R00-qq-e-d-98,3AAA.T4.E1.R00,Aragosta,全長調整式車高調,E,固定式強化ラバー|固定式強化ラバー,225/10|225/6,660|647,+25/-55|+35/-42,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,ダウン量は地上～フェンダーアーチ中央が目安,245000,198800,受注生産　2～3週間程度
トヨタ,スープラ,JZA80,1993.5～2002.7,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,528710,,211521,3AAA-T1-E1-000-4CUP-qq-e-532,出さない,3AAA.T1.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 4CUP,E,固定式ピロボール|固定式ピロボール,225/10|250/6,665|665,+40/-44|+40/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,ダウン量は地上～フェンダーアーチ中央が目安,650000,出さない,受注生産　1ヶ月程度
トヨタ,スープラ,JZA80,1993.5～2002.7,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,382298,,212534,3AAA-T1-E1-000-2CUP-qq-e-389,出さない,3AAA.T1.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,固定式ピロボール|固定式ピロボール,225/10|250/6,665|665,+40/-44|+40/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,ダウン量は地上～フェンダーアーチ中央が目安,470000,出さない,受注生産　1ヶ月程度
トヨタ,スープラ,JZA80,1993/5～2002/7,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,192662,,211522,3AAA-T1-E1-R00-qq-e-4,3AAA-T1-E1-R00-qq-e-d-4,3AAA.T1.E1.R00,Aragosta,全長調整式車高調,E,固定式強化ラバー|固定式強化ラバー,225/10|250/6,665|665,+30/-54|+40/-40,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,ダウン量は地上～フェンダーアーチ中央が目安,245000,198800,受注生産　2～3週間程度
トヨタ,スープラ,JZA80,1993/5～2002/7,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,204295,,212888,3AAA-T1-E1-000-qq-e-1,3AAA-T1-E1-000-qq-e-d-1,3AAA.T1.E1.000,Aragosta,全長調整式車高調,E,固定式ピロボール|固定式ピロボール,225/10|250/6,665|665,+40/-44|+40/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,ダウン量は地上～フェンダーアーチ中央が目安,260000,210000,受注生産　2～3週間程度
トヨタ,スターレット,EP82/EP91,1989/12～1999/7,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,219807,,213025,3AAA-P7-E1-000-qq-e-6,3AAA-P7-E1-000-qq-e-d-6,3AAA.P7.E1.000,Aragosta,全長調整式車高調,E,調整式ピロボール|固定式ピロボール,200/5|175/4,570|560,+30/-15|+10/-17,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,特注対応車種<br>社外アッパーマウント使用<br>地上～フェンダーアーチ中央が目安,280000,225000,受注生産　2～3週間程度
トヨタ,ソアラ,GZ20/MZ20,1986/1～1991/5,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,204295,,211921,3AAA-TP08-E00-qq-e-14,3AAA-TP08-E00-qq-e-d-14,3AAA.TP08.E00,Aragosta,全長調整式車高調,E,固定式ピロボール|固定式ピロボール,225/10|250/7,30|30,+40/-30|+40/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,260000,210000,受注生産　2～3週間程度
トヨタ,ソアラ,GZ20/MZ20,1986/1～1991/5,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,192662,,211969,3A00-TP08-ER0-qq-e-12,3A00-TP08-ER0-qq-e-d-12,3A00.TP08.ER0,Aragosta,全長調整式車高調,E,固定式強化ラバー|固定式強化ラバー,225/10|250/7,30|30,+40/-30|+40/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,245000,198800,受注生産　2～3週間程度
トヨタ,ソアラ,JZZ30/JZZ31/UZZ30/UZZ31,1991.5～2000.12,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,398566,,211535,3AAA-T8-E1-000-2CUP-qq-e-481,出さない,3AAA.T8.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,固定式ピロボール|固定式ピロボール,225/10|250/6,30|30,+20/-25|+20/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,490000,出さない,受注生産　1ヶ月程度
トヨタ,ソアラ,JZZ30/JZZ31/UZZ30/UZZ31,1991.5～2000.12,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,544978,,212899,3AAA-T8-E1-000-4CUP-qq-e-615,出さない,3AAA.T8.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 4CUP,E,固定式ピロボール|固定式ピロボール,225/10|250/6,30|30,+20/-25|+20/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,670000,出さない,受注生産　1ヶ月程度
トヨタ,ソアラ,JZZ30/JZZ31/UZZ30/UZZ31,1991/5～2000/12,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,208173,,212239,3AAA-T8-E1-R00-qq-e-19,3AAA-T8-E1-R00-qq-e-d-19,3AAA.T8.E1.R00,Aragosta,全長調整式車高調,E,固定式強化ラバー|固定式強化ラバー,225/10|250/6,30|30,+40/-31|+40/-33,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,265000,213800,受注生産　2～3週間程度
トヨタ,ソアラ,JZZ30/JZZ31/UZZ30/UZZ31,1991/5～2000/12,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,219807,,212547,3AAA-T8-E1-000-qq-e-18,3AAA-T8-E1-000-qq-e-d-18,3AAA.T8.E1.000,Aragosta,全長調整式車高調,E,固定式ピロボール|固定式ピロボール,225/10|250/6,30|30,+20/-25|+20/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,280000,225000,受注生産　2～3週間程度
トヨタ,ハイエース,KDH2##/TRH2##,2004/8～,,Fr：上下ラバーブッシュ<br>Rr：上下ラバーブッシュ,157761,,211917,3AAA-TK-E1-111-qq-e-93,3AAA-TK-E1-111-qq-e-d-93,3AAA.TK.E1.111,Aragosta,全長調整式車高調,E,上下ラバーブッシュ|上下ラバーブッシュ,,,,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック,ショートタイプ,200000,189800,受注生産　2～3週間程度
トヨタ,ハイエース,KDH2##/TRH2##,2004/8～,,Fr：上下ラバーブッシュ<br>Rr：上下ラバーブッシュ,150005,,212910,3AAA-TK-E1-000-qq-e-94,3AAA-TK-E1-000-qq-e-d-94,3AAA.TK.E1.000,Aragosta,全長調整式車高調,E,上下ラバーブッシュ|上下ラバーブッシュ,,697|700,+20/-0|+50/-7,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック,純正寸法<br>ダウン量は地上～フェンダーアーチ中央が目安<br>「全長調整範囲」はショックの全長調整範囲(車高は純正と変わりません),190000,182300,受注生産　2～3週間程度
トヨタ,マークII/チェイサー,JZX100/JZX101,1996.9～2000.10,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,528710,,212229,3AAA-T2-E1-000-4CUP-qq-e-602,出さない,3AAA.T2.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 4CUP,E,固定式ピロボール|固定式ピロボール,200/10|250/6,30|30,+20/-40|+25/-40,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,650000,出さない,受注生産　1ヶ月程度
トヨタ,マークII/チェイサー,JZX100/JZX101,1996.9～2000.10,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,382298,,212890,3AAA-T2-E1-000-2CUP-qq-e-271,出さない,3AAA.T2.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,固定式ピロボール|固定式ピロボール,200/10|250/6,30|30,+20/-40|+25/-40,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,470000,出さない,受注生産　1ヶ月程度
トヨタ,マークII/チェイサー,JZX100/JZX101,1996/9～2000/10,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,204295,,212230,3AAA-T2-E1-000-qq-e-31,3AAA-T2-E1-000-qq-e-d-31,3AAA.T2.E1.000,Aragosta,全長調整式車高調,E,固定式ピロボール|固定式ピロボール,200/10|250/6,30|30,+20/-40|+25/-40,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,260000,210000,受注生産　2～3週間程度
トヨタ,マークII/チェイサー,JZX100/JZX101,1996/9～2000/10,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,192662,,212231,3AAA-T2-E1-R00-qq-e-32,3AAA-T2-E1-R00-qq-e-d-32,3AAA.T2.E1.R00,Aragosta,全長調整式車高調,E,固定式強化ラバー|固定式強化ラバー,200/10|250/6,30|30,+40/-27|+20/-50,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,245000,198800,受注生産　2～3週間程度
トヨタ,マークII/チェイサー,JZX110,2000.10～2004.11,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,382298,,212241,3AAA-TA-E1-000-2CUP-qq-e-153,出さない,3AAA.TA.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,固定式ピロボール|固定式ピロボール,225/12|250/8,25|25,+50/-30|+35/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,470000,出さない,受注生産　1ヶ月程度
トヨタ,マークII/チェイサー,JZX110,2000.10～2004.11,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,528710,,212242,3AAA-TA-E1-000-4CUP-qq-e-526,出さない,3AAA.TA.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 4CUP,E,固定式ピロボール|固定式ピロボール,225/12|250/8,25|25,+50/-30|+35/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,650000,出さない,受注生産　1ヶ月程度
トヨタ,マークII/チェイサー,JZX110,2000/10～2004/11,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,204295,,211897,3AAA-TA-E1-000-qq-e-33,3AAA-TA-E1-000-qq-e-d-33,3AAA.TA.E1.000,Aragosta,全長調整式車高調,E,固定式ピロボール|固定式ピロボール,225/12|250/8,25|25,+50/-30|+35/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,260000,210000,受注生産　2～3週間程度
トヨタ,マークII/チェイサー,JZX110,2000/10～2004/11,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,192662,,211898,3AAA-TA-E1-R00-qq-e-36,3AAA-TA-E1-R00-qq-e-d-36,3AAA.TA.E1.R00,Aragosta,全長調整式車高調,E,固定式強化ラバー|固定式強化ラバー,225/12|250/8,25|25,+50/-30|+30/-48,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,245000,198800,受注生産　2～3週間程度
トヨタ,マークII/チェイサー,JZX90/JZX91,1992.10～1996.9,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,382298,,212537,3AAA-T3-E1-000-2CUP-qq-e-152,出さない,3AAA.T3.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,固定式ピロボール|固定式ピロボール,200/11|250/6,25|25,+20/-45|+15/-35,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,470000,出さない,受注生産　1ヶ月程度
トヨタ,マークII/チェイサー,JZX90/JZX91,1992.10～1996.9,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,528710,,212893,3AAA-T3-E1-000-4CUP-qq-e-600,出さない,3AAA.T3.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 4CUP,E,固定式ピロボール|固定式ピロボール,200/11|250/6,25|25,+20/-45|+15/-35,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,650000,出さない,受注生産　1ヶ月程度
トヨタ,マークII/チェイサー,JZX90/JZX91,1992/10～1996/9,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,204295,,211525,3AAA-T3-E1-000-qq-e-39,3AAA-T3-E1-000-qq-e-d-39,3AAA.T3.E1.000,Aragosta,全長調整式車高調,E,固定式ピロボール|固定式ピロボール,200/11|250/6,25|25,+20/-45|+15/-35,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,260000,210000,受注生産　2～3週間程度
トヨタ,マークII/チェイサー,JZX90/JZX91,1992/10～1996/9,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,192662,,212538,3AAA-T3-E1-R00-qq-e-37,3AAA-T3-E1-R00-qq-e-d-37,3AAA.T3.E1.R00,Aragosta,全長調整式車高調,E,固定式強化ラバー|固定式強化ラバー,200/11|250/6,25|25,+30/-25|+15/-35,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,245000,198800,受注生産　2～3週間程度
トヨタ,マークX,GRX120/GRX121,2004.11～2009.10,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,528710,,211900,3AAA-TC-E1-000-4CUP-qq-e-604,出さない,3AAA.TC.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 4CUP,E,固定式ピロボール|固定式ピロボール,250/9|250/6,30|15,+35/-35|+35/-35,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,650000,出さない,受注生産　1ヶ月程度
トヨタ,マークX,GRX120/GRX121,2004.11～2009.10,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,382298,,212245,3AAA-TC-E1-000-2CUP-qq-e-380,出さない,3AAA.TC.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,固定式ピロボール|固定式ピロボール,250/9|250/6,30|15,+35/-35|+35/-35,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,470000,出さない,受注生産　1ヶ月程度
トヨタ,マークX,GRX120/GRX121,2004/11～2009/10,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,192662,,211540,3AAA-TC-E1-R00-qq-e-44,3AAA-TC-E1-R00-qq-e-d-44,3AAA.TC.E1.R00,Aragosta,全長調整式車高調,E,固定式強化ラバー|固定式強化ラバー,250/9|250/6,30|15,+30/-42|+30/-49,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,245000,198800,受注生産　2～3週間程度
トヨタ,マークX,GRX120/GRX121,2004/11～2009/10,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,204295,,212551,3AAA-TC-E1-000-qq-e-45,3AAA-TC-E1-000-qq-e-d-45,3AAA.TC.E1.000,Aragosta,全長調整式車高調,E,固定式ピロボール|固定式ピロボール,250/9|250/6,30|15,+35/-35|+35/-35,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,260000,210000,受注生産　2～3週間程度
トヨタ,マークX,GRX130/GRX133,2009.10～,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,382298,,211547,3AAA-TH-E1-000-2CUP-qq-e-381,出さない,3AAA.TH.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,固定式ピロボール|固定式ピロボール,250/9|250/6,30|15,+30/-42|+30/-49,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,470000,出さない,受注生産　1ヶ月程度
トヨタ,マークX,GRX130/GRX133,2009.10～,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,528710,,211548,3AAA-TH-E1-000-4CUP-qq-e-633,出さない,3AAA.TH.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 4CUP,E,固定式ピロボール|固定式ピロボール,250/9|250/6,30|15,+30/-42|+30/-49,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,650000,出さない,受注生産　1ヶ月程度
トヨタ,マークX,GRX130/GRX133,2009/10～,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,192662,,212561,3AAA-TH-E1-R00-qq-e-49,3AAA-TH-E1-R00-qq-e-d-49,3AAA.TH.E1.R00,Aragosta,全長調整式車高調,E,固定式強化ラバー|固定式強化ラバー,250/9|250/6,30|15,+30/-42|+30/-49,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,245000,198800,受注生産　2～3週間程度
トヨタ,マークX,GRX130/GRX133,2009/10～,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,204295,,213032,3AAA-TH-E1-000-qq-e-48,3AAA-TH-E1-000-qq-e-d-48,3AAA.TH.E1.000,Aragosta,全長調整式車高調,E,固定式ピロボール|固定式ピロボール,250/9|250/6,30|15,+30/-42|+30/-49,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,260000,210000,受注生産　2～3週間程度
日産,ジューク,NF15,2010/6～,GT-4,Fr：純正流用<br>Rr：純正流用,204295,,212499,3AAA-NM-E1-R00-qq-e-64,3AAA-NM-E1-R00-qq-e-d-64,3AAA.NM.E1.R00,Aragosta,全長調整式車高調,E,純正流用|純正流用,200/6|(10),40|40,+40/-30|+40/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/ショック・スプリング別置き、別体式,,260000,210000,受注生産　2～3週間程度
日産,シルビア,S14,1993/10～1999/1,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,212051,,211809,3AAA-N7-E1-000-qq-e-67,3AAA-N7-E1-000-qq-e-d-67,3AAA.N7.E1.000,Aragosta,全長調整式車高調,E,調整式ピロボール|固定式ピロボール,200/7|250/5,25|25,+30/-30|+15/-50,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,270000,217500,受注生産　2～3週間程度
