自動車メーカー,車種,型式/モデル,年式,適合詳細,アッパーマウント,販売価格,Camp売価,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,タイプ,アッパーマウント【F|R】,スプリングレート 自由長(mm)/レート(kgf)【F|R】,ダウン量(-mm)【F|R】,全長調整範囲(mm) ダウン量から+/-【F|R】,ショック構成 材質/形式/構成 フロント,ショック構成 材質/形式/構成 リア,備考,定価,SET価格,納期
日産,シルビア,S14,1993/10～1999/1,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,206623,,211810,3AAA-N7-E1-R00-qq-e-65,3AAA-N7-E1-R00-qq-e-d-65,3AAA.N7.E1.R00,Aragosta,全長調整式車高調,E,調整式ピロボール|固定式強化ラバー,200/7|250/5,25|25,+30/-30|+50/-35,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,263000,212300,受注生産　2～3週間程度
日産,シルビア,S15,1999/1～2002/8,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,212051,,212807,3AAA-NB-E1-000-qq-e-71,3AAA-NB-E1-000-qq-e-d-71,3AAA.NB.E1.000,Aragosta,全長調整式車高調,E,調整式ピロボール|固定式ピロボール,200/8|250/6,25|25,+30/-30|+40/-31,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,270000,217500,受注生産　2～3週間程度
日産,シルビア,S15,1999/1～2002/8,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,206623,,213014,3AAA-NB-E1-R00-qq-e-74,3AAA-NB-E1-R00-qq-e-d-74,3AAA.NB.E1.R00,Aragosta,全長調整式車高調,E,調整式ピロボール|固定式強化ラバー,200/8|250/6,25|25,+30/-30|+40/-31,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,263000,212300,受注生産　2～3週間程度
日産,シルビア/180SX,S13/RS13/PS13/RPS13,1988.5～1993.10,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,392872,,211412,3AAA-N6-E1-R00-2CUP-qq-e-169,出さない,3AAA.N6.E1.R00,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,調整式ピロボール|固定式強化ラバー,200/7|250/5,25|25,+40/-15|+40/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,483000,出さない,受注生産　1ヶ月程度
日産,シルビア/180SX,S13/RS13/PS13/RPS13,1988.5～1993.10,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,398566,,212140,3AAA-N6-E1-000-2CUP-qq-e-404,出さない,3AAA.N6.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,調整式ピロボール|固定式ピロボール,200/7|250/5,25|25,+40/-15|+40/-50,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,490000,出さない,受注生産　1ヶ月程度
日産,シルビア/180SX,S13/RS13/PS13/RPS13,1988.5～1993.10,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,544978,,212797,3AAA-N6-E1-000-4CUP-qq-e-537,出さない,3AAA.N6.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 4CUP,E,調整式ピロボール|固定式ピロボール,200/7|250/5,25|25,+40/-15|+40/-50,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,670000,出さない,受注生産　1ヶ月程度
日産,シルビア/180SX,S13/RS13/PS13/RPS13,1988/5～1993/10,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,206623,,212798,3AAA-N6-E1-R00-qq-e-78,3AAA-N6-E1-R00-qq-e-d-78,3AAA.N6.E1.R00,Aragosta,全長調整式車高調,E,調整式ピロボール|固定式強化ラバー,200/7|250/5,25|25,+40/-15|+40/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,263000,212300,受注生産　2～3週間程度
日産,シルビア/180SX,S13/RS13/PS13/RPS13,1988/5～1993/10,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,212051,,213011,3AAA-N6-E1-000-qq-e-76,3AAA-N6-E1-000-qq-e-d-76,3AAA.N6.E1.000,Aragosta,全長調整式車高調,E,調整式ピロボール|固定式ピロボール,200/7|250/5,25|25,+40/-15|+40/-50,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,270000,217500,受注生産　2～3週間程度
日産,シルビア/180SX,S14,1993.10～1999.1,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,398566,,211808,3AAA-N7-E1-000-2CUP-qq-e-293,出さない,3AAA.N7.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,調整式ピロボール|固定式ピロボール,200/7|250/5,25|25,+30/-30|+15/-50,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,490000,出さない,受注生産　1ヶ月程度
日産,シルビア/180SX,S14,1993.10～1999.1,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,544978,,212799,3AAA-N7-E1-000-4CUP-qq-e-618,出さない,3AAA.N7.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 4CUP,E,調整式ピロボール|固定式ピロボール,200/7|250/5,25|25,+30/-30|+15/-50,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,670000,出さない,受注生産　1ヶ月程度
日産,シルビア/180SX,S14,1993.10～1999.1,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,392872,,212800,3AAA-N7-E1-R00-2CUP-qq-e-406,出さない,3AAA.N7.E1.R00,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,調整式ピロボール|固定式強化ラバー,200/7|250/5,25|25,+30/-30|+50/-35,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,483000,出さない,受注生産　1ヶ月程度
日産,シルビア/180SX,S15,1999.1～2002.8,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,544978,,211820,3AAA-NB-E1-000-4CUP-qq-e-573,出さない,3AAA.NB.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 4CUP,E,調整式ピロボール|固定式ピロボール,200/8|250/6,25|25,+30/-30|+40/-31,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,670000,出さない,受注生産　1ヶ月程度
日産,シルビア/180SX,S15,1999.1～2002.8,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,398566,,212146,3AAA-NB-E1-000-2CUP-qq-e-171,出さない,3AAA.NB.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,調整式ピロボール|固定式ピロボール,200/8|250/6,25|25,+30/-30|+40/-31,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,490000,出さない,受注生産　1ヶ月程度
日産,シルビア/180SX,S15,1999.1～2002.8,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,392872,,212147,3AAA-NB-E1-R00-2CUP-qq-e-408,出さない,3AAA.NB.E1.R00,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,調整式ピロボール|固定式強化ラバー,200/8|250/6,25|25,+30/-30|+40/-31,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,483000,出さない,受注生産　1ヶ月程度
日産,スカイラインGT-R,BCNR33,1995.1～1998.12,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,382298,,211405,3AAA-N2-E1-000-2CUP-qq-e-297,出さない,3AAA.N2.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,固定式ピロボール|固定式ピロボール,175/7|250/7,30|30,+50/-23|+35/-38,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,470000,出さない,受注生産　1ヶ月程度
日産,スカイラインGT-R,BCNR33,1995.1～1998.12,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,528710,,212469,3AAA-N2-E1-000-4CUP-qq-e-620,出さない,3AAA.N2.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 4CUP,E,固定式ピロボール|固定式ピロボール,175/7|250/7,30|30,+50/-23|+35/-38,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,650000,出さない,受注生産　1ヶ月程度
日産,スカイラインGT-R,BCNR33,1995/1～1998/12,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,192662,,211406,3AAA-N2-E1-R00-qq-e-82,3AAA-N2-E1-R00-qq-e-d-82,3AAA.N2.E1.R00,Aragosta,全長調整式車高調,E,固定式強化ラバー|固定式強化ラバー,175/7|250/7,30|30,+50/-15|+35/-38,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,245000,198800,受注生産　2～3週間程度
日産,スカイラインGT-R,BCNR33,1995/1～1998/12,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,204295,,211800,3AAA-N2-E1-000-qq-e-79,3AAA-N2-E1-000-qq-e-d-79,3AAA.N2.E1.000,Aragosta,全長調整式車高調,E,固定式ピロボール|固定式ピロボール,175/7|250/7,30|30,+50/-23|+35/-38,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,260000,210000,受注生産　2～3週間程度
日産,スカイラインGT-R,BNR32,1989.8～1994.12,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,382298,,212790,3AAA-N1-E1-000-2CUP-qq-e-176,出さない,3AAA.N1.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,固定式ピロボール|固定式ピロボール,200/6|250/4,25|30,+30/-29|+30/-38,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,470000,出さない,受注生産　1ヶ月程度
日産,スカイラインGT-R,BNR32,1989/8～1994/12,,Fr：固定式強化ラバー<br>Rr：固定式強化ラバー,192662,,211403,3AAA-N1-E1-R00-qq-e-84,3AAA-N1-E1-R00-qq-e-d-84,3AAA.N1.E1.R00,Aragosta,全長調整式車高調,E,固定式強化ラバー|固定式強化ラバー,200/6|250/4,25|30,+30/-29|+30/-38,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,245000,198800,受注生産　2～3週間程度
日産,スカイラインGT-R,BNR32,1989/8～1994/12,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,204295,,212467,3AAA-N1-E1-000-qq-e-86,3AAA-N1-E1-000-qq-e-d-86,3AAA.N1.E1.000,Aragosta,全長調整式車高調,E,固定式ピロボール|固定式ピロボール,200/6|250/4,25|30,+30/-29|+30/-38,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,260000,210000,受注生産　2～3週間程度
日産,スカイラインGT-R,BNR34,1999.1～2002.8,,Fr：固定式ピロボール<br>Rr：固定式ピロボール,382298,,211421,3AAA-NA-E1-000-2CUP-qq-e-178,出さない,3AAA.NA.E1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,E,固定式ピロボール|固定式ピロボール,200/8|250/7,40|34,+40/-27|+40/-34,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/正立式ショック/コイルオーバー一体式,,470000,出さない,受注生産　1ヶ月程度
