自動車メーカー,車種,型式/通称型式,年式,駆動方式,適合詳細,車高設定範囲<br>(参考値),販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー名,商品名,アッパーマウント(F|R),バネレート(F|R),車高設定範囲(参考値)F|R,ダウン量(参考値)F|R,減衰力調整,備考,注意事項,定価,SET価格,,取付特記事項,データ追加日
トヨタ,パッソ,KGC10/QNC10,,2WD,,Fr：560mm～615mm<br>Rr：595mm～625mm,73000,,248448,01011209023-qq-524,01011209023-qq-d-636,Largus,Spec S,固定式強化ゴム|マウントレス,4k|4k,560mm～615mm|595mm～625mm,,32段階調整,,,73000,88000,,,20191023初期
トヨタ,パッソ,KGC15,,4WD,,Fr：532mm～624mm<br>Rr：565mm～593mm,73000,,248223,01011209059-qq-525,01011209059-qq-d-637,Largus,Spec S,固定式強化ゴム|マウントレス,4k|4k,532mm～624mm|565mm～593mm,,32段階調整,,,73000,88000,,,20191023初期
トヨタ,パッソ,KGC30/NGC30,,2WD,,Fr：560mm～648mm<br>Rr：595mm～628mm,73000,,248449,01011209023-qq-526,01011209023-qq-d-638,Largus,Spec S,固定式強化ゴム|マウントレス,4k|4k,560mm～648mm|595mm～628mm,,32段階調整,,,73000,88000,,,20191023初期
トヨタ,パッソ,KGC35,,4WD,,Fr：547mm～635mm<br>Rr：580mm～610mm,73000,,248488,01011209059-qq-527,01011209059-qq-d-639,Largus,Spec S,固定式強化ゴム|マウントレス,4k|4k,547mm～635mm|580mm～610mm,-100mm～-12mm|-74mm～-44mm,32段階調整,,,73000,88000,,,20191023初期
トヨタ,パッソ,M700A,,2WD,,Fr：561mm～642mm<br>Rr：590mm～634mm,77000,,248505,01011209105-qq-1,01011209105-qq-d-1,Largus,Spec S,固定式強化ゴム|マウントレス,4k|4k,561mm～642mm|590mm～634mm,-81mm～±0mm|-59mm～-15mm,32段階調整,,,77000,92000,,,20191023初期
トヨタ,ハリアー,ACU35W/MCU35W/GSU35W,,4WD,リアナックルブラケット:穴径15φ/17φに対応,Fr：730mm～805mm<br>Rr：720mm～860mm,75000,,248214,01011209051-qq-529,01011209051-qq-d-641,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,8k|6k,730mm～805mm|720mm～860mm,,32段階調整,,,75000,90000,,,20191023初期
トヨタ,ハリアー,ZSU60W,,2WD,G's/GRスポーツ適合可,Fr：725mm～818mm<br>Rr：758mm～816mm,74000,,248254,01011209096-qq-530,01011209096-qq-d-642,Largus,Spec S,固定式強化ゴム|マウントレス,8k|8.5k,725mm～818mm|758mm～816mm,,32段階調整,,,74000,89000,,,20191023初期
トヨタ,ハリアーハイブリッド,AVU65W,,4WD,,Fr：713mm～806mm<br>Rr：725mm～784mm,74000,,248255,01011209096-qq-531,01011209096-qq-d-643,Largus,Spec S,固定式強化ゴム|マウントレス,8k|8.5k,713mm～806mm|725mm～784mm,-73mm～+20mm|-68mm～-6mm,32段階調整,,,74000,89000,,,20191023初期
トヨタ,ビスタ,ZZV50/AZV50/SV50,,2WD,,Fr：571mm～738mm<br>Rr：629mm～679mm,73000,,248655,01011209042-qq-536,01011209042-qq-d-648,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,5k|4k,571mm～738mm|629mm～679mm,,32段階調整,,,73000,88000,,,20191023初期
トヨタ,ファンカーゴ,NCP20/NCP21,,2WD,,Fr：563mm～617mm<br>Rr：585mm～627mm,73000,,248445,01011209022-qq-538,01011209022-qq-d-650,Largus,Spec S,固定式強化ゴム|マウントレス,5k|3k,563mm～617mm|585mm～627mm,,32段階調整,,,73000,88000,,,20191023初期
トヨタ,ファンカーゴ,NCP25,,4WD,,Fr：550mm～634mm<br>Rr：609mm～638mm,73000,,248203,01011209045-qq-539,01011209045-qq-d-651,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,5k|8k,550mm～634mm|609mm～638mm,,32段階調整,,,73000,88000,,,20191023初期
トヨタ,プラッツ,NCP16,,4WD,,Fr：550mm～642mm<br>Rr：602mm～630mm,73000,,248475,01011209045-qq-563,01011209045-qq-d-675,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,5k|8k,550mm～642mm|602mm～630mm,,32段階調整,,,73000,88000,,,20191023初期
トヨタ,プラッツ,SCP11/NCP12,,2WD,,Fr：538mm～643mm<br>Rr：578mm～610mm,73000,,248190,01011209022-qq-564,01011209022-qq-d-676,Largus,Spec S,固定式強化ゴム|マウントレス,5k|3k,538mm～643mm|578mm～610mm,,32段階調整,,,73000,88000,,,20191023初期
トヨタ,プリウス,NHW10/NHW11,,2WD,,Fr：592mm～661mm<br>Rr：586mm～643mm,77000,,248676,01011209069-qq-568,01011209069-qq-d-680,Largus,Spec S,マウントレス|固定式強化ゴム,5k|4k,592mm～661mm|586mm～643mm,,32段階調整,,,77000,92000,,,20191023初期
トヨタ,プリウス,NHW20,,2WD,,Fr：605mm～650mm<br>Rr：600mm～640mm,74000,,248450,01011209026-qq-569,01011209026-qq-d-681,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,5k|4k,605mm～650mm|600mm～640mm,,32段階調整,,,74000,89000,,,20191023初期
トヨタ,プリウス,ZVW30,,2WD,G's適合可,Fr：590mm～658mm<br>Rr：615mm～648mm,73000,,248650,01011209037-qq-570,01011209037-qq-d-682,Largus,Spec S,固定式強化ゴム|マウントレス,4k|4k,590mm～658mm|615mm～648mm,,32段階調整,,,73000,88000,,,20191023初期
トヨタ,プリウス,ZVW50/ZVW51,,2WD,,Fr：607mm～685mm<br>Rr：598mm～655mm,74000,,248695,01011209102-qq-2,01011209102-qq-d-103,Largus,Spec S,固定式強化ゴム|マウントレス,6k|5k,607mm～685mm|598mm～655mm,-67mm～+11mm|-74mm～-17mm,32段階調整,後期型(2018/12～)のフロントの減衰力調整には、アッパーマウント上部の鉄製パネルに穴あけ加工をするか、分解もしくは車高調の取り外しが必要,,74000,89000,,,20191023初期
トヨタ,プリウス,ZVW55,,4WD,,Fr：605mm～685mm<br>Rr：603mm～675mm,74000,,248260,01011209108-qq-1,01011209108-qq-d-1,Largus,Spec S,固定式強化ゴム|マウントレス,6k|5k,605mm～685mm|603mm～675mm,-69mm～+11mm|-68mm～+4mm,32段階調整,後期型(2018/12～)のフロントの減衰力調整には、アッパーマウント上部の鉄製パネルに穴あけ加工をするか、分解もしくは車高調の取り外しが必要,,74000,89000,,,20191023初期
トヨタ,プリウスPHV,ZVW35,,2WD,,Fr：608mm～670mm<br>Rr：622mm～655mm,73000,,248460,01011209037-qq-571,01011209037-qq-d-683,Largus,Spec S,固定式強化ゴム|マウントレス,4k|4k,608mm～670mm|622mm～655mm,,32段階調整,,,73000,88000,,,20191023初期
トヨタ,プリウスPHV,ZVW52,,2WD,GRスポーツ適合可,Fr：608mm～670mm<br>Rr：587mm～642mm,74000,,248701,01011209107-qq-1,01011209107-qq-d-1,Largus,Spec S,固定式強化ゴム|マウントレス,6k|5k,608mm～670mm|587mm～642mm,-61mm～+1mm|-68mm～-13mm,32段階調整,,,74000,89000,,,20191023初期
トヨタ,プリウスα,ZVW41W/ZVW40W,,2WD,G's/GRスポーツ適合可,Fr：615mm～660mm<br>Rr：625mm～675mm,73000,,248671,01011209061-qq-572,01011209061-qq-d-684,Largus,Spec S,固定式強化ゴム|マウントレス,4k|3.8k,615mm～660mm|625mm～675mm,,32段階調整,,,73000,88000,,,20191023初期
トヨタ,ブレイド,AZE154H,,4WD,,,74000,,248651,01011209039-qq-580,01011209039-qq-d-692,Largus,Spec S,固定式強化ゴム|マウントレス,7k|5k,,,32段階調整,,,74000,89000,,,20191023初期
トヨタ,ブレイド,AZE156H/GRE156H,,2WD,,Fr：605mm～685mm<br>Rr：637mm～670mm,74000,,248198,01011209039-qq-581,01011209039-qq-d-693,Largus,Spec S,固定式強化ゴム|マウントレス,7k|5k,605mm～685mm|637mm～670mm,,32段階調整,,,74000,89000,,,20191023初期
トヨタ,プレミオ,NZT240/ZZT240/AZT240,,2WD,,,73000,,248467,01011209042-qq-593,01011209042-qq-d-705,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,5k|4k,,,32段階調整,,,73000,88000,,,20191023初期
トヨタ,プログレ/ブレビス,JCG10/JCG11,,2WD,,Fr：600mm～635mm<br>Rr：580mm～660mm,71000,,248635,01011209013-qq-598,01011209013-qq-d-710,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,10k|6k,600mm～635mm|580mm～660mm,,32段階調整,,,71000,86000,,,20191023初期
トヨタ,プロナード,MCX20,,2WD,,Fr：650mm～720mm<br>Rr：620mm～760mm,73000,,248196,01011209031-qq-599,01011209031-qq-d-711,Largus,Spec S,マウントレス|固定式強化ゴム,7k|3k,650mm～720mm|620mm～760mm,,32段階調整,,,73000,88000,,,20191023初期
トヨタ,プロボックスバン/サクシードバン,NCP160V/NHP160V/NSP160V,,2WD,,Fr：582mm～660mm<br>Rr：586mm～675mm,75000,,248256,01011209097-qq-603,01011209097-qq-d-715,Largus,Spec S,マウントレス|マウントレス,5k|8k,582mm～660mm|586mm～675mm,-74mm～+4mm|-75mm～+14mm,32段階調整,車高画像、車高調整範囲とダウン量はNSP160Vのデータ,,75000,90000,,,20191023初期
トヨタ,プロボックスバン/サクシードバン,NCP165V,,4WD,,Fr：600mm～697mm<br>Rr：595mm～683mm,75000,,248500,01011209097-qq-600,01011209097-qq-d-712,Largus,Spec S,マウントレス|マウントレス,5k|8k,600mm～697mm|595mm～683mm,-84mm～+13mm|-84mm～+4mm,32段階調整,,,75000,90000,,,20191023初期
トヨタ,プロボックスバン/サクシードバン,NCP5#V,,2WD,,Fr：548mm～647mm<br>Rr：603mm～651mm,79000,,248180,01011209016-qq-601,01011209016-qq-d-713,Largus,Spec S,調整式ピロ|マウントレス,8k|8k,548mm～647mm|603mm～651mm,-90mm～9mm|-55mm～-7mm,32段階調整,,,79000,94000,,,20191023初期
トヨタ,プロボックスバン/サクシードバン,NCP55V,,4WD,,Fr：556mm～648mm<br>Rr：561mm～650mm,74000,,248672,01011209064-qq-602,01011209064-qq-d-714,Largus,Spec S,固定式強化ゴム|マウントレス,5k|8k,556mm～648mm|561mm～650mm,,32段階調整,純正バンプラバーカット推奨,,74000,89000,,,20191023初期
トヨタ,プロボックスワゴン/サクシードワゴン,NCP58G,,2WD,,Fr：570mm～705mm<br>Rr：590mm～660mm,79000,,248181,01011209016-qq-604,01011209016-qq-d-716,Largus,Spec S,調整式ピロ|マウントレス,8k|8k,570mm～705mm|590mm～660mm,,32段階調整,,,79000,94000,,,20191023初期
トヨタ,プロボックスワゴン/サクシードワゴン,NCP59G,,4WD,,Fr：565mm～649mm<br>Rr：615mm～682mm,74000,,248230,01011209064-qq-605,01011209064-qq-d-717,Largus,Spec S,固定式強化ゴム|マウントレス,5k|8k,565mm～649mm|615mm～682mm,,32段階調整,,,74000,89000,,,20191023初期
トヨタ,ベルタ,KSP92/SCP92,,2WD,,Fr：510mm～635mm<br>Rr：575mm～635mm,73000,,248440,01011209012-qq-606,01011209012-qq-d-718,Largus,Spec S,マウントレス|マウントレス,5k|3k,510mm～635mm|575mm～635mm,,32段階調整,,,73000,88000,,,20191023初期
トヨタ,ポルテ,NCP145,,4WD,,Fr：593mm～683mm<br>Rr：620mm～673mm,75000,,248242,01011209082-qq-608,01011209082-qq-d-720,Largus,Spec S,マウントレス|マウントレス,5k|3.8k,593mm～683mm|620mm～673mm,,32段階調整,,,75000,90000,,,20191023初期
トヨタ,ポルテ,NNP10/NNP11,,2WD,,Fr：570mm～600mm<br>Rr：605mm～635mm,73000,,248641,01011209022-qq-609,01011209022-qq-d-721,Largus,Spec S,固定式強化ゴム|マウントレス,5k|3k,570mm～600mm|605mm～635mm,,32段階調整,,,73000,88000,,,20191023初期
トヨタ,ポルテ,NNP15,,4WD,,Fr：555mm～646mm<br>Rr：595mm～651mm,73000,,248798,01011209045-qq-610,01011209045-qq-d-722,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,5k|8k,555mm～646mm|595mm～651mm,,32段階調整,,,73000,88000,,,20191023初期
トヨタ,ポルテ,NSP140/NCP141,,2WD,,Fr：595mm～665mm<br>Rr：594mm～637mm,75000,,248481,01011209053-qq-607,01011209053-qq-d-719,Largus,Spec S,マウントレス|マウントレス,5k|2.5k,595mm～665mm|594mm～637mm,,32段階調整,,,75000,90000,,,20191023初期
トヨタ,マークII/ヴェロッサ,JZX110,,2WD,,Fr：604mm～685mm<br>Rr：597mm～681mm,71000,,248176,01011209013-qq-614,01011209013-qq-d-726,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,10k|6k,604mm～685mm|597mm～681mm,,32段階調整,,,71000,86000,,,20191023初期
トヨタ,マークII/ヴェロッサ,JZX115/GX115,,4WD,,Fr：580mm～700mm<br>Rr：600mm～800mm,76000,,248486,01011209057-qq-615,01011209057-qq-d-727,Largus,Spec S,固定式ピロ|固定式強化ゴム,12k|6k,580mm～700mm|600mm～800mm,,32段階調整,,,76000,91000,,,20191023初期
トヨタ,マークII/チェイサー/クレスタ,GX100/JZX100/JZX101/LX100/SX100,,2WD,,Fr：620mm～695mm<br>Rr：623mm～682mm,80000,,248790,01011209001-qq-611,01011209001-qq-d-723,Largus,Spec S,固定式ピロ|固定式ピロ,12k|8k,620mm～695mm|623mm～682mm,,32段階調整,,,80000,95000,,,20191023初期
トヨタ,マークII/チェイサー/クレスタ,GX90/JZX90,,2WD,,,80000,,248172,01011209001-qq-612,01011209001-qq-d-724,Largus,Spec S,固定式ピロ|固定式ピロ,12k|8k,,,32段階調整,,,80000,95000,,,20191023初期
トヨタ,マークII/チェイサー/クレスタ,JZX105/GX105/JZX93,,4WD,,Fr：620mm～695mm<br>Rr：623mm～682mm,80000,,248670,01011209056-qq-613,01011209056-qq-d-725,Largus,Spec S,固定式ピロ|固定式ピロ,12k|8k,620mm～695mm|623mm～682mm,,32段階調整,,,80000,95000,,,20191023初期
トヨタ,マークIIクオリス,MCV20W/MCV21W,,2WD,,Fr：615mm～725mm<br>Rr：625mm～700mm,73000,,248648,01011209031-qq-622,01011209031-qq-d-734,Largus,Spec S,マウントレス|固定式強化ゴム,7k|3k,615mm～725mm|625mm～700mm,,32段階調整,,,73000,88000,,,20191023初期
トヨタ,マークIIクオリス,SXV20W,,2WD,,,73000,,248647,01011209031-qq-623,01011209031-qq-d-735,Largus,Spec S,マウントレス|固定式強化ゴム,7k|3k,,,32段階調整,,,73000,88000,,,20191023初期
トヨタ,マークIIクオリス,SXV25W/MCV25W,,4WD,,Fr：615mm～660mm<br>Rr：580mm～670mm,73000,,248233,01011209066-qq-624,01011209066-qq-d-736,Largus,Spec S,マウントレス|固定式強化ゴム,7k|4k,615mm～660mm|580mm～670mm,,32段階調整,,,73000,88000,,,20191023初期
トヨタ,マークIIブリット,JZX110W/GX110W,,2WD,,Fr：602mm～670mm<br>Rr：590mm～680mm,71000,,248636,01011209013-qq-625,01011209013-qq-d-737,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,10k|6k,602mm～670mm|590mm～680mm,,32段階調整,,,71000,86000,,,20191023初期
トヨタ,マークIIブリット,JZX115W/GX115W,,4WD,,Fr：605mm～670mm<br>Rr：590mm～675mm,76000,,248799,01011209057-qq-626,01011209057-qq-d-738,Largus,Spec S,固定式ピロ|固定式強化ゴム,12k|6k,605mm～670mm|590mm～675mm,,32段階調整,,,76000,91000,,,20191023初期
トヨタ,マークX,GRX120/GRX121,,2WD,,Fr：640mm～688mm<br>Rr：640mm～690mm,80000,,248433,01011209011-qq-616,01011209011-qq-d-728,Largus,Spec S,固定式ピロ|固定式ピロ,10k|8k,640mm～688mm|640mm～690mm,,32段階調整,,,80000,95000,,,20191023初期
トヨタ,マークX,GRX125,,4WD,,Fr：615mm～695mm<br>Rr：630mm～710mm,71000,,248660,01011209047-qq-617,01011209047-qq-d-729,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,10k|8k,615mm～695mm|630mm～710mm,,32段階調整,,,71000,86000,,,20191023初期
トヨタ,マークX,GRX130/GRX133,,2WD,G's/GRスポーツ適合可,Fr：587mm～695mm<br>Rr：603mm～735mm,80000,,248434,01011209011-qq-618,01011209011-qq-d-730,Largus,Spec S,固定式ピロ|固定式ピロ,10k|8k,587mm～695mm|603mm～735mm,,32段階調整,,,80000,95000,,,20191023初期
トヨタ,マークX,GRX135,,4WD,,Fr：615mm～700mm<br>Rr：630mm～720mm,71000,,248661,01011209047-qq-619,01011209047-qq-d-731,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,10k|8k,615mm～700mm|630mm～720mm,,32段階調整,,,71000,86000,,,20191023初期
トヨタ,マークXジオ,ANA10/GGA10,,2WD,,Fr：635mm～710mm<br>Rr：640mm～682mm,73000,,248240,01011209080-qq-620,01011209080-qq-d-732,Largus,Spec S,固定式強化ゴム|マウントレス,7k|6k,635mm～710mm|640mm～682mm,,32段階調整,,,73000,88000,,,20191023初期
トヨタ,マークXジオ,ANA15,,4WD,,Fr：635mm～716mm<br>Rr：624mm～692mm,78000,,248688,01011209087-qq-621,01011209087-qq-d-733,Largus,Spec S,固定式強化ゴム|マウントレス,7k|6k,635mm～716mm|624mm～692mm,,32段階調整,,,78000,93000,,,20191023初期
トヨタ,ラウム,EXZ10,,2WD,,Fr：560mm～650mm<br>Rr：580mm～625mm,80000,,248188,01011209021-qq-692,01011209021-qq-d-801,Largus,Spec S,調整式ピロ|固定式強化ゴム,6k|4k,560mm～650mm|580mm～625mm,,32段階調整,,,80000,95000,,,20191023初期
トヨタ,ラウム,NCZ20,,2WD,,Fr：559mm～638mm<br>Rr：562mm～595mm,73000,,248446,01011209022-qq-693,01011209022-qq-d-802,Largus,Spec S,固定式強化ゴム|マウントレス,5k|3k,559mm～638mm|562mm～595mm,,32段階調整,,,73000,88000,,,20191023初期
トヨタ,ラウム,NCZ25,,4WD,,Fr：538mm～630mm<br>Rr：566mm～617mm,73000,,248476,01011209045-qq-694,01011209045-qq-d-803,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,5k|8k,538mm～630mm|566mm～617mm,,32段階調整,,,73000,88000,,,20191023初期
トヨタ,ラクティス,NCP100/SCP100,,2WD,,Fr：572mm～680mm<br>Rr：603mm～660mm,73000,,248634,01011209012-qq-695,01011209012-qq-d-804,Largus,Spec S,マウントレス|マウントレス,5k|3k,572mm～680mm|603mm～660mm,,32段階調整,,,73000,88000,,,20191023初期
トヨタ,ラクティス,NCP105,,4WD,,Fr：602mm～702mm<br>Rr：645mm～697mm,75000,,248684,01011209082-qq-696,01011209082-qq-d-805,Largus,Spec S,マウントレス|マウントレス,5k|3.8k,602mm～702mm|645mm～697mm,,32段階調整,,,75000,90000,,,20191023初期
トヨタ,ラクティス,NCP125,,4WD,,Fr：605mm～703mm<br>Rr：649mm～703mm,75000,,248243,01011209082-qq-697,01011209082-qq-d-806,Largus,Spec S,マウントレス|マウントレス,5k|3.8k,605mm～703mm|649mm～703mm,,32段階調整,,,75000,90000,,,20191023初期
トヨタ,ラクティス,NSP120/NCP120,,2WD,,Fr：609mm～710mm<br>Rr：619mm～662mm,75000,,248218,01011209053-qq-698,01011209053-qq-d-807,Largus,Spec S,マウントレス|マウントレス,5k|2.5k,609mm～710mm|619mm～662mm,,32段階調整,,,75000,90000,,,20191023初期
日産,GT-R,R35,,4WD,,Fr：640mm～755mm<br>Rr：645mm～750mm,160000,,248596,01011207011-qq-11,01011207011-qq-d-162,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,12k|10k,640mm～755mm|645mm～750mm,+30mm～-80mm|+15mm～-85mm,32段階調整,Swift仕様スプリングレート選択可能,,160000,195000,,,20191023初期
日産,NV200バネットワゴン,M20,,2WD,,Fr：610mm～700mm<br>Rr：-,69000,,248414,01011207074-qq-528,01011207074-qq-d-640,Largus,Spec S,固定式強化ゴム|マウントレス,6k|-,610mm～700mm|-,-85mm～+5mm|-,32段階調整,リアはショックのみのため、車高調整不可,,69000,84000,,,20191023初期
日産,アベニール,W11/PW11/RW11/SW11,,2WD,,Fr：590mm～675mm<br>Rr：610mm～668mm,81000,,248615,01011207062-qq-157,01011207062-qq-d-277,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,7k|12k,590mm～675mm|610mm～668mm,-93mm～-8mm|-60mm～-2mm,32段階調整,,,81000,96000,,,20191023初期
日産,ウイングロード,WFY11/WHY11/WRY11,,2WD,,Fr：560mm～655mm<br>Rr：599mm～645mm,79000,,248406,01011207057-qq-212,01011207057-qq-d-332,Largus,Spec S,固定式強化ゴム|マウントレス,7k|6k,560mm～655mm|599mm～645mm,,32段階調整,,,79000,94000,,,20191023初期
日産,ウイングロード,Y12/JY12,,2WD,,Fr：600mm～695mm<br>Rr：605mm～645mm,73000,,248384,01011207013-qq-213,01011207013-qq-d-333,Largus,Spec S,固定式強化ゴム|マウントレス,5k|5k,600mm～695mm|605mm～645mm,,32段階調整,,,73000,88000,,,20191023初期
日産,エクストレイル,HNT32,,4WD,,Fr：724mm～796mm<br>Rr：726mm～801mm,77000,,248618,01011207075-qq-1,01011207075-qq-d-1,Largus,Spec S,固定式強化ゴム|マウントレス,11K|10k,724mm～796mm|726mm～801mm,-68mm～+4mm|-70mm～+5mm,32段階調整,,,77000,92000,,,20191023初期
日産,エクストレイル,NT32,,4WD,,Fr：722mm～791mm<br>Rr：733mm～785mm,75000,,248616,01011207065-qq-238,01011207065-qq-d-357,Largus,Spec S,固定式強化ゴム|マウントレス,10k|10k,722mm～791mm|733mm～785mm,-64mm～+5mm|-66mm～-14mm,32段階調整,,,75000,90000,,,20191023初期
日産,エクストレイル,T30/NT30/PNT30,,T30:2WD<br>NT30/PNT30:4WD,,Fr：685mm～800mm<br>Rr：705mm～855mm,74000,,248601,01011207030-qq-236,01011207030-qq-d-355,Largus,Spec S,固定式強化ゴム|固定式強化ゴム,5k|3k,685mm～800mm|705mm～855mm,,32段階調整,,,74000,89000,,,20191023初期
日産,エクストレイル,T31/NT31/TNT31/DNT31,,T31:2WD<br>NT31/TNT31/DNT31:4WD,,Fr：660mm～740mm<br>Rr：705mm～775mm,75000,,248783,01011207053-qq-237,01011207053-qq-d-356,Largus,Spec S,固定式強化ゴム|マウントレス,5k|10k,660mm～740mm|705mm～775mm,,32段階調整,,,75000,90000,,,20191023初期
