自動車メーカー,車種,型式,年式,エンジン型式,適合詳細,ダウン量,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,セット内容,ダウン量 mm(F/R),バネレート(F/R),備考,注意事項,定価,SET価格
マツダ,AZワゴン,MJ21S,05/09～07/05,K6A,2WD FX-S/FT-Sスペシャル車専用,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,10260,,305789,SS016A-qq-e-374,SS016A-qq-e-d-374,SS016A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,3.1/2.3,バンプラバーカット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
マツダ,AZワゴン,MJ22S,07/02～08/08,K6A,2WD FX-S/FT-Sスペシャル共通,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,10260,,305529,SS016A-qq-e-376,SS016A-qq-e-d-376,SS016A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,3.1/2.3,バンプラバーカット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
マツダ,AZワゴン,MJ23S,08/09～,K6A,2WD NA/ターボ共通 XSスペシャル/XSリミテッド共通,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,10260,,305793,SS019A-qq-e-377,SS019A-qq-e-d-377,SS019A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,3/2.5,バンプラバーカット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
マツダ,AZワゴンカスタムスタイル,MJ22S,07/02～08/08,K6A,2WD,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,10260,,305530,SS016A-qq-e-378,SS016A-qq-e-d-378,SS016A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,3.1/2.3,バンプラバーカット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
マツダ,AZワゴンカスタムスタイル,MJ23S,08/09～,K6A,2WD,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,10260,,305794,SS019A-qq-e-379,SS019A-qq-e-d-379,SS019A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,3/2.5,バンプラバーカット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
マツダ,CX-3,DK8FW,18/05～,S8-DPTS,2WD 1.8L ディーゼル車,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,14580,,305914,SZ021A-qq-e-4k,SZ021A-qq-e-d-4k,SZ021A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,2.7/2.8,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,16200,29600
マツダ,CX-5,KE2FW,12/02～17/02,SH-VPTS,2WD 2.2L,<div>Fr：40～45mm</div><div>Rr：40～45mm</div>,18450,,305947,SZ022A-qq-e-5k,SZ022A-qq-e-d-5k,SZ022A,RACING GEAR,LOWFORM REVOLUTION,1台分,40～45/40～45,3.5/3.5,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,20500,33500
マツダ,CX-8,KG2P,17/12～,SH-VPTS,4WD 2.2L ディーゼル車,<div>Fr：25～30mm</div><div>Rr：25～30mm</div>,18450,,305660,SZ023A-qq-e-6k,SZ023A-qq-e-d-6k,SZ023A,RACING GEAR,LOWFORM REVOLUTION,1台分,25～30/25～30,3.4/6.7,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,20500,33500
マツダ,アクセラ/アクセラスポーツ,BK3P/BKEP,03/11～09/06,L3-VE/LF-VE,2WD 2.0L/2.3L,<div>Fr：35～40mm</div><div>Rr：35～40mm</div>,4500,,305656,SZ016A-qq-e-352,出さない,SZ016A,RACING GEAR,LOWFORM REVOLUTION,1台分,35～40/35～40,3.3/3.3,,大特価セール品(廃番予定品)のため、ご注文のタイミングによっては廃番の可能性がございます。<br>必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,5000,出さない
マツダ,アテンザスポーツ,GG3S,02/07～05/05,L3-VE,2WD 2.3L 前期,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,13680,,305653,SZ012A-qq-e-354,SZ012A-qq-e-d-354,SZ012A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,4.7/3.1,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,15200,28700
マツダ,アテンザスポーツ,GG3S,05/06～08/01,L3-VE,2WD 2.3L 後期,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,13680,,305945,SZ012A-qq-e-353,SZ012A-qq-e-d-353,SZ012A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,4.7/3.1,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,15200,28700
マツダ,アテンザスポーツ,GGES,05/06～08/01,LF-VE,2WD 2.0L 後期,<div>Fr：25～35mm</div><div>Rr：25～35mm</div>,13680,,305654,SZ012A-qq-e-355,SZ012A-qq-e-d-355,SZ012A,RACING GEAR,LOWFORM REVOLUTION,1台分,25～35/25～35,4.7/3.1,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,15200,28700
マツダ,アテンザスポーツ,GH5FS,08/01～12/11,L5-VE,2WD 2.5L,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,15300,,305657,SZ019A-qq-e-357,SZ019A-qq-e-d-357,SZ019A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,5.4/4.5,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,17000,30300
マツダ,アテンザスポーツ,GHEFS,08/01～12/11,LF-VE,2WD 2.0L,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,15300,,305912,SZ019A-qq-e-356,SZ019A-qq-e-d-356,SZ019A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,5.4/4.5,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,17000,30300
マツダ,アテンザスポーツワゴン,GH5FW,08/01～12/11,L5-VE,2WD 2.5L,<div>Fr：35～40mm</div><div>Rr：35～40mm</div>,15300,,305658,SZ019A-qq-e-362,SZ019A-qq-e-d-362,SZ019A,RACING GEAR,LOWFORM REVOLUTION,1台分,35～40/35～40,5.4/4.5,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,17000,30300
マツダ,アテンザスポーツワゴン,GY3W,02/06～05/06,L3-VE,2WD 2.3L,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,13680,,305946,SZ012A-qq-e-358,SZ012A-qq-e-d-358,SZ012A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,4.7/3.1,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,15200,28700
マツダ,アテンザスポーツワゴン,GY3W,02/06～05/06,L3-VE,4WD 2.3L,<div>Fr：35～40mm</div><div>Rr：35～40mm</div>,13680,,305910,SZ012A-qq-e-359,SZ012A-qq-e-d-359,SZ012A,RACING GEAR,LOWFORM REVOLUTION,1台分,35～40/35～40,4.7/3.1,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,15200,28700
マツダ,アテンザスポーツワゴン,GY3W,05/06～08/01,L3-VE,2WD 2.3L 後期,<div>Fr：25～30mm</div><div>Rr：25～30mm</div>,13680,,305911,SZ012A-qq-e-361,SZ012A-qq-e-d-361,SZ012A,RACING GEAR,LOWFORM REVOLUTION,1台分,25～30/25～30,4.7/3.1,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,15200,28700
マツダ,アテンザスポーツワゴン,GYEW,05/06～08/01,LF-VE,2WD 2.0L 後期,<div>Fr：25～30mm</div><div>Rr：25～30mm</div>,13680,,305655,SZ012A-qq-e-360,SZ012A-qq-e-d-360,SZ012A,RACING GEAR,LOWFORM REVOLUTION,1台分,25～30/25～30,4.7/3.1,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,15200,28700
マツダ,アテンザセダン,GH5FP,08/01～12/11,L5-VE,2WD 2.5L,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,15300,,305913,SZ019A-qq-e-364,SZ019A-qq-e-d-364,SZ019A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,5.4/4.5,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,17000,30300
マツダ,アテンザセダン,GHEFP,08/01～12/11,LF-VE,2WD 2.0L,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,15300,,305659,SZ019A-qq-e-363,SZ019A-qq-e-d-363,SZ019A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,5.4/4.5,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,17000,30300
マツダ,キャロル,HB36S,15/01～,R06A,2WD NA,<div>Fr：15～20mm</div><div>Rr：15～20mm</div>,9540,,305814,SS035A-qq-e-365,SS035A-qq-e-d-365,SS035A,RACING GEAR,LOWFORM REVOLUTION,1台分,15～20/15～20,2.2/1.9,ハーフダウン仕様,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,10600,24600
マツダ,キャロル,HB36S,15/01～,R06A,2WD NA,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,9540,,305817,SS036A-qq-e-366,SS036A-qq-e-d-366,SS036A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,2.4/2.2,ノーマルダウン仕様,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,10600,24600
マツダ,キャロル,HB36S,15/01～,R06A,4WD NA,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,9540,,305559,SS037A-qq-e-367,SS037A-qq-e-d-367,SS037A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,2.4/2.2,ノーマルダウン仕様,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,10600,24600
マツダ,スクラム/スクラムワゴン,DG52V/DG52W,98/10～01/08,F6A,2WD NA/ターボ共通 バン/ワゴン共通,<div>Fr：35～40mm</div><div>Rr：35～40mm</div>,9900,,305780,SS007A-qq-e-380,SS007A-qq-e-d-380,SS007A,RACING GEAR,LOWFORM REVOLUTION,1台分,35～40/35～40,5/3.8,バンプラバーカット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11000,24900
マツダ,スクラム/スクラムワゴン,DG62V/DG62W,01/09～05/08,K6A,2WD バン/ワゴン共通,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,9900,,305782,SS010A-qq-e-381,SS010A-qq-e-d-381,SS010A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,3.7/3,バンプラバーカット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11000,24900
マツダ,スクラム/スクラムワゴン,DG64V/DG64W,05/08～,K6A,2WD/4WD共通 バン/ワゴン共通 NA/ターボ共通,<div>Fr：35～40mm</div><div>Rr：35～40mm</div>,10260,,305786,SS015A-qq-e-382,SS015A-qq-e-d-382,SS015A,RACING GEAR,LOWFORM REVOLUTION,1台分,35～40/35～40,3.2/3.5,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
マツダ,スピアーノ,HF21S,02/01～08/10,K6A,2WD NA/ターボ共通 SS除く,<div>Fr：40～45mm</div><div>Rr：40～45mm</div>,9900,,305524,SS011A-qq-e-383,SS011A-qq-e-d-383,SS011A,RACING GEAR,LOWFORM REVOLUTION,1台分,40～45/40～45,3/2.4,バンプラバーカット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11000,24900
マツダ,フレア,MJ34S,12/10～,R06A,2WD NA,<div>Fr：25～30mm</div><div>Rr：25～30mm</div>,10260,,305805,SS030A-qq-e-386,SS030A-qq-e-d-386,SS030A,RACING GEAR,LOWFORM REVOLUTION,1台分,25～30/25～30,3/2.5,ハーフダウン仕様<br>バンプラバー要カット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
マツダ,フレア,MJ34S,12/10～,R06A,2WD NA,<div>Fr：35～40mm</div><div>Rr：35～40mm</div>,10260,,305549,SS031A-qq-e-387,SS031A-qq-e-d-387,SS031A,RACING GEAR,LOWFORM REVOLUTION,1台分,35～40/35～40,3/2.5,ノーマルダウン仕様<br>バンプラバー要カット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
