自動車メーカー,車種,型式,年式,駆動,排気量,過給機,適合詳細,車高調整幅,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,推奨車高 mm(F/R),バネレート kg/mm(F/R),仕様,フロントキャンバー調整,マッチンググレード,備考,注意事項,定価,SET価格,,取付特記事項
トヨタ,ノアハイブリッド/ヴォクシーハイブリッド,ZWR80G,2017/07～,FF,1800,ハイブリッド,ZWR80G専用,Fr：-29～-66mm<br>Rr：-45～-79mm,75193,,264680,CRZRR80GK-qq-e-f1-203k,CRZRR80GK-qq-e-d-203k,4511478352929,CRZRR80GK,TANABE,SUSTEC PRO CR,-39/-62,6.0/5.0,減衰力固定式<br>ネジ式,可,ハイブリッドX(MC後),フロントアッパーマウント付き<br>リア純正ダストブーツ/バンプラバー使用,,99800,89900,,
トヨタ,ノアハイブリッド/ヴォクシーハイブリッド,ZWR80W,2016/01～,FF,1800,ハイブリッド,,データなし,75193,,264681,CRZRR80WK-qq-e-f1-204k,CRZRR80WK-qq-e-d-204k,4511478352936,CRZRR80WK,TANABE,SUSTEC PRO CR,データなし,6.0/5.0,減衰力固定式<br>ネジ式,可,現車未確認,フロントアッパーマウント付き<br>未計測の為、車高データなし<br>リア純正ダストブーツ/バンプラバー使用,,99800,89900,,
トヨタ,パッソ,KGC10,2004/06～2010/02,FF,1000,NA,,Fr：-22～-74mm<br>Rr：-45～-67mm,60346,,264214,CRKGC10K-qq-e-f1-299,CRKGC10K-qq-e-d-299,4511478353308,CRKGC10K,TANABE,SUSTEC PRO CR,-59/-57,3.0/3.0,減衰力固定式<br>ネジ式,,X,フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,パッソ,QNC10,2004/06～2010/02,FF,1300,NA,,Fr：-18～-59mm<br>Rr：-30～-53mm,60346,,264440,CRKGC10K-qq-e-f1-301,CRKGC10K-qq-e-d-301,4511478353308,CRKGC10K,TANABE,SUSTEC PRO CR,-48/-44,3.0/3.0,減衰力固定式<br>ネジ式,,Racy,フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,パッソ,QNC10,2004/06～2010/02,FF,1300,NA,,Fr：-23～-68mm<br>Rr：-25～-57mm,60346,,264215,CRKGC10K-qq-e-f1-300,CRKGC10K-qq-e-d-300,4511478353308,CRKGC10K,TANABE,SUSTEC PRO CR,-52/-43,3.0/3.0,減衰力固定式<br>ネジ式,,G,フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,ハリアー,ASU60W,2017/06～,FF,2000,ターボ,,データなし,60346,,264688,CRASU65WK-qq-e-f1-211k,CRASU65WK-qq-e-d-211k,4511478356330,CRASU65WK,TANABE,SUSTEC PRO CR,データなし,6.0/7.0,減衰力固定式<br>ネジ式,不可,現車未確認,フロント純正ダストブーツ使用<br>未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,ハリアー,ASU65W,2017/06～,4WD,2000,ターボ,,データなし,60346,,264689,CRASU65WK-qq-e-f1-212k,CRASU65WK-qq-e-d-212k,4511478356330,CRASU65WK,TANABE,SUSTEC PRO CR,データなし,6.0/7.0,減衰力固定式<br>ネジ式,不可,現車未確認,フロント純正ダストブーツ使用<br>未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,ハリアー,ZSU60W,2013/12～,FF,2000,NA,,Fr：-15～-51mm<br>Rr：-23～-70mm,60346,,264690,CRASU65WK-qq-e-f1-213k,CRASU65WK-qq-e-d-213k,4511478356330,CRASU65WK,TANABE,SUSTEC PRO CR,-28/-36,6.0/7.0,減衰力固定式<br>ネジ式,不可,エレガンス(MC前),フロント純正ダストブーツ使用<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,ハリアー,ZSU65W,2013/12～,4WD,2000,NA,,データなし,60346,,264691,CRASU65WK-qq-e-f1-214k,CRASU65WK-qq-e-d-214k,4511478356330,CRASU65WK,TANABE,SUSTEC PRO CR,データなし,6.0/7.0,減衰力固定式<br>ネジ式,不可,現車未確認,フロント純正ダストブーツ使用<br>未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,ハリアーハイブリッド,AVU65W,2014/01～,4WD,2500,ハイブリッド,,Fr：-25～-60mm<br>Rr：-13～-61mm,60346,,264117,CRAVU65WK-qq-e-f1-306,CRAVU65WK-qq-e-d-306,4511478354480,CRAVU65WK,TANABE,SUSTEC PRO CR,-36/-37,6.0/7.0,減衰力固定式<br>ネジ式,不可,プレミアム(MC前),フロント純正ダストブーツ使用<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,ピクシスエポック,LA300A,2012/05～2017/05,FF,660,NA,,データなし,60346,,264692,CRLA300SK-qq-e-f1-215k,CRLA300SK-qq-e-d-215k,4511478354329,CRLA300SK,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,ピクシスジョイ,LA250A,2016/08～,FF,660,NA,,データなし,60346,,264693,CRLA100SK-qq-e-f1-216k,CRLA100SK-qq-e-d-216k,4511478354343,CRLA100SK,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,ピクシススペース,L575A,2011/09～2017/01,FF,660,NA,カスタムグレードは不可(フォグランプ高さ),データなし,60346,,264694,CRL175SK-qq-e-f1-217k,CRL175SK-qq-e-d-217k,4511478354404,CRL175SK,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,ピクシススペース,L585A,2011/09～2017/01,4WD,660,NA,カスタムグレードは不可(フォグランプ高さ),データなし,60346,,264695,CRL185SK-qq-e-f1-218k,CRL185SK-qq-e-d-218k,4511478354374,CRL185SK,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,ピクシスメガ,LA700A,2015/07～,FF,660,,,データなし,60346,,264696,CRLA700SK-qq-e-f1-219k,CRLA700SK-qq-e-d-219k,4511478354923,CRLA700SK,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,ピクシスメガ,LA710A,2015/07～,4WD,660,,,データなし,60346,,264697,CRLA710SK-qq-e-f1-220k,CRLA710SK-qq-e-d-220k,4511478355029,CRLA710SK,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正バンプラバー使用,,79800,74900,,
トヨタ,ファンカーゴ,NCP20/NCP21,1999/08～2005/09,FF,1500,NA,,データなし,60346,,264698,CRCP30K-qq-e-f1-221k,CRCP30K-qq-e-d-221k,4511478353414,CRCP30K,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,プリウス,NHW20,2003/09～2009/05,FF,1500,ハイブリッド,ツーリング未確認,Fr：-14～-56mm<br>Rr：-6～-64mm,60346,,264278,CRNHW20K-qq-e-f1-309,CRNHW20K-qq-e-d-309,4511478353353,CRNHW20K,TANABE,SUSTEC PRO CR,-31/-35,4.0/5.0,減衰力固定式<br>ネジ式,不可,S(標準グレード),フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,プリウス,ZVW30,2009/05～2011/12,FF,1800,ハイブリッド,MC前専用,Fr：-13～-59mm<br>Rr：-10～-55mm,60346,,264349,CRZVW30K-qq-e-f1-307,CRZVW30K-qq-e-d-307,4511478352899,CRZVW30K,TANABE,SUSTEC PRO CR,-35/-34,4.0/4.0,減衰力固定式<br>ネジ式,不可,L(標準グレード専用),フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用<br>リア純正バンプラバー使用,,79800,74900,,
トヨタ,プリウス,ZVW30,2009/05～2011/12,FF,1800,ハイブリッド,MC前専用,Fr：-24～-57mm<br>Rr：-34～-75mm,60346,,264460,CRZVW30TRK-qq-e-f1-312,CRZVW30TRK-qq-e-d-312,4511478352882,CRZVW30TRK,TANABE,SUSTEC PRO CR,-42/-55,3.0/4.0,減衰力固定式<br>ネジ式,,G(ツーリンググレード専用),組付け時スプリングコンプレッサー必要<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用<br>リア純正バンプラバー使用,,79800,74900,,
トヨタ,プリウス,ZVW30,2011/12～2015/12,FF,1800,ハイブリッド,,Fr：-12～-47mm<br>Rr：-26～-62mm,60346,,264454,CRZVW30TRK-qq-e-f1-308,CRZVW30TRK-qq-e-d-308,4511478352882,CRZVW30TRK,TANABE,SUSTEC PRO CR,-31/-44,3.0/4.0,減衰力固定式<br>ネジ式,不可,Gツーリング(MC後),組付け時スプリングコンプレッサー必要<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用<br>リア純正バンプラバー使用,,79800,74900,,
トヨタ,プリウス,ZVW30,2011/12～2015/12,FF,1800,ハイブリッド,,Fr：-19～-53mm<br>Rr：-27～-65mm,60346,,264350,CRZVW30TRK-qq-e-f1-311,CRZVW30TRK-qq-e-d-311,4511478352882,CRZVW30TRK,TANABE,SUSTEC PRO CR,-35/-46,3.0/4.0,減衰力固定式<br>ネジ式,,S標準グレード(MC後),組付け時スプリングコンプレッサー必要<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用<br>リア純正バンプラバー使用,,79800,74900,,
トヨタ,プリウス,ZVW50,2015/12～2018/11,FF,1800,ハイブリッド,,Fr：-26～-58mm<br>Rr：-11～-51mm,60346,,264714,CRZVW50K-qq-e-f1-237k,CRZVW50K-qq-e-d-237k,4511478355081,CRZVW50K,TANABE,SUSTEC PRO CR,-36/-33,4.0/5.0,減衰力固定式<br>ネジ式,,S,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,プリウス,ZVW51,2015/12～2018/11,FF,1800,ハイブリッド,,データなし,60346,,264715,CRZVW50K-qq-e-f1-238k,CRZVW50K-qq-e-d-238k,4511478355081,CRZVW50K,TANABE,SUSTEC PRO CR,データなし,4.0/5.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,プリウス,ZVW51,2018/12～,FF,1800,ハイブリッド,,Fr：-33～-68mm<br>Rr：-10～-48mm,60346,,265052,CRZVW50K-qq-e-f1-584k,CRZVW50K-qq-e-d-584k,4511478355081,CRZVW50K,TANABE,SUSTEC PRO CR,-42/-30,4.0/5.0,減衰力固定式<br>ネジ式,不可,S(MC後),フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,プリウス,ZVW55,2015/12～,4WD,1800,ハイブリッド,,データなし,60346,,264716,CRZVW50K-qq-e-f1-239k,CRZVW50K-qq-e-d-239k,4511478355081,CRZVW50K,TANABE,SUSTEC PRO CR,データなし,4.0/5.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,プリウスPHV,DLA-ZVW52,2017/02～,FF,1800,プラグインハイブリッド,,Fr：-19～-54mm<br>Rr：-13～-57mm,60346,,264717,CRZVW52K-qq-e-f1-240k,CRZVW52K-qq-e-d-240k,4511478356095,CRZVW52K,TANABE,SUSTEC PRO CR,-30/-36,4.0/7.0,減衰力固定式<br>ネジ式,不可,Sナビパッケージ,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,プリウスPHV,ZVW35,2012/01～2016/05,FF,1800,プラグインハイブリッド,,Fr：-15～-50mm<br>Rr：-28～-66mm,60346,,264351,CRZVW35K-qq-e-f1-313,CRZVW35K-qq-e-d-313,4511478352912,CRZVW35K,TANABE,SUSTEC PRO CR,-29/-41,3.0/4.0,減衰力固定式<br>ネジ式,,G,フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用<br>リア純正バンプラバー使用,,79800,74900,,
トヨタ,プリウスα,ZVW40W,2011/05～,FF,1800,ハイブリッド,MC後装着可,Fr：-16～-50mm<br>Rr：-31～-65mm,60346,,264352,CRZVW41WK-qq-e-f1-314,CRZVW41WK-qq-e-d-314,4511478352905,CRZVW41WK,TANABE,SUSTEC PRO CR,-26/-49,3.0/4.0,減衰力固定式<br>ネジ式,不可,Gツーリングセレクションスカイライトパッケージ(MC前),フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用<br>リア純正バンプラバー使用,,79800,74900,,
トヨタ,プリウスα,ZVW41W,2011/05～,FF,1800,ハイブリッド,,データなし,60346,,264718,CRZVW41WK-qq-e-f1-241k,CRZVW41WK-qq-e-d-241k,4511478352905,CRZVW41WK,TANABE,SUSTEC PRO CR,データなし,3.0/4.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正ダストブーツ使用<br>リア純正バンプラバー使用,,79800,74900,,
トヨタ,ブレイド,AZE154H,2006/12～2012/04,4WD,2400,NA,,Fr：-14～-62mm<br>Rr：-23～-63mm,67769,,264120,CRAZE154HK-qq-e-f1-315,CRAZE154HK-qq-e-d-315,4511478353377,CRAZE154HK,TANABE,SUSTEC PRO CR,-34/-53,5.0/6.0,減衰力固定式<br>ネジ式,不可,ベースグレード,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,89800,82400,,
トヨタ,ブレイド,AZE156H,2006/12～2012/04,FF,2400,NA,,Fr：-5～-56mm<br>Rr：-32～-69mm,67769,,264122,CRAZE156HK-qq-e-f1-317,CRAZE156HK-qq-e-d-317,4511478353360,CRAZE156HK,TANABE,SUSTEC PRO CR,-43/-55,5.0/6.0,減衰力固定式<br>ネジ式,不可,G,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,89800,82400,,
トヨタ,ブレイド,GRE156H,2007/08～2012/04,FF,3500,NA,,Fr：-4～-48mm<br>Rr：-24～-62mm,67769,,264121,CRAZE156HK-qq-e-f1-316,CRAZE156HK-qq-e-d-316,4511478353360,CRAZE156HK,TANABE,SUSTEC PRO CR,-29/-44,5.0/6.0,減衰力固定式<br>ネジ式,,ブレイドマスター,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,89800,82400,,
トヨタ,ベルタ,KSP92,2005/11～2012/06,FF,1000,NA,,データなし,60346,,264735,CRSP90K-qq-e-f1-258k,CRSP90K-qq-e-d-258k,4511478352981,CRSP90K,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,ベルタ,SCP92,2005/11～2012/06,FF,1300,NA,,Fr：-20～-64mm<br>Rr：-17～-58mm,60346,,264307,CRSP90K-qq-e-f1-318,CRSP90K-qq-e-d-318,4511478352981,CRSP90K,TANABE,SUSTEC PRO CR,-42/-38,3.0/3.0,減衰力固定式<br>ネジ式,不可,X(MC前),フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,ポルテ,NCP141,2012/07～2015/07,FF,1500,NA,,Fr：-8～-56mm<br>Rr：-21～-60mm,60346,,264277,CRNHP10K-qq-e-f1-319,CRNHP10K-qq-e-d-319,4511478353032,CRNHP10K,TANABE,SUSTEC PRO CR,-43/-40,4.0/3.0,減衰力固定式<br>ネジ式,不可,Y,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,ポルテ,NSP140,2012/07～2015/07,FF,1300,NA,,Fr：-3～-54mm<br>Rr：-24～-62mm,60346,,264736,CRNHP10K-qq-e-f1-259k,CRNHP10K-qq-e-d-259k,4511478353032,CRNHP10K,TANABE,SUSTEC PRO CR,-35/-35,4.0/3.0,減衰力固定式<br>ネジ式,不可,X(スペイド),フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,ポルテ,NSP141,2015/07～,FF,1500,NA,,データなし,60346,,264737,CRNHP10K-qq-e-f1-260k,CRNHP10K-qq-e-d-260k,4511478353032,CRNHP10K,TANABE,SUSTEC PRO CR,データなし,4.0/3.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,マークII/クレスタ/チェイサー,GX100,1996/09～2000/10,FR,2000,NA,,データなし,60346,,264738,CRZX100K-qq-e-f1-261k,CRZX100K-qq-e-d-261k,4511478353384,CRZX100K,TANABE,SUSTEC PRO CR,データなし,12.0/8.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,マークII/クレスタ/チェイサー,GX90,1992/10～1996/09,FR,2000,NA,,データなし,60346,,264739,CRZX100K-qq-e-f1-262k,CRZX100K-qq-e-d-262k,4511478353384,CRZX100K,TANABE,SUSTEC PRO CR,データなし,12.0/8.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,マークII/クレスタ/チェイサー,JZX100,1996/09～2000/10,FR,2500,NA,,データなし,60346,,264354,CRZX100K-qq-e-f1-320,CRZX100K-qq-e-d-320,4511478353384,CRZX100K,TANABE,SUSTEC PRO CR,データなし,12.0/8.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,マークII/クレスタ/チェイサー,JZX100,1996/09～2000/10,FR,2500,ターボ,,Fr：+22～-56mm<br>Rr：+12～-45mm,60346,,264740,CRZX100K-qq-e-f1-263k,CRZX100K-qq-e-d-263k,4511478353384,CRZX100K,TANABE,SUSTEC PRO CR,-38/-28,12.0/8.0,減衰力固定式<br>ネジ式,不可,ツアラーV,フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,マークII/クレスタ/チェイサー,JZX101,1996/09～2000/10,FR,3000,NA,,データなし,60346,,264741,CRZX100K-qq-e-f1-264k,CRZX100K-qq-e-d-264k,4511478353384,CRZX100K,TANABE,SUSTEC PRO CR,データなし,12.0/8.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,マークII/クレスタ/チェイサー,JZX90,1992/10～1996/09,FR,2500,NA,,Fr：+25～-50mm<br>Rr：+20～-32mm,60346,,264355,CRZX100K-qq-e-f1-321,CRZX100K-qq-e-d-321,4511478353384,CRZX100K,TANABE,SUSTEC PRO CR,-27/-22,12.0/8.0,減衰力固定式<br>ネジ式,不可,グランデ,フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,マークII/クレスタ/チェイサー,JZX90,1992/10～1996/09,FR,2500,ターボ,,データなし,60346,,264742,CRZX100K-qq-e-f1-265k,CRZX100K-qq-e-d-265k,4511478353384,CRZX100K,TANABE,SUSTEC PRO CR,データなし,12.0/8.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,マークII/クレスタ/チェイサー,JZX91,1992/10～1996/09,FR,3000,ターボ,,データなし,60346,,264743,CRZX100K-qq-e-f1-266k,CRZX100K-qq-e-d-266k,4511478353384,CRZX100K,TANABE,SUSTEC PRO CR,データなし,12.0/8.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,マークII/クレスタ/チェイサー,LX100,1996/09～2000/10,FR,2500,ディーゼルターボ,,データなし,60346,,264744,CRZX100K-qq-e-f1-267k,CRZX100K-qq-e-d-267k,4511478353384,CRZX100K,TANABE,SUSTEC PRO CR,データなし,12.0/8.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,マークII/クレスタ/チェイサー,LX90,1992/10～1996/09,FR,2500,ディーゼルターボ,,データなし,60346,,264745,CRZX100K-qq-e-f1-268k,CRZX100K-qq-e-d-268k,4511478353384,CRZX100K,TANABE,SUSTEC PRO CR,データなし,12.0/8.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,マークII/クレスタ/チェイサー,SX90,1992/10～1996/09,FR,1800,NA,,データなし,60346,,264746,CRZX100K-qq-e-f1-269k,CRZX100K-qq-e-d-269k,4511478353384,CRZX100K,TANABE,SUSTEC PRO CR,データなし,12.0/8.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,79800,74900,,
トヨタ,マークX,GRX120,2004/11～2009/10,FR,2500,NA,,Fr：-12～-61mm<br>Rr：+6～-56mm,52922,,264193,CRGRS182K-qq-e-f1-323,CRGRS182K-qq-e-d-323,4511478352813,CRGRS182K,TANABE,SUSTEC PRO CR,-48/-41,7.0/7.0,減衰力固定式<br>ネジ式,不可,250G(MC前),AVS又はNAVI・AI-AVSの機能は失われます<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,69800,67400,,
トヨタ,マークX,GRX121,2004/11～2009/09,FR,3000,NA,,データなし,52922,,264747,CRGRS182K-qq-e-f1-270k,CRGRS182K-qq-e-d-270k,4511478352813,CRGRS182K,TANABE,SUSTEC PRO CR,データなし,7.0/7.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>AVS又はNAVI・AI-AVSの機能は失われます<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,69800,67400,,
トヨタ,マークX,GRX130,2009/10～2013/11,FR,2500,NA,,Fr：-7～-64mm<br>Rr：+9～-58mm,52922,,264192,CRGRS182K-qq-e-f1-322,CRGRS182K-qq-e-d-322,4511478352813,CRGRS182K,TANABE,SUSTEC PRO CR,-26/-24,7.0/7.0,減衰力固定式<br>ネジ式,不可,250Gリラックスセレクション,AVS又はNAVI・AI-AVSの機能は失われます<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,69800,67400,,
トヨタ,マークX,GRX130,2013/12～2016/11,FR,2500,NA,,Fr：-11～-74mm<br>Rr：+6～-60mm,52922,,264197,CRGRS210MCK-qq-e-f1-324,CRGRS210MCK-qq-e-d-324,4511478352820,CRGRS210MCK,TANABE,SUSTEC PRO CR,-46/-34,7.0/7.0,減衰力固定式<br>ネジ式,不可,250G,AVS又はNAVI・AI-AVSの機能は失われます<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,69800,67400,,
トヨタ,マークX,GRX130,2016/11～,FR,2500,NA,,Fr：-10～-74mm<br>Rr：-3～-51mm,52922,,264748,CRGRS210MCK-qq-e-f1-271k,CRGRS210MCK-qq-e-d-271k,4511478352820,CRGRS210MCK,TANABE,SUSTEC PRO CR,-44/-27,7.0/7.0,減衰力固定式<br>ネジ式,不可,250G,AVS又はNAVI・AI-AVSの機能は失われます<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,69800,67400,,
トヨタ,マークX,GRX133,2009/10～2013/12,FR,3500,NA,,データなし,52922,,264749,CRGRS182K-qq-e-f1-272k,CRGRS182K-qq-e-d-272k,4511478352813,CRGRS182K,TANABE,SUSTEC PRO CR,データなし,7.0/7.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>AVS又はNAVI・AI-AVSの機能は失われます<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,69800,67400,,
トヨタ,マークX,GRX133,2013/12～,FR,3500,NA,,データなし,52922,,264750,CRGRS210MCK-qq-e-f1-273k,CRGRS210MCK-qq-e-d-273k,4511478352820,CRGRS210MCK,TANABE,SUSTEC PRO CR,データなし,7.0/7.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>AVS又はNAVI・AI-AVSの機能は失われます<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,69800,67400,,
トヨタ,ラクティス,NCP100,2005/10～2010/11,FF,1500,NA,,Fr：-23～-69mm<br>Rr：-13～-51mm,60346,,264308,CRSP90K-qq-e-f1-325,CRSP90K-qq-e-d-325,4511478352981,CRSP90K,TANABE,SUSTEC PRO CR,-49/-38,3.0/3.0,減衰力固定式<br>ネジ式,不可,G,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,ラクティス,NCP120,2010/11～2016/09,FF,1500,NA,,データなし,60346,,264773,CRSP90K-qq-e-f1-296k,CRSP90K-qq-e-d-296k,4511478352981,CRSP90K,TANABE,SUSTEC PRO CR,データなし,3.0/3.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,ラクティス,NSP120,2010/11～2016/09,FF,1300,NA,,Fr：-8～-54mm<br>Rr：-8～-51mm,60346,,264309,CRSP90K-qq-e-f1-326,CRSP90K-qq-e-d-326,4511478352981,CRSP90K,TANABE,SUSTEC PRO CR,-31/-28,3.0/3.0,減衰力固定式<br>ネジ式,不可,X,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
トヨタ,ラクティス,SCP100,2005/10～2010/11,FF,1300,NA,,Fr：-29～-72mm<br>Rr：-14～-52mm,60346,,264310,CRSP90K-qq-e-f1-327,CRSP90K-qq-e-d-327,4511478352981,CRSP90K,TANABE,SUSTEC PRO CR,-54/-39,3.0/3.0,減衰力固定式<br>ネジ式,不可,X,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
