自動車メーカー,車種,型式,年式,駆動,排気量,過給機,適合詳細,車高調整幅,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,推奨車高 mm(F/R),バネレート kg/mm(F/R),仕様,フロントキャンバー調整,マッチンググレード,備考,注意事項,定価,SET価格,,取付特記事項
日産,NV100クリッパー,DR64V,2013/12～2015/02,FF,660,NA,,データなし,60346,,264513,CRDA64WMCK-qq-e-f1-29k,CRDA64WMCK-qq-e-d-29k,4511478354114,CRDA64WMCK,TANABE,SUSTEC PRO CR,データなし,3.0/4.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし<br>リア純正バンプラバー使用,,79800,74900,,
日産,NV100クリッパーリオ,DR64W,2013/12～2015/02,FF,660,NA,,データなし,60346,,264514,CRDA64WMCK-qq-e-f1-30k,CRDA64WMCK-qq-e-d-30k,4511478354114,CRDA64WMCK,TANABE,SUSTEC PRO CR,データなし,3.0/4.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし<br>リア純正バンプラバー使用,,79800,74900,,
日産,エルグランド,ALE50,1997/05～2000/08,FR,3300,NA,,Fr：+18～-36mm<br>Rr：-37～-79mm,67769,,264112,CRALE50K-qq-e-f1-132,CRALE50K-qq-e-d-132,4511478353469,CRALE50K,TANABE,SUSTEC PRO CR,-21/-65,8.0/7.0,減衰力固定式<br>ネジ式,不可,ハイウェイスター(MC前),MC後に装着する場合はMC前のアッパーマウント必要<br>フロント/リア共に純正アッパーマウント使用,,89800,82400,,
日産,エルグランド,APE50,2000/08～2002/05,FR,3500,NA,,データなし,67769,,264569,CRALE50K-qq-e-f1-90k,CRALE50K-qq-e-d-90k,4511478353469,CRALE50K,TANABE,SUSTEC PRO CR,データなし,8.0/7.0,減衰力固定式<br>ネジ式,,現車未確認,MC後に装着する場合はMC前のアッパーマウント必要<br>未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,89800,82400,,
日産,エルグランド,ATE50,1999/08～2002/05,FR,3000,ディーゼルターボ,,データなし,67769,,264570,CRALE50K-qq-e-f1-91k,CRALE50K-qq-e-d-91k,4511478353469,CRALE50K,TANABE,SUSTEC PRO CR,データなし,8.0/7.0,減衰力固定式<br>ネジ式,不可,現車未確認,MC後に装着する場合はMC前のアッパーマウント必要<br>未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,89800,82400,,
日産,エルグランド,AVE50,1997/05～1999/08,FR,3200,ディーゼルターボ,,データなし,67769,,264571,CRALE50K-qq-e-f1-92k,CRALE50K-qq-e-d-92k,4511478353469,CRALE50K,TANABE,SUSTEC PRO CR,データなし,8.0/7.0,減衰力固定式<br>ネジ式,不可,現車未確認,MC後はMC前の純正アッパーマウントが必要<br>未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用,,89800,82400,,
日産,エルグランド,E51,2002/05～2010/08,FR,3500,NA,,Fr：0～-50mm<br>Rr：-24～-63mm,75193,,264153,CRE51K-qq-e-f1-129,CRE51K-qq-e-d-129,4511478353452,CRE51K,TANABE,SUSTEC PRO CR,-37/-51,6.0/8.0,減衰力固定式<br>ネジ式,,V(MC前),フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,99800,89900,,
日産,エルグランド,ME51,2004/12～2010/08,FR,2500,NA,,Fr：+5～-45mm<br>Rr：-1～-44mm,75193,,264155,CRE51K-qq-e-f1-133,CRE51K-qq-e-d-133,4511478353452,CRE51K,TANABE,SUSTEC PRO CR,-32/-31,6.0/8.0,減衰力固定式<br>ネジ式,不可,ハイウェイスター(MC後),フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,99800,89900,,
日産,エルグランド,MNE51,2004/12～2010/08,4WD,2500,NA,,Fr：-17～-63mm<br>Rr：+1～-47mm,75193,,264154,CRE51K-qq-e-f1-130,CRE51K-qq-e-d-130,4511478353452,CRE51K,TANABE,SUSTEC PRO CR,-50/-34,6.0/8.0,減衰力固定式<br>ネジ式,不可,ハイウェイスター(MC後),フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,99800,89900,,
日産,エルグランド,NE51,2002/05～2010/08,4WD,3500,NA,,データなし,75193,,264572,CRE51K-qq-e-f1-93k,CRE51K-qq-e-d-93k,4511478353452,CRE51K,TANABE,SUSTEC PRO CR,データなし,6.0/8.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>リア純正ダストブーツ/バンプラバー使用,,99800,89900,,
日産,エルグランド,PE52,2010/08～,FF,3500,NA,,データなし,75193,,264573,CRE52K-qq-e-f1-94k,CRE52K-qq-e-d-94k,4511478353445,CRE52K,TANABE,SUSTEC PRO CR,データなし,6.0/8.0,減衰力固定式<br>ネジ式,不可,現車未確認,フロントアッパーマウント付き<br>未計測の為、車高データなし<br>リア純正ダストブーツ/バンプラバー使用,,99800,89900,,
日産,エルグランド,PNE52,2010/08～,4WD,3500,NA,,Fr：+7～-45mm<br>Rr：-32～-69mm,75193,,264156,CRE52K-qq-e-f1-131,CRE52K-qq-e-d-131,4511478353445,CRE52K,TANABE,SUSTEC PRO CR,-19/-50,6.0/8.0,減衰力固定式<br>ネジ式,不可,VIP(MC前),フロントアッパーマウント付き<br>リア純正ダストブーツ/バンプラバー使用,,99800,89900,,
日産,エルグランド,TE52,2010/08～,FF,2500,NA,,Fr：+1～-52mm<br>Rr：-27～-68mm,75193,,264157,CRE52K-qq-e-f1-134,CRE52K-qq-e-d-134,4511478353445,CRE52K,TANABE,SUSTEC PRO CR,-26/-46,6.0/8.0,減衰力固定式<br>ネジ式,不可,ハイウェイスター(MC前),フロントアッパーマウント付き<br>リア純正ダストブーツ/バンプラバー使用,,99800,89900,,
日産,エルグランド,TNE52,2010/08～,4WD,2500,NA,,データなし,75193,,264574,CRE52K-qq-e-f1-95k,CRE52K-qq-e-d-95k,4511478353445,CRE52K,TANABE,SUSTEC PRO CR,データなし,6.0/8.0,減衰力固定式<br>ネジ式,不可,現車未確認,フロントアッパーマウント付き<br>未計測の為、車高データなし<br>リア純正ダストブーツ/バンプラバー使用,,99800,89900,,
日産,オッティ,H91W,2005/06～2006/10,FF,660,NA(ターボ装着可),,データなし,60346,,264575,CRH81WMCK-qq-e-f1-96k,CRH81WMCK-qq-e-d-96k,4511478354022,CRH81WMCK,TANABE,SUSTEC PRO CR,データなし,3.0/2.0,減衰力固定式<br>ネジ式,,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正バンプラバー使用,,79800,74900,,
日産,オッティ,H92W,2006/10～2013/06,FF,660,NA(ターボ装着可),,データなし,60346,,264576,CRH81WMCK-qq-e-f1-97k,CRH81WMCK-qq-e-d-97k,4511478354022,CRH81WMCK,TANABE,SUSTEC PRO CR,データなし,3.0/2.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正バンプラバー使用,,79800,74900,,
日産,キューブ,BZ11,2002/10～2008/11,FF,1400,NA,,Fr：-9～-55mm<br>Rr：-29～-55mm,67769,,264313,CRZ11K-qq-e-f1-135,CRZ11K-qq-e-d-135,4511478353476,CRZ11K,TANABE,SUSTEC PRO CR,-37/-40,4.0/4.0,減衰力固定式<br>ネジ式,可,14S(MC前),フロントピロアッパーマウント付<br>リア純正ダストブーツ/バンプラバー使用,,89800,82400,,
日産,キューブ,YZ11,2005/05～2008/11,FF,1500,NA,,Fr：-3～-49mm<br>Rr：-17～-49mm,67769,,264314,CRZ11K-qq-e-f1-137,CRZ11K-qq-e-d-137,4511478353476,CRZ11K,TANABE,SUSTEC PRO CR,-31/-34,4.0/4.0,減衰力固定式<br>ネジ式,可,15M(MC後),フロントピロアッパーマウント付<br>リア純正ダストブーツ/バンプラバー使用,,89800,82400,,
日産,キューブ,Z12,2008/11～,FF,1500,NA,,Fr：-29～-61mm<br>Rr：-32～-63mm,67769,,264124,CRC11K-qq-e-f1-136,CRC11K-qq-e-d-136,4511478353568,CRC11K,TANABE,SUSTEC PRO CR,-51/-53,4.0/4.0,減衰力固定式<br>ネジ式,可,15XVセレクション(MC前),フロントピロアッパーマウント付<br>リア純正ダストブーツ/バンプラバー使用,,89800,82400,,
日産,ジューク,YF15,2010/06～,FF,1500,NA,,Fr：-24～-70mm<br>Rr：-38～-66mm,60346,,264615,CRYF15K-qq-e-f1-136k,CRYF15K-qq-e-d-136k,4511478353483,CRYF15K,TANABE,SUSTEC PRO CR,-57/-54,5.0/5.0,減衰力固定式<br>ネジ式,不可,15RX,フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,79800,74900,,
日産,スカイライン,HV37,2014/02～,FR,3500,ハイブリッド,,Fr：+4～-59mm<br>Rr：-10～-51mm,60346,,264618,CRHV37K-qq-e-f1-139k,CRHV37K-qq-e-d-139k,4511478354497,CRHV37K,TANABE,SUSTEC PRO CR,-27/-13,10.0/4.0,減衰力固定式<br>ネジ式,不可,350GTハイブリッドタイプSP,フロント/リア共に純正アッパーマウント使用,,79800,74900,,
日産,スカイライン,KV36,2008/12～2013/11,FR,3700,NA,,Fr：-11～-74mm<br>Rr：-22～-59mm,60346,,264619,CRPV36K-qq-e-f1-140k,CRPV36K-qq-e-d-140k,4511478353490,CRPV36K,TANABE,SUSTEC PRO CR,-46/-41,10.0/9.0,減衰力固定式<br>ネジ式,不可,370GTタイプS(MC前),フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,79800,74900,,
日産,スカイライン,PV36,2006/11～2008/12,FR,3500,NA,,Fr：-6～-76mm<br>Rr：-25～-63mm,60346,,264620,CRPV36K-qq-e-f1-141k,CRPV36K-qq-e-d-141k,4511478353490,CRPV36K,TANABE,SUSTEC PRO CR,-41/-38,10.0/9.0,減衰力固定式<br>ネジ式,不可,350GTタイプS,フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,79800,74900,,
日産,スカイライン,V36,2006/11～2014/04,FR,2500,NA,,データなし,60346,,264621,CRPV36K-qq-e-f1-142k,CRPV36K-qq-e-d-142k,4511478353490,CRPV36K,TANABE,SUSTEC PRO CR,データなし,10.0/9.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,79800,74900,,
日産,スカイライン,YV37,2014/11～2019/09,FR,2000,ターボ,,Fr：-8～-68mm<br>Rr：-18～-67mm,60346,,264622,CRYV37K-qq-e-f1-143k,CRYV37K-qq-e-d-143k,4511478355753,CRYV37K,TANABE,SUSTEC PRO CR,-29/-37,10.0/4.0,減衰力固定式<br>ネジ式,,200GT-t,フロント/リア共に純正アッパーマウント使用,,79800,74900,,
日産,スカイラインクーペ,CKV36,2007/10～2015/12,FR,3700,NA,,Fr：-13～-73mm<br>Rr：-11～-50mm,60346,,264623,CRPV36K-qq-e-f1-144k,CRPV36K-qq-e-d-144k,4511478353490,CRPV36K,TANABE,SUSTEC PRO CR,-32/-24,10.0/9.0,減衰力固定式<br>ネジ式,不可,370GTタイプSP(MC前),フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,79800,74900,,
日産,スカイラインクーペ,CPV35,2003/02～2007/09,FR,3500,NA,,Fr：+7～-46mm<br>Rr：+1～-40mm,67769,,264624,CRZ33K-qq-e-f1-145k,CRZ33K-qq-e-d-145k,4511478353612,CRZ33K,TANABE,SUSTEC PRO CR,-20/-20,10.0/8.0,減衰力固定式<br>ネジ式,不可,350GT(MC前),フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,89800,82400,,
日産,ステージア,HM35,2001/10～2004/07,FR,3000,NA,,データなし,60346,,264629,CRM35K-qq-e-f1-150k,CRM35K-qq-e-d-150k,4511478353506,CRM35K,TANABE,SUSTEC PRO CR,データなし,10.0/8.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
日産,ステージア,M35,2001/10～2007/06,FF,2500,NA,,Fr：+3～-65mm<br>Rr：-14～-46mm,60346,,264630,CRM35K-qq-e-f1-151k,CRM35K-qq-e-d-151k,4511478353506,CRM35K,TANABE,SUSTEC PRO CR,-32/-30,10.0/7.0,減衰力固定式<br>ネジ式,不可,250RS(MC前),フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
日産,ステージア,NM35,2001/10～2007/06,4WD,2500,ターボ,ハイキャス車不可,Fr：-8～-68mm<br>Rr：-28～-63mm,60346,,264631,CRNM35K-qq-e-f1-152k,CRNM35K-qq-e-d-152k,4511478353513,CRNM35K,TANABE,SUSTEC PRO CR,-38/-42,9.0/8.0,減衰力固定式<br>ネジ式,不可,250tRXFOUR(MC前),フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
日産,ステージア,PM35,2004/08～2007/06,FR,3500,NA,,データなし,60346,,264632,CRM35K-qq-e-f1-153k,CRM35K-qq-e-d-153k,4511478353506,CRM35K,TANABE,SUSTEC PRO CR,データなし,10.0/8.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
日産,ステージア,PNM35,2004/08～2007/06,4WD,3500,NA,ハイキャス車不可,データなし,60346,,264633,CRNM35K-qq-e-f1-154k,CRNM35K-qq-e-d-154k,4511478353513,CRNM35K,TANABE,SUSTEC PRO CR,データなし,9.0/8.0,減衰力固定式<br>ネジ式,,現車未確認,フロント/リア共に純正アッパーマウント使用<br>リア純正ダストブーツ/バンプラバー使用,,79800,74900,,
日産,セレナ,C25,2005/05～2010/11,FF,2000,NA,,Fr：-15～-61mm<br>Rr：-35～-64mm,60346,,264651,CRC25K-qq-e-f1-172k,CRC25K-qq-e-d-172k,4511478353537,CRC25K,TANABE,SUSTEC PRO CR,-41/-46,5.0/6.0,減衰力固定式<br>ネジ式,不可,20S(MC前),フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,79800,74900,,
日産,セレナ,C26,2010/11～2016/08,FF,2000,NA,,データなし,60346,,264652,CRC26K-qq-e-f1-173k,CRC26K-qq-e-d-173k,4511478353520,CRC26K,TANABE,SUSTEC PRO CR,データなし,5.0/7.0,,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,79800,74900,,
日産,セレナ,C27,2016/08～,FF,2000,NA,,Fr：-32～-68mm<br>Rr：-37～-72mm,60346,,264653,CRGC27K-qq-e-f1-174k,CRGC27K-qq-e-d-174k,4511478355685,CRGC27K,TANABE,SUSTEC PRO CR,-43/-54,5.0/7.0,減衰力固定式<br>ネジ式,不可,S,フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,79800,74900,,
日産,セレナ,CC25,2006/06～2010/11,FF,2000,NA,,Fr：-20～-66mm<br>Rr：-28～-61mm,60346,,264654,CRC25K-qq-e-f1-175k,CRC25K-qq-e-d-175k,4511478353537,CRC25K,TANABE,SUSTEC PRO CR,-45/-46,5.0/6.0,減衰力固定式<br>ネジ式,不可,ハイウェイスター,フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,79800,74900,,
日産,セレナ,FC26,2010/11～2016/08,FF,2000,NA,,Fr：-21～-69mm<br>Rr：-28～-61mm,60346,,264655,CRC26K-qq-e-f1-176k,CRC26K-qq-e-d-176k,4511478353520,CRC26K,TANABE,SUSTEC PRO CR,-46/-45,5.0/7.0,減衰力固定式<br>ネジ式,不可,ハイウェイスター,フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,79800,74900,,
日産,セレナ,GC27,2016/08～,FF,2000,ハイブリッド,,Fr：-30～-78mm<br>Rr：-36～-73mm,60346,,264656,CRGC27K-qq-e-f1-177k,CRGC27K-qq-e-d-177k,4511478355685,CRGC27K,TANABE,SUSTEC PRO CR,-55/-54,5.0/7.0,減衰力固定式<br>ネジ式,不可,X ハイブリッド,フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,79800,74900,,
日産,セレナ,GFC27,2016/08～,FF,2000,ハイブリッド,,Fr：-41～-75mm<br>Rr：-38～-71mm,60346,,264657,CRGC27K-qq-e-f1-178k,CRGC27K-qq-e-d-178k,4511478355685,CRGC27K,TANABE,SUSTEC PRO CR,-51/-55,5.0/7.0,減衰力固定式<br>ネジ式,不可,ハイウェイスターGハイブリッド,フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,79800,74900,,
日産,セレナ,HC26,2012/08～2016/08,FF,2000,ハイブリッド,,データなし,60346,,264658,CRC26K-qq-e-f1-179k,CRC26K-qq-e-d-179k,4511478353520,CRC26K,TANABE,SUSTEC PRO CR,データなし,5.0/7.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,79800,74900,,
日産,セレナ,HC27,2018/03～,FF,1200,ハイブリッド,,データなし,60346,,264659,CRHC27K-qq-e-f1-180k,CRHC27K-qq-e-d-180k,4511478356682,CRHC27K,TANABE,SUSTEC PRO CR,データなし,6.0/7.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,79800,74900,,
日産,セレナ,HFC26,2012/08～2016/08,FF,2000,ハイブリッド,,Fr：-19～-69mm<br>Rr：-27～-62mm,60346,,264660,CRC26K-qq-e-f1-181k,CRC26K-qq-e-d-181k,4511478353520,CRC26K,TANABE,SUSTEC PRO CR,-45/-45,5.0/7.0,減衰力固定式<br>ネジ式,不可,ハイウェイスターSハイブリッド,フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,79800,74900,,
日産,セレナ,HFC27,2018/03～,FF,1200,ハイブリッド,,Fr：-32～-65mm<br>Rr：-22～-62mm,60346,,264661,CRHC27K-qq-e-f1-182k,CRHC27K-qq-e-d-182k,4511478356682,CRHC27K,TANABE,SUSTEC PRO CR,-38/-39,6.0/7.0,減衰力固定式<br>ネジ式,不可,eパワーハイウェイスターV,フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,79800,74900,,
日産,セレナ,PC24,1999/06～2001/12,FF,2000,NA,アクティブダンパー車は装着不可,データなし,67769,,264662,CRC24K-qq-e-f1-183k,CRC24K-qq-e-d-183k,4511478353544,CRC24K,TANABE,SUSTEC PRO CR,データなし,5.0/7.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,89800,82400,,
日産,セレナ,PNC24,1999/06～2001/12,4WD,2000,NA,アクティブダンパー車は装着不可,データなし,67769,,264663,CRC24K-qq-e-f1-184k,CRC24K-qq-e-d-184k,4511478353544,CRC24K,TANABE,SUSTEC PRO CR,データなし,5.0/7.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,89800,82400,,
日産,セレナ,RC24,2001/12～2005/04,FF,2500,NA,アクティブダンパー車は装着不可,データなし,67769,,264664,CRC24K-qq-e-f1-185k,CRC24K-qq-e-d-185k,4511478353544,CRC24K,TANABE,SUSTEC PRO CR,データなし,5.0/7.0,減衰力固定式<br>ネジ式,不可,現車未確認,未計測の為、車高データなし<br>フロント/リア共に純正アッパーマウント使用<br>フロント/リア共に純正バンプラバー/ダストブーツ使用,,89800,82400,,
