自動車メーカー,車種,型式,年式,排気量,適合詳細,取付位置,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,種類,仕様,備考,注意事項,定価,掛け,SET価格
トヨタ,ビスタ,SV21/SV25/VZV20,S61/8～H1/5,2000,4輪ディスク,リア,16672,,289783,SSM-EP168-qq-e-8957k,出さない,4515693021684,EP168,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,出さない
トヨタ,ビスタ,SV32/SV33,H4/6～H6/6,2000～2500,ツーリングパッケージ,リア,16672,,284679,SSM-EP168-qq-e-8960k,出さない,4515693021684,EP168,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,出さない
トヨタ,ビスタ,SV32/SV33/SV35,H1/5～H4/6,2000～2500,,リア,16672,,285997,SSM-EP168-qq-e-8958k,出さない,4515693021684,EP168,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,出さない
トヨタ,ビスタ,SV32/SV33/SV35/CV30,H4/6～H6/6,2000,4輪ディスク,リア,16672,,286473,SSM-EP168-qq-e-8961k,出さない,4515693021684,EP168,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,出さない
トヨタ,ビスタ,SV32/SV33/VZV30/VZ31/VZ32,H1/5～H4/6,2000～2500,SV32/33(3S-GE)/VZV30/31/32(V6プロミネント),リア,16672,,286923,SSM-EP168-qq-e-8959k,出さない,4515693021684,EP168,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,出さない
トヨタ,ビスタ,SV40/CV40,H6/6～H10/6,1800～2200,リアドラム,フロント,16672,,282533,SSM-EP294-qq-e-7863k,出さない,4515693022940,EP294,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,出さない
トヨタ,ビスタ,SV40/SV41/SV42/SV43/CV40,H6/6～H10/6,1800～2200,4輪ディスク,フロント,16672,,282534,SSM-EP294-qq-e-7864k,出さない,4515693022940,EP294,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,出さない
トヨタ,ビスタ,SV40/SV41/SV42/SV43/CV40,H6/6～H10/6,1800～2200,4輪ディスク,リア,16672,,287419,SSM-EP168-qq-e-8962k,出さない,4515693021684,EP168,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,出さない
トヨタ,ビスタ,SV50/SV55,H10/6～H15/10,2000,4輪ディスク,フロント,16672,,274733,SSM-EP380-qq-e-2867k,SSM-EP380-qq-e-d-2867k,4515693023800,EP380,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,ビスタ,VZV32/VZV33,H4/6～H6/6,2000～2500,V6プロミネント,リア,16672,,273719,SSM-EP168-qq-e-7508k,SSM-EP168-qq-e-d-7508k,4515693021684,EP168,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,ビスタ,ZZV50,H10/6～H12/4,1800,リアドラム,フロント,16672,,274382,SSM-EP294-qq-e-2866k,SSM-EP294-qq-e-d-2866k,4515693022940,EP294,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,ビスタ,ZZV50,H12/4～H15/10,1800,リアドラム,フロント,16672,,274771,SSM-EP382-qq-e-2868k,SSM-EP382-qq-e-d-2868k,4515693023824,EP382,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,ビスタアルデオ,AZV50G,H13/8～H15/10,2000,4輪ディスク,フロント,16672,,288203,SSM-EP380-qq-e-7869k,出さない,4515693023800,EP380,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,出さない
トヨタ,ビスタアルデオ,SV50G/SV55G,H10/6～H12/4,2000,4輪ディスク,フロント,16672,,282535,SSM-EP380-qq-e-7867k,出さない,4515693023800,EP380,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,出さない
トヨタ,ビスタアルデオ,ZZV50G,H10/6～H12/4,1800,リアドラム,フロント,16672,,281906,SSM-EP294-qq-e-7866k,出さない,4515693022940,EP294,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,出さない
トヨタ,ビスタアルデオ,ZZV50G,H12/4～H15/10,1800,リアドラム,フロント,16672,,285084,SSM-EP382-qq-e-7868k,出さない,4515693023824,EP382,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,出さない
トヨタ,ファンカーゴ,NCP20/NCP21/NCP25,H11/8～H17/9,1300～1500,リアドラム,フロント,16672,,274772,SSM-EP382-qq-e-2869k,SSM-EP382-qq-e-d-2869k,4515693023824,EP382,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,プラッツ,SCP11/NCP12/NCP16,H11/8～H17/12,1000～1500,リアドラム,フロント,16672,,285919,SSM-EP371-qq-e-7870k,出さない,4515693023718,EP371,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,出さない
トヨタ,プリウス,NHW10,H9/12～H15/9,1500,リアドラム,フロント,16672,,274389,SSM-EP294-qq-e-960k,SSM-EP294-qq-e-d-960k,4515693022940,EP294,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,21500
トヨタ,プリウス,NHW20,H15/9～,1500,,フロント,16672,,274775,SSM-EP382-qq-e-961k,SSM-EP382-qq-e-d-961k,4515693023824,EP382,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,21500
トヨタ,プリウス,ZVW30,H21/6～,1800,,フロント,16672,,275323,SSM-EP476-qq-e-962k,SSM-EP476-qq-e-d-962k,4515693024760,EP476,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,21500
トヨタ,プリウス,ZVW30,H21/6～,1800,,リア,16672,,275347,SSM-EP479-qq-e-1167k,SSM-EP479-qq-e-d-1167k,4515693024791,EP479,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,21500
トヨタ,プリウス,ZVW50/ZVW51/ZVW55,H27/12～,1800,,フロント,16672,,275325,SSM-EP476-qq-e-964k,SSM-EP476-qq-e-d-964k,4515693024760,EP476,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,21500
トヨタ,プリウス,ZVW50/ZVW51/ZVW55,H27/12～,1800,,リア,16672,,275349,SSM-EP479-qq-e-1169k,SSM-EP479-qq-e-d-1169k,4515693024791,EP479,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,21500
トヨタ,プリウスPHV,ZVW35,H24/1～,1800,,フロント,16672,,275324,SSM-EP476-qq-e-963k,SSM-EP476-qq-e-d-963k,4515693024760,EP476,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,21500
トヨタ,プリウスPHV,ZVW35,H24/1～,1800,,リア,16672,,275348,SSM-EP479-qq-e-1168k,SSM-EP479-qq-e-d-1168k,4515693024791,EP479,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,21500
トヨタ,プリウスα,ZVW40W/ZVW41W,H24/10～,1800,,フロント,16672,,275199,SSM-EP449-qq-e-965k,SSM-EP449-qq-e-d-965k,4515693024494,EP449,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,21500
トヨタ,プリウスα,ZVW40W/ZVW41W,H24/10～,1800,,リア,16672,,275339,SSM-EP478-qq-e-1170k,SSM-EP478-qq-e-d-1170k,4515693024784,EP478,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,21500
トヨタ,プリウスα,ZVW40W/ZVW41W,H26/11～,1800,,フロント,16672,,275200,SSM-EP449-qq-e-966k,SSM-EP449-qq-e-d-966k,4515693024494,EP449,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,21500
トヨタ,プリウスα,ZVW40W/ZVW41W,H26/11～,1800,,リア,16672,,275340,SSM-EP478-qq-e-1171k,SSM-EP478-qq-e-d-1171k,4515693024784,EP478,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,21500
トヨタ,プリウスα G's,ZVW40W/ZVW41W,H27/2～,1800,,フロント,16672,,275193,SSM-EP449-qq-e-2870k,SSM-EP449-qq-e-d-2870k,4515693024494,EP449,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,プリウスα G's,ZVW40W/ZVW41W,H27/2～,1800,,リア,16672,,275345,SSM-EP478-qq-e-7509k,SSM-EP478-qq-e-d-7509k,4515693024784,EP478,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,ブレイド,AZE154H/AZE156H,H18/12～,2400,,フロント,16672,,275194,SSM-EP449-qq-e-2871k,SSM-EP449-qq-e-d-2871k,4515693024494,EP449,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,ブレイド,AZE154H/AZE156H,H18/12～,2400,,リア,16672,,275079,SSM-EP434-qq-e-7510k,SSM-EP434-qq-e-d-7510k,4515693024340,EP434,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,ブレイドマスター,GRE156H,H19/8～,3500,マスターG含む,フロント,16672,,275234,SSM-EP459-qq-e-2872k,SSM-EP459-qq-e-d-2872k,4515693024593,EP459,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,ブレイドマスター,GRE156H,H19/8～,3500,マスターG含む,リア,16672,,275080,SSM-EP434-qq-e-7511k,SSM-EP434-qq-e-d-7511k,4515693024340,EP434,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,ブレビス,JCG10/JCG11,H13/6～H19/6,2500～3000,,フロント,16672,,274734,SSM-EP380-qq-e-2873k,SSM-EP380-qq-e-d-2873k,4515693023800,EP380,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,ブレビス,JCG10/JCG11,H13/6～H19/6,2500～3000,,リア,16672,,274603,SSM-EP354-qq-e-7512k,SSM-EP354-qq-e-d-7512k,4515693023541,EP354,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,ブレビス,JCG15,H13/6～H19/6,2500,,フロント,16672,,273827,SSM-EP225-qq-e-2874k,SSM-EP225-qq-e-d-2874k,4515693022254,EP225,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,ブレビス,JCG15,H13/6～H19/6,2500,,リア,16672,,274604,SSM-EP354-qq-e-7513k,SSM-EP354-qq-e-d-7513k,4515693023541,EP354,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,プレミオ/コロナプレミオ,ST191/ST195/CT195,H4/2～H8/1,2000,4WD,フロント,16672,,289088,SSM-EP294-qq-e-7881k,出さない,4515693022940,EP294,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,出さない
トヨタ,プレミオ/コロナプレミオ,ST191/ST195/CT195,H4/2～H8/1,2000,4WD,リア,16672,,289223,SSM-EP168-qq-e-8966k,出さない,4515693021684,EP168,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,出さない
トヨタ,プレミオ/コロナプレミオ,ST210/AT210/AT211/CT210,H8/1～H13/12,1600～2000,FF,フロント,16672,,288202,SSM-EP294-qq-e-7883k,出さない,4515693022940,EP294,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,出さない
トヨタ,プレミオ/コロナプレミオ,ST215/CT215,H8/1～H13/12,2000,4WD,フロント,16672,,290009,SSM-EP294-qq-e-7884k,出さない,4515693022940,EP294,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,出さない
トヨタ,プログレ,JCG10/JCG11,H10/5～H13/4,2500～3000,,フロント,16672,,273828,SSM-EP225-qq-e-2875k,SSM-EP225-qq-e-d-2875k,4515693022254,EP225,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,プログレ,JCG10/JCG11,H10/5～H13/4,2500～3000,,リア,16672,,274605,SSM-EP354-qq-e-7514k,SSM-EP354-qq-e-d-7514k,4515693023541,EP354,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,プログレ,JCG10/JCG11,H13/4～H19/6,2500～3000,,フロント,16672,,274735,SSM-EP380-qq-e-2877k,SSM-EP380-qq-e-d-2877k,4515693023800,EP380,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,プログレ,JCG10/JCG11,H13/4～H19/6,2500～3000,,リア,16672,,274607,SSM-EP354-qq-e-7516k,SSM-EP354-qq-e-d-7516k,4515693023541,EP354,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,プログレ,JCG15,H11/12～H19/6,2500～3000,,フロント,16672,,273829,SSM-EP225-qq-e-2876k,SSM-EP225-qq-e-d-2876k,4515693022254,EP225,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,プログレ,JCG15,H11/12～H19/6,2500～3000,,リア,16672,,274606,SSM-EP354-qq-e-7515k,SSM-EP354-qq-e-d-7515k,4515693023541,EP354,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,プロナード,MCX20,H12/4～H15/1,3000,,フロント,16672,,274671,SSM-EP360-qq-e-2878k,SSM-EP360-qq-e-d-2878k,4515693023602,EP360,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,ベルタ,SCP92,H17/11～H24/6,1300,VSC・TRC装着車,フロント,16672,,275063,SSM-EP433-qq-e-2880k,SSM-EP433-qq-e-d-2880k,4515693024333,EP433,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,ベルタ,SCP92,H17/11～H24/6,1300,VSC・TRC装着車,リア,16672,,275081,SSM-EP434-qq-e-7517k,SSM-EP434-qq-e-d-7517k,4515693024340,EP434,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,ベルタ,SCP92/KSP92/NCP96,H17/11～H24/6,1000～1300,,フロント,16672,,275094,SSM-EP435-qq-e-2879k,SSM-EP435-qq-e-d-2879k,4515693024357,EP435,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,ポルテ,NCP141/NSP140,H24/7～,1300～1500,,フロント,16672,,275095,SSM-EP435-qq-e-2882k,SSM-EP435-qq-e-d-2882k,4515693024357,EP435,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,ポルテ,NCP145,H24/7～,1500,,フロント,16672,,275064,SSM-EP433-qq-e-2883k,SSM-EP433-qq-e-d-2883k,4515693024333,EP433,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,ポルテ,NNP10/NNP11/NNP15,H16/7～H24/7,1300～1500,,フロント,16672,,274773,SSM-EP382-qq-e-2881k,SSM-EP382-qq-e-d-2881k,4515693023824,EP382,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,マークII/チェイサー/クレスタ,GX100/LX100,H10/8～H12/10,2000～2400,,フロント,16672,,274695,SSM-EP370-qq-e-2897k,SSM-EP370-qq-e-d-2897k,4515693023701,EP370,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,マークII/チェイサー/クレスタ,GX100/LX100,H10/8～H12/10,2000～2400,,リア,16672,,274580,SSM-EP352-qq-e-7531k,SSM-EP352-qq-e-d-7531k,4515693023527,EP352,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,マークII/チェイサー/クレスタ,GX100/LX100,H8/9～H10/8,2000～2400,,フロント,16672,,274383,SSM-EP294-qq-e-2894k,SSM-EP294-qq-e-d-2894k,4515693022940,EP294,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,マークII/チェイサー/クレスタ,GX100/LX100,H8/9～H10/8,2000～2400,,リア,16672,,274578,SSM-EP352-qq-e-7528k,SSM-EP352-qq-e-d-7528k,4515693023527,EP352,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,マークII/チェイサー/クレスタ,GX105/JZX100/JZX101/JZX105/JZX105G,H8/9～H12/10,2000～3000,NA,フロント,16672,,273830,SSM-EP225-qq-e-2895k,SSM-EP225-qq-e-d-2895k,4515693022254,EP225,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,マークII/チェイサー/クレスタ,GX105/JZX100/JZX101/JZX105/JZX105G,H8/9～H12/10,2000～3000,NA,リア,16672,,274229,SSM-EP281-qq-e-7529k,SSM-EP281-qq-e-d-7529k,4515693022810,EP281,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,18500
トヨタ,マークII/チェイサー/クレスタ,GX71/MX71,S59/8～S63/8,1800,,リア,16672,,285395,SSM-EP176-qq-e-8967k,出さない,4515693021769,EP176,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,出さない
トヨタ,マークII/チェイサー/クレスタ,GX81/MX83/JZX81,S63/8～H4/10,2000～3000,,フロント,16672,,282231,SSM-EP229-qq-e-7886k,出さない,4515693022292,EP229,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,出さない
トヨタ,マークII/チェイサー/クレスタ,GX81/MX83/JZX81,S63/8～H4/10,2000～3000,,リア,16672,,285396,SSM-EP176-qq-e-8968k,出さない,4515693021769,EP176,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,出さない
トヨタ,マークII/チェイサー/クレスタ,GX90/SX90/LX90,H4/10～H8/9,1800～2400,,フロント,16672,,286313,SSM-EP294-qq-e-7887k,出さない,4515693022940,EP294,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,出さない
トヨタ,マークII/チェイサー/クレスタ,GX90/SX90/LX90,H4/10～H8/9,1800～2400,,リア,16672,,285834,SSM-EP293-qq-e-8969k,出さない,4515693022933,EP293,ENDLESS,ブレーキパッド,SSM,超低ダストタイプ<br>ローター適正温度域:0～530℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,,23000,60,出さない
