自動車メーカー,車種,型式,エンジン,年式,適合詳細,販売価格,Camp販売,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,フルキット設定バネレート【F/R】N/mm(kgf/mm),自由長【F/R】(mm),減衰力 ピストン速度 0.1m/sec 減衰力値N F:伸び側/縮み側,減衰力 ピストン速度 0.1m/sec 減衰力値N R:伸び側/縮み側,車高情報出荷時(最大上限～最大下限)【F/R】,備考,商品について,定価,SET価格,Campセット
スズキ,ランディ,SC25,MR20DE,07/01～10/11,2WD,125652,119501,127039,80130-AN202-qq-e-387,80130-AN202-qq-e-d-387,80130-AN202,HKS,ハイパーマックスSスタイルL,F=49(5)/R=63(6.4),220(Barrel)/Special,441/300,177/122,-46(-40～90)/-41(-19～70),リア形状別体<br>車高データはC25(セレナ)のもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
スズキ,ランディ,SC26,MR20DD,10/12～,2WD,125652,119501,127305,80130-AN202-qq-e-386,80130-AN202-qq-e-d-386,80130-AN202,HKS,ハイパーマックスSスタイルL,F=49(5)/R=63(6.4),220(Barrel)/Special,441/300,177/122,-45(-33～63)/-21(-1～47),リア形状別体<br>車高データはC26(セレナ)のもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
スズキ,ランディ,SHC26,MR20DD-SM23,12/08～,2WD,125652,119501,127459,80130-AN202-qq-e-385,80130-AN202-qq-e-d-385,80130-AN202,HKS,ハイパーマックスSスタイルL,F=49(5)/R=63(6.4),220(Barrel)/Special,441/300,177/122,-46(-37～69)/-31(-11～57),リア形状別体<br>車高データはHC26(セレナ)のもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,アルファード,GGH20W/ANH20W,2GR-FE/2AZ-FE,08/05～15/01,2WD,125652,119501,127318,80130-AT205-qq-e-305,80130-AT205-qq-e-d-305,80130-AT205,HKS,ハイパーマックスSスタイルL,F=49(5)/R=72(7.3),250(Barrel)/Special,716/211,461/147,-42(-6～63）/-41（-20～71),リア形状別体<br>車高データはGGH20W(3.5L)のもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,アルファード,GGH25W/ANH25W,2GR-FE/2AZ-FE,08/05～15/01,4WD,125652,119501,127047,80130-AT205-qq-e-306,80130-AT205-qq-e-d-306,80130-AT205,HKS,ハイパーマックスSスタイルL,F=49(5)/R=72(7.3),250(Barrel)/Special,716/211,461/147,-36(0～57)/-37(-16～67),リア形状別体<br>車高データはANH20Wのもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,アルファード,GGH30W/AGH30W,2GR-FE/2AR-FE,15/01～17/12,2WD,125652,119501,127466,80130-AT210-qq-e-303,80130-AT210-qq-e-d-303,80130-AT210,HKS,ハイパーマックスSスタイルL,F=69(7)/R=89(9),250(Barrel)/Special,610/300,490/270,-40(-3～70)/-40(-8～66),リア形状別体<br>車高データはAGH30W(2.5L)のもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,アルファード,GGH30W/AGH30W,2GR-FKS/2AR-FE,18/01～,2WD,125652,119501,127467,80130-AT210-qq-e-7,80130-AT210-qq-e-d-7,80130-AT210,HKS,ハイパーマックスSスタイルL,F=69(7)/R=89(9),250(Barrel)/Special,610/300,490/270,-37(0～67)/-43(-11～69),リア形状別体<br>車高データはAGH30W(2.5L)のもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,アルファード,GGH35W/AGH35W,2GR-FE/2AR-FE,15/01～,4WD,125652,119501,127057,80130-AT211-qq-e-304,80130-AT211-qq-e-d-304,80130-AT211,HKS,ハイパーマックスSスタイルL,F=69(7)/R=79(8),250(Barrel)/Special,300/220,400/280,-50(-16～91)/-45(-18～86),,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,アルファード,MNH10W/ANH10W,1MZ-FE/2AZ-FE,02/05～08/04,2WD,125652,119501,127312,80130-AT202-qq-e-307,80130-AT202-qq-e-d-307,80130-AT202,HKS,ハイパーマックスSスタイルL,F=49(5)/R=63(6.4),250(Barrel)/Special,530/216,363/167,-42(0～73)/-32(-24～58),リア形状別体<br>車高データはANH10W(2.4L)のもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,アルファード,MNH15W/ANH15W,1MZ-FE/2AZ-FE,02/05～08/04,4WD,125652,119501,127462,80130-AT202-qq-e-308,80130-AT202-qq-e-d-308,80130-AT202,HKS,ハイパーマックスSスタイルL,F=49(5)/R=63(6.4),250(Barrel)/Special,530/216,363/167,45(-2～79)/-47(-39～72),リア形状別体<br>車高データはANH15W(2.4L)のもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,アルファードハイブリッド,ATH10W,2AZ-FXE/2AZ-1EM,03/08～08/04,4WD,125652,119501,127313,80130-AT202-qq-e-311,80130-AT202-qq-e-d-311,80130-AT202,HKS,ハイパーマックスSスタイルL,F=49(5)/R=63(6.4),250(Barrel)/Special,530/216,363/167,-45(-2～79)/-47(-39～72),リア形状別体<br>車高データはANH15W(2.4L)のもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,アルファードハイブリッド,ATH20W,2AZ-FXE/2AZ-2JM,11/11～15/01,,125652,119501,127048,80130-AT205-qq-e-310,80130-AT205-qq-e-d-310,80130-AT205,HKS,ハイパーマックスSスタイルL,F=49(5)/R=72(7.3),250(Barrel)/Special,716/211,461/147,-36(0～57)/-37(-16～67),リア形状別体<br>車高データはANH20Wのもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,アルファードハイブリッド,AYH30W,2AR-FXE/2AR-2JM,15/01～,,125652,119501,127058,80130-AT211-qq-e-309,80130-AT211-qq-e-d-309,80130-AT211,HKS,ハイパーマックスSスタイルL,F=69(7)/R=79(8),250(Barrel)/Special,300/220,400/280,-51(-20～92)/-69(-42～107),,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,ヴェルファイア,GGH20W/ANH20W,2GR-FE/2AZ-FE,08/05～15/01,2WD,125652,119501,127464,80130-AT205-qq-e-339,80130-AT205-qq-e-d-339,80130-AT205,HKS,ハイパーマックスSスタイルL,F=49(5)/R=72(7.3),250(Barrel)/Special,716/211,461/147,-42(-6～63）/-41（-20～71),リア形状別体<br>車高データはGGH20W(3.5L)のもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,ヴェルファイア,GGH25W/ANH25W,2GR-FE/2AZ-FE,08/05～15/01,4WD,125652,119501,127319,80130-AT205-qq-e-340,80130-AT205-qq-e-d-340,80130-AT205,HKS,ハイパーマックスSスタイルL,F=49(5)/R=72(7.3),250(Barrel)/Special,716/211,461/147,-36(0～57)/-37(-16～67),リア形状別体<br>車高データはANH20Wのもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,ヴェルファイア,GGH30W/AGH30W,2GR-FE/2AR-FE,15/01～17/12,2WD,125652,119501,127327,80130-AT210-qq-e-337,80130-AT210-qq-e-d-337,80130-AT210,HKS,ハイパーマックスSスタイルL,F=69(7)/R=89(9),250(Barrel)/Special,610/300,490/270,-40(-3～70)/-40(-8～66),リア形状別体<br>車高データはAGH30W(2.5L)のもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,ヴェルファイア,GGH30W/AGH30W,2GR-FKS/2AR-FE,18/01～,2WD,125652,119501,127067,80130-AT210-qq-e-15,80130-AT210-qq-e-d-15,80130-AT210,HKS,ハイパーマックスSスタイルL,F=69(7)/R=89(9),250(Barrel)/Special,610/300,490/270,-37(0～67)/-43(-11～69),リア形状別体<br>車高データはAGH30W(2.5L)のもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,ヴェルファイア,GGH35W/AGH35W,2GR-FE/2AR-FE,15/01～,4WD,125652,119501,127059,80130-AT211-qq-e-338,80130-AT211-qq-e-d-338,80130-AT211,HKS,ハイパーマックスSスタイルL,F=69(7)/R=79(8),250(Barrel)/Special,300/220,400/280,-50(-16～91)/-45(-18～86),,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,ヴェルファイアハイブリッド,ATH20W,2AZ-FXE/2AZ-2JM,11/11～15/01,,125652,119501,127049,80130-AT205-qq-e-342,80130-AT205-qq-e-d-342,80130-AT205,HKS,ハイパーマックスSスタイルL,F=49(5)/R=72(7.3),250(Barrel)/Special,716/211,461/147,-36(0～57)/-37(-16～67),リア形状別体<br>車高データはANH20Wのもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,ヴェルファイアハイブリッド,AYH30W,2AR-FXE/2AR-2JM,15/01～,,125652,119501,127060,80130-AT211-qq-e-341,80130-AT211-qq-e-d-341,80130-AT211,HKS,ハイパーマックスSスタイルL,F=69(7)/R=79(8),250(Barrel)/Special,300/220,400/280,-51(-20～92)/-69(-42～107),,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,ヴォクシー,AZR60G,1AZ-FSE,01/11～07/06,2WD,125652,119501,127321,80130-AT208-qq-e-348,80130-AT208-qq-e-d-348,80130-AT208,HKS,ハイパーマックスSスタイルL,F=39(4)/R=52(5.3),250(Barrel)/Special,500/130,480/150,-39(0～76)/-48(-17～74),リア形状別体,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,ヴォクシー,AZR65G,1AZ-FSE,01/11～07/06,4WD,125652,119501,127322,80130-AT208-qq-e-349,80130-AT208-qq-e-d-349,80130-AT208,HKS,ハイパーマックスSスタイルL,F=39(4)/R=52(5.3),250(Barrel)/Special,500/130,480/150,-39(0～76)/-78(-47～104),リア形状別体,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,ヴォクシー,ZRR70W/ZRR70G,3ZR-FAE/3ZR-FE,07/06～13/12,2WD,125652,119501,127317,80130-AT204-qq-e-346,80130-AT204-qq-e-d-346,80130-AT204,HKS,ハイパーマックスSスタイルL,F=39(4)/R=52(5.3),250(Barrel)/Special,412/147,255/157,-58(-17～88)/-62(-43～88),リア形状別体,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,ヴォクシー,ZRR75W/ZRR75G,3ZR-FAE/3ZR-FE,07/06～13/12,4WD,125652,119501,127046,80130-AT204-qq-e-347,80130-AT204-qq-e-d-347,80130-AT204,HKS,ハイパーマックスSスタイルL,F=39(4)/R=52(5.3),250(Barrel)/Special,412/147,255/157,-63(-22～87)/-82(-63～108),リア形状別体<br>車高データはZRR75Wのもの,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,ヴォクシー,ZRR80W/ZRR80G,3ZR-FAE,14/01～,2WD,125652,119501,127325,80130-AT209-qq-e-343,80130-AT209-qq-e-d-343,80130-AT209,HKS,ハイパーマックスSスタイルL,F=39(4)/R=49(5),250(Barrel)/200(Straight),600/150,300/170,-36(-15～98)/-58(-35～95),リア形状別体,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,ヴォクシー,ZRR85W/ZRR85G,3ZR-FAE,14/01～,4WD,125652,119501,127326,80130-AT209-qq-e-345,80130-AT209-qq-e-d-345,80130-AT209,HKS,ハイパーマックスSスタイルL,F=39(4)/R=49(5),250(Barrel)/200(Straight),600/150,300/170,-48(-20～101)/-86(-64～124),リア形状別体,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,ヴォクシーハイブリッド,ZWR80G,2ZR-FXE/2ZR-5JM,14/01～,2WD<br>ハイブリッド,125652,119501,127056,80130-AT209-qq-e-344,80130-AT209-qq-e-d-344,80130-AT209,HKS,ハイパーマックスSスタイルL,F=39(4)/R=49(5),250(Barrel)/200(Straight),600/150,300/170,-36(-15～98)/-58(-35～95),リア形状別体,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,エスクァイア,ZRR80G,3ZR-FAE,14/10～,2WD,125652,119501,127052,80130-AT209-qq-e-312,80130-AT209-qq-e-d-312,80130-AT209,HKS,ハイパーマックスSスタイルL,F=39(4)/R=49(5),250(Barrel)/200(Straight),600/150,300/170,-42(-12～95)/-57(-35～95),リア形状別体,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,エスクァイア,ZRR85G,3ZR-FAE,14/10～,4WD,125652,119501,127053,80130-AT209-qq-e-314,80130-AT209-qq-e-d-314,80130-AT209,HKS,ハイパーマックスSスタイルL,F=39(4)/R=49(5),250(Barrel)/200(Straight),600/150,300/170,-48(-20～101)/-86(-64～124),リア形状別体,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
トヨタ,エスクァイアハイブリッド,ZWR80G,2ZR-FXE/2ZR-5JM,14/10～,2WD<br>ハイブリッド,125652,119501,127323,80130-AT209-qq-e-313,80130-AT209-qq-e-d-313,80130-AT209,HKS,ハイパーマックスSスタイルL,F=39(4)/R=49(5),250(Barrel)/200(Straight),600/150,300/170,-42(-12～95)/-57(-35～95),リア形状別体,フルキットご購入の際には、ご希望のバネレートへ変更できます(HKSが取扱するスプリングとし、自由長の変更は不可)<br>ご希望の場合は、必ずご注文時にお知らせ下さい<br>各車種別推奨バネレート範囲を超えるバネレート変更は保証対象外となります<br>車高情報の数値は、HKS社内でのフルキット設定の組み合わせによる参考値データ(ノーマル比)です(データは車輌の個体差・組み付け条件により変化します)<br>カッコ内の数値(上限～下限)はノーマル車高から可能な車高調整幅のみを示したもので、あくまで参考値となります<br>車種によっては走行に支障をきたす恐れがありますのでご注意ください,182000,137000,118800
